% rows 21 cols 8
 0.00000  -5.3175  -3.2523  -3.2523  -1.7789  -1.7789  -1.1204   3.7339
 0.05000  -5.3298  -3.2482  -3.2482  -1.7870  -1.7870  -1.2428   3.9162
 0.10000  -5.3692  -3.2400  -3.2400  -1.8088  -1.8088  -1.5612   4.4141
 0.15000  -5.4440  -3.2251  -3.2251  -1.9734  -1.8428  -1.8428   5.1352
 0.20000  -5.5651  -3.2047  -3.2047  -2.3952  -1.8904  -1.8904   6.0046
 0.25000  -5.7474  -3.1815  -3.1815  -2.7679  -1.9476  -1.9476   6.9787
 0.30000  -5.9978  -3.1543  -3.1543  -3.0618  -2.0115  -2.0115   8.0331
 0.35000  -6.3120  -3.2659  -3.1271  -3.1271  -2.0809  -2.0809   9.1568
 0.40000  -6.6726  -3.3910  -3.0999  -3.0999  -2.1516  -2.1516  10.3405
 0.45000  -7.0549  -3.4550  -3.0768  -3.0768  -2.2197  -2.2197  11.5758
 0.50000  -7.4413  -3.4781  -3.0591  -3.0591  -2.2795  -2.2795  12.8601
 0.55000  -7.8140  -3.4727  -3.0523  -3.0523  -2.3299  -2.3299  14.1880
 0.60000  -8.1650  -3.4495  -3.0564  -3.0564  -2.3652  -2.3652  15.5539
 0.65000  -8.4834  -3.4155  -3.0727  -3.0727  -2.3856  -2.3856  16.9498
 0.70000  -8.7677  -3.3761  -3.0972  -3.0972  -2.3938  -2.3938  18.3606
 0.75000  -9.0126  -3.3366  -3.1271  -3.1271  -2.3924  -2.3924  19.7592
 0.80000  -9.2153  -3.2999  -3.1570  -3.1570  -2.3870  -2.3870  21.0871
 0.85000  -9.3745  -3.2686  -3.1843  -3.1843  -2.3775  -2.3775  22.1755
 0.90000  -9.4902  -3.2441  -3.2060  -3.2060  -2.3707  -2.3707  22.7278
 0.95000  -9.5582  -3.2291  -3.2196  -3.2196  -2.3652  -2.3652  22.8816
 1.00000  -9.5813  -3.2237  -3.2237  -3.2237  -2.3625  -2.3625  22.9101
