 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.01000000    0.8065D+00 -0.729513830146997E+02  0.345774443734033E+01   -0.136770329893032E-01 -0.648263031950389E-03
  0.00000000  0.00000000  0.01000000    0.8778D+00 -0.579750684851146E+02  0.291082394984409E+01   -0.172054212489844E-01 -0.863853265676761E-03
  0.00000000  0.00000000  0.01000000    0.9551D+00 -0.469482209925312E+02  0.251121970307015E+01   -0.212392941391037E-01 -0.113607145902088E-02
  0.00000000  0.00000000  0.01000000    0.1039D+01 -0.386235151442700E+02  0.218211175489537E+01   -0.258085843299407E-01 -0.145810693390311E-02
  0.00000000  0.00000000  0.01000000    0.1129D+01 -0.319793391722124E+02  0.119566965727624E+01   -0.312265373106932E-01 -0.116752328630490E-02
  0.00000000  0.00000000  0.01000000    0.1228D+01 -0.262817519830890E+02  0.362767971044702E+00   -0.380419658906499E-01 -0.525094627998266E-03
  0.00000000  0.00000000  0.01000000    0.1334D+01 -0.215480572335607E+02  0.328479326255029E+00   -0.463971142533225E-01 -0.707279206887021E-03
  0.00000000  0.00000000  0.01000000    0.1449D+01 -0.177692297045778E+02  0.231587657115563E+00   -0.562675019961195E-01 -0.733338426913887E-03
  0.00000000  0.00000000  0.01000000    0.1574D+01 -0.146283487057498E+02  0.553091522360729E-01   -0.683594385590607E-01 -0.258464073429522E-03
  0.00000000  0.00000000  0.01000000    0.1710D+01 -0.120472590154569E+02  0.183861661647098E+00   -0.829871038256197E-01 -0.126652434259794E-02
  0.00000000  0.00000000  0.01000000    0.1856D+01 -0.993051799608564E+01  0.895555350159397E-01   -0.100691492510932E+00 -0.908057413210920E-03
  0.00000000  0.00000000  0.01000000    0.2015D+01 -0.821561832859790E+01  0.275201275676912E+00   -0.121582959015963E+00 -0.407270446161013E-02
  0.00000000  0.00000000  0.01000000    0.2187D+01 -0.679965607219431E+01  0.888149442923589E-01   -0.147041175458542E+00 -0.192060505242862E-02
  0.00000000  0.00000000  0.01000000    0.2373D+01 -0.552308192771938E+01  0.260777456341017E-01   -0.181054295435430E+00 -0.854864715772245E-03
  0.00000000  0.00000000  0.01000000    0.2575D+01 -0.446345243768425E+01  0.121896337861701E+00   -0.223874845852259E+00 -0.611399454340366E-02
  0.00000000  0.00000000  0.01000000    0.2794D+01 -0.361003632309986E+01  0.135242751634054E+00   -0.276617297459451E+00 -0.103629108157749E-01
  0.00000000  0.00000000  0.01000000    0.3030D+01 -0.285690123442169E+01  0.741867709883338E-01   -0.349793730310281E+00 -0.908329173267229E-02
  0.00000000  0.00000000  0.01000000    0.3287D+01 -0.228284389772971E+01  0.308491738092550E+00   -0.430194143283850E+00 -0.581342154454154E-01
  0.00000000  0.00000000  0.01000000    0.3565D+01 -0.182493963278073E+01  0.135554871828911E+00   -0.544956595861952E+00 -0.404788849874588E-01
  0.00000000  0.00000000  0.01000000    0.3866D+01 -0.135348495723774E+01  0.999076996463136E-01   -0.734829629997712E+00 -0.542415618086014E-01
  0.00000000  0.00000000  0.01000000    0.4192D+01 -0.975231867040950E+00  0.199371511040860E+00   -0.984261289253514E+00 -0.201217440825545E+00
  0.00000000  0.00000000  0.01000000    0.4545D+01 -0.677367140498741E+00  0.176879530596137E+00   -0.138206429457803E+01 -0.360895693137180E+00
  0.00000000  0.00000000  0.01000000    0.4928D+01 -0.403705252791114E+00  0.184995268565588E+00   -0.204717462502440E+01 -0.938104265274455E+00
  0.00000000  0.00000000  0.01000000    0.5343D+01 -0.235453479542039E+00  0.359134278993864E+00   -0.127675348905401E+01 -0.194741629911842E+01
  0.00000000  0.00000000  0.01000000    0.5792D+01 -0.118658921740159E+00  0.242791819152063E+00   -0.162484574522636E+01 -0.332464890578459E+01
  0.00000000  0.00000000  0.01000000    0.6279D+01 -0.597269465497063E-01  0.389015392036806E+00   -0.385583197423768E+00 -0.251139238440358E+01
  0.00000000  0.00000000  0.01000000    0.6806D+01  0.952361832347104E-02  0.805148199032240E-01    0.144882583278727E+01 -0.122487007601424E+02
  0.00000000  0.00000000  0.01000000    0.7377D+01  0.183077003604441E+00  0.000000000000000E+00    0.546218247137481E+01  0.000000000000000E+00
  0.00000000  0.00000000  0.01000000    0.7995D+01  0.336314299752197E+00  0.333498131650606E-03    0.297340617813429E+01 -0.294850800509168E-02
  0.00000000  0.00000000  0.01000000    0.8665D+01  0.448565604331756E+00  0.110176414757364E-01    0.222798419046990E+01 -0.547236140871187E-01
  0.00000000  0.00000000  0.01000000    0.9391D+01  0.528765978247743E+00  0.222203292028753E-01    0.188786196939873E+01 -0.793336110402586E-01
  0.00000000  0.00000000  0.01000000    0.1018D+02  0.597178740818032E+00  0.000000000000000E+00    0.167454052136915E+01  0.000000000000000E+00
  0.00000000  0.00000000  0.01000000    0.1103D+02  0.661345593992802E+00  0.765956176335829E-16    0.151206874149204E+01 -0.175124534299502E-15
  0.00000000  0.00000000  0.01000000    0.1195D+02  0.714042432068891E+00  0.382978088167915E-16    0.140047699560734E+01 -0.751148640770270E-16
