 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.05000000  0.00000000  0.00000000    0.3669D+00 -0.157572817603215E+02  0.594661097232829E+02   -0.416362519903431E-02 -0.157130269483325E-01
  0.05000000  0.00000000  0.00000000    0.4016D+00 -0.195667007086224E+02  0.382302101360281E+02   -0.106086805381635E-01 -0.207276685159936E-01
  0.05000000  0.00000000  0.00000000    0.4392D+00 -0.150728372837471E+02  0.341043867892982E+02   -0.108414309006666E-01 -0.245302424371337E-01
  0.05000000  0.00000000  0.00000000    0.4800D+00 -0.141191608033700E+02  0.403570256532418E+02   -0.772365981794716E-02 -0.220766617613285E-01
  0.05000000  0.00000000  0.00000000    0.5241D+00 -0.220195730949963E+02  0.479205383338540E+02   -0.791717950029160E-02 -0.172299209481923E-01
  0.05000000  0.00000000  0.00000000    0.5719D+00 -0.328177724232345E+02  0.367623637064999E+02   -0.135137226713982E-01 -0.151380289151798E-01
  0.05000000  0.00000000  0.00000000    0.6237D+00 -0.314643131906895E+02  0.642741193566777E+01   -0.305089371501959E-01 -0.623225129991816E-02
  0.05000000  0.00000000  0.00000000    0.6798D+00 -0.225564363676978E+02  0.539190396868505E+01   -0.419369497835621E-01 -0.100246334255331E-01
  0.05000000  0.00000000  0.00000000    0.7406D+00 -0.172519006018686E+02  0.423537747443110E+01   -0.546696204469280E-01 -0.134215055094589E-01
  0.05000000  0.00000000  0.00000000    0.8065D+00 -0.137223913568776E+02  0.339616714340924E+01   -0.686675858317560E-01 -0.169946034006792E-01
  0.05000000  0.00000000  0.00000000    0.8778D+00 -0.111772025960642E+02  0.291439210935865E+01   -0.837723437684580E-01 -0.218431629527092E-01
  0.05000000  0.00000000  0.00000000    0.9551D+00 -0.928803881424217E+01  0.239150361824183E+01   -0.100971261170300E+00 -0.259982910554746E-01
  0.05000000  0.00000000  0.00000000    0.1039D+01 -0.791731333376542E+01  0.211853445298790E+01   -0.117866205827162E+00 -0.315389333933368E-01
  0.05000000  0.00000000  0.00000000    0.1129D+01 -0.673549703255986E+01  0.114299198598261E+01   -0.144311408858581E+00 -0.244891777123282E-01
  0.05000000  0.00000000  0.00000000    0.1228D+01 -0.542369700197499E+01  0.401665570940864E+00   -0.183370383453710E+00 -0.135799565751478E-01
  0.05000000  0.00000000  0.00000000    0.1334D+01 -0.424584315989085E+01  0.321077274055168E+00   -0.234185262905754E+00 -0.177094544018921E-01
  0.05000000  0.00000000  0.00000000    0.1449D+01 -0.334210778152824E+01  0.212158767663431E+00   -0.298011453119067E+00 -0.189179244884850E-01
  0.05000000  0.00000000  0.00000000    0.1574D+01 -0.257583221032163E+01  0.752648407517923E-01   -0.387892867430742E+00 -0.113340825458058E-01
  0.05000000  0.00000000  0.00000000    0.1710D+01 -0.194967417268521E+01  0.139916943834244E+00   -0.510278225572538E+00 -0.366197443796155E-01
  0.05000000  0.00000000  0.00000000    0.1856D+01 -0.145369528934721E+01  0.966924369127734E-01   -0.684872035663729E+00 -0.455542138624355E-01
  0.05000000  0.00000000  0.00000000    0.2015D+01 -0.110164331665265E+01  0.250758019451680E+00   -0.863020292921962E+00 -0.196442220570339E+00
  0.05000000  0.00000000  0.00000000    0.2187D+01 -0.808799662139344E+00  0.465091684848003E-01   -0.123232518708157E+01 -0.708635555094549E-01
  0.05000000  0.00000000  0.00000000    0.2373D+01 -0.483017465137931E+00  0.154584343895674E-01   -0.206820016167760E+01 -0.661904357736965E-01
  0.05000000  0.00000000  0.00000000    0.2575D+01 -0.230260217558080E+00  0.852441981336652E-01   -0.381944256918358E+01 -0.141398858465647E+01
  0.05000000  0.00000000  0.00000000    0.2794D+01 -0.539449307379560E-01  0.968576163254584E-01   -0.438881627867975E+01 -0.788007839528457E+01
  0.05000000  0.00000000  0.00000000    0.3030D+01  0.114738404061210E+00  0.344610842004085E-01    0.799433285851666E+01 -0.240105638576311E+01
  0.05000000  0.00000000  0.00000000    0.3287D+01  0.245536934751312E+00  0.121522952085331E+00    0.327137382738688E+01 -0.161909248106152E+01
  0.05000000  0.00000000  0.00000000    0.3565D+01  0.343789097351088E+00  0.554841902529779E-01    0.283491950388068E+01 -0.457528218076563E+00
  0.05000000  0.00000000  0.00000000    0.3866D+01  0.448019253656483E+00  0.608627757374490E-01    0.219160129163337E+01 -0.297725905371155E+00
  0.05000000  0.00000000  0.00000000    0.4192D+01  0.518871654870361E+00  0.877152863237038E-01    0.187371207023425E+01 -0.316751144885416E+00
  0.05000000  0.00000000  0.00000000    0.4545D+01  0.584293263943907E+00  0.362305424872230E-01    0.170491406101968E+01 -0.105717394220666E+00
  0.05000000  0.00000000  0.00000000    0.4928D+01  0.642127869298285E+00  0.702062884411584E-01    0.153892607983298E+01 -0.168256656370395E+00
  0.05000000  0.00000000  0.00000000    0.5343D+01  0.676992904339015E+00  0.541977452532192E-01    0.146771369393678E+01 -0.117500157503590E+00
  0.05000000  0.00000000  0.00000000    0.5792D+01  0.718351378103765E+00  0.217056127370964E-01    0.139080659463595E+01 -0.420244329662956E-01
  0.05000000  0.00000000  0.00000000    0.6279D+01  0.758194857843318E+00  0.242669240264316E-01    0.131757244483139E+01 -0.421704659261229E-01
  0.05000000  0.00000000  0.00000000    0.6806D+01  0.791940836624565E+00  0.617301870036922E-02    0.126264387259086E+01 -0.984205369511090E-02
  0.05000000  0.00000000  0.00000000    0.7377D+01  0.826019779288217E+00  0.000000000000000E+00    0.121062476356402E+01  0.000000000000000E+00
  0.05000000  0.00000000  0.00000000    0.7995D+01  0.854875701966696E+00  0.338787785998711E-03    0.116976051681580E+01 -0.463576838982575E-03
  0.05000000  0.00000000  0.00000000    0.8665D+01  0.877760053059118E+00  0.952670604569817E-03    0.113926216913965E+01 -0.123649005859315E-02
  0.05000000  0.00000000  0.00000000    0.9391D+01  0.896147108154474E+00  0.138004645287795E-02    0.111588557210666E+01 -0.171843876032240E-02
  0.05000000  0.00000000  0.00000000    0.1018D+02  0.911753698431098E+00  0.122552987924959E-16    0.109678743472141E+01 -0.147424219364236E-16
  0.05000000  0.00000000  0.00000000    0.1103D+02  0.925306389919562E+00  0.000000000000000E+00    0.108072311063034E+01  0.000000000000000E+00
  0.05000000  0.00000000  0.00000000    0.1195D+02  0.936662283941221E+00  0.000000000000000E+00    0.106762065383083E+01  0.000000000000000E+00
