 0.000000  0.503689 2 1
 0.000000  0.546577 2 2
 0.000000  0.559184 2 3
 0.000000  0.573944 2 4
 0.000000  0.652874 2 5
 0.000000  0.653903 2 6
 0.000000  0.684859 2 7
 0.047619  0.502937 2 1
 0.047619  0.545506 2 2
 0.047619  0.558238 2 3
 0.047619  0.573720 2 4
 0.047619  0.652260 2 5
 0.047619  0.653247 2 6
 0.047619  0.683905 2 7
 0.095238  0.502140 2 1
 0.095238  0.541983 2 2
 0.095238  0.555935 2 3
 0.095238  0.572974 2 4
 0.095238  0.650517 2 5
 0.095238  0.651648 2 6
 0.095238  0.681275 2 7
 0.142857  0.501599 2 1
 0.142857  0.536324 2 2
 0.142857  0.552153 2 3
 0.142857  0.571869 2 4
 0.142857  0.647871 2 5
 0.142857  0.649791 2 6
 0.142857  0.677366 2 7
 0.190476  0.501748 2 1
 0.190476  0.529093 2 2
 0.190476  0.546861 2 3
 0.190476  0.570578 2 4
 0.190476  0.644654 2 5
 0.190476  0.648266 2 6
 0.190476  0.672722 2 7
 0.238095  0.503144 2 1
 0.238095  0.521029 2 2
 0.238095  0.540234 2 3
 0.238095  0.569218 2 4
 0.238095  0.641121 2 5
 0.238095  0.647405 2 6
 0.238095  0.667905 2 7
 0.285714  0.506307 2 1
 0.285714  0.512878 2 2
 0.285714  0.532632 2 3
 0.285714  0.567851 2 4
 0.285714  0.637387 2 5
 0.285714  0.647347 2 6
 0.285714  0.663390 2 7
 0.333333  0.505229 2 1
 0.333333  0.511471 2 2
 0.333333  0.524511 2 3
 0.333333  0.566515 2 4
 0.333333  0.633521 2 5
 0.333333  0.648070 2 6
 0.333333  0.659489 2 7
 0.380952  0.498539 2 1
 0.380952  0.516338 2 2
 0.380952  0.518266 2 3
 0.380952  0.565283 2 4
 0.380952  0.629603 2 5
 0.380952  0.649402 2 6
 0.380952  0.656335 2 7
 0.428571  0.493022 2 1
 0.428571  0.508716 2 2
 0.428571  0.525555 2 3
 0.428571  0.564316 2 4
 0.428571  0.625687 2 5
 0.428571  0.651035 2 6
 0.428571  0.653894 2 7
 0.476190  0.488737 2 1
 0.476190  0.502052 2 2
 0.476190  0.531924 2 3
 0.476190  0.563869 2 4
 0.476190  0.621756 2 5
 0.476190  0.651951 2 6
 0.476190  0.652674 2 7
 0.523810  0.485585 2 1
 0.523810  0.496731 2 2
 0.523810  0.536144 2 3
 0.523810  0.564113 2 4
 0.523810  0.617736 2 5
 0.523810  0.650515 2 6
 0.523810  0.653837 2 7
 0.571429  0.483358 2 1
 0.571429  0.492921 2 2
 0.571429  0.538053 2 3
 0.571429  0.564804 2 4
 0.571429  0.613548 2 5
 0.571429  0.649360 2 6
 0.571429  0.654518 2 7
 0.619048  0.481801 2 1
 0.619048  0.490584 2 2
 0.619048  0.538485 2 3
 0.619048  0.565460 2 4
 0.619048  0.609185 2 5
 0.619048  0.648527 2 6
 0.619048  0.654750 2 7
 0.666667  0.480660 2 1
 0.666667  0.489561 2 2
 0.666667  0.538503 2 3
 0.666667  0.565930 2 4
 0.666667  0.604741 2 5
 0.666667  0.648082 2 6
 0.666667  0.654743 2 7
 0.714286  0.479705 2 1
 0.714286  0.489687 2 2
 0.714286  0.538929 2 3
 0.714286  0.566481 2 4
 0.714286  0.600403 2 5
 0.714286  0.648077 2 6
 0.714286  0.654741 2 7
 0.761905  0.478787 2 1
 0.761905  0.490786 2 2
 0.761905  0.540234 2 3
 0.761905  0.567478 2 4
 0.761905  0.596398 2 5
 0.761905  0.648493 2 6
 0.761905  0.654924 2 7
 0.809524  0.477881 2 1
 0.809524  0.492597 2 2
 0.809524  0.542492 2 3
 0.809524  0.569090 2 4
 0.809524  0.592934 2 5
 0.809524  0.649226 2 6
 0.809524  0.655350 2 7
 0.857143  0.477046 2 1
 0.857143  0.494742 2 2
 0.857143  0.545365 2 3
 0.857143  0.571162 2 4
 0.857143  0.590168 2 5
 0.857143  0.650105 2 6
 0.857143  0.655960 2 7
 0.904762  0.476359 2 1
 0.904762  0.496769 2 2
 0.904762  0.548198 2 3
 0.904762  0.573257 2 4
 0.904762  0.588180 2 5
 0.904762  0.650936 2 6
 0.904762  0.656604 2 7
 0.952381  0.475888 2 1
 0.952381  0.498239 2 2
 0.952381  0.550242 2 3
 0.952381  0.574823 2 4
 0.952381  0.586989 2 5
 0.952381  0.651543 2 6
 0.952381  0.657109 2 7
 1.000000  0.475680 2 1
 1.000000  0.498829 2 2
 1.000000  0.550921 2 3
 1.000000  0.575405 2 4
 1.000000  0.586579 2 5
 1.000000  0.651804 2 6
 1.000000  0.657335 2 7
 1.000000  0.475680 2 1
 1.000000  0.498829 2 2
 1.000000  0.550921 2 3
 1.000000  0.575405 2 4
 1.000000  0.586579 2 5
 1.000000  0.651804 2 6
 1.000000  0.657335 2 7
 1.058926  0.475784 2 1
 1.058926  0.499040 2 2
 1.058926  0.550682 2 3
 1.058926  0.575327 2 4
 1.058926  0.586767 2 5
 1.058926  0.651488 2 6
 1.058926  0.657344 2 7
 1.117851  0.475978 2 1
 1.117851  0.499374 2 2
 1.117851  0.550299 2 3
 1.117851  0.575024 2 4
 1.117851  0.587399 2 5
 1.117851  0.650421 2 6
 1.117851  0.657255 2 7
 1.176777  0.476281 2 1
 1.176777  0.499819 2 2
 1.176777  0.549928 2 3
 1.176777  0.574415 2 4
 1.176777  0.588621 2 5
 1.176777  0.648077 2 6
 1.176777  0.656152 2 7
 1.235702  0.476750 2 1
 1.235702  0.500362 2 2
 1.235702  0.549706 2 3
 1.235702  0.573498 2 4
 1.235702  0.590497 2 5
 1.235702  0.643715 2 6
 1.235702  0.653304 2 7
 1.294628  0.477469 2 1
 1.294628  0.500996 2 2
 1.294628  0.549609 2 3
 1.294628  0.572404 2 4
 1.294628  0.592919 2 5
 1.294628  0.636757 2 6
 1.294628  0.648865 2 7
 1.353553  0.478525 2 1
 1.353553  0.501718 2 2
 1.353553  0.549370 2 3
 1.353553  0.571378 2 4
 1.353553  0.595610 2 5
 1.353553  0.627915 2 6
 1.353553  0.643397 2 7
 1.353553  0.514108 2 1
 1.353553  0.532368 2 2
 1.353553  0.537313 2 3
 1.353553  0.567759 2 4
 1.353553  0.610258 2 5
 1.353553  0.611445 2 6
 1.353553  0.617311 2 7
 1.401765  0.508094 2 1
 1.401765  0.529426 2 2
 1.401765  0.536701 2 3
 1.401765  0.568100 2 4
 1.401765  0.611717 2 5
 1.401765  0.613960 2 6
 1.401765  0.617306 2 7
 1.449977  0.499895 2 1
 1.449977  0.521827 2 2
 1.449977  0.541101 2 3
 1.449977  0.568134 2 4
 1.449977  0.612627 2 5
 1.449977  0.615908 2 6
 1.449977  0.618379 2 7
 1.498189  0.489120 2 1
 1.498189  0.516026 2 2
 1.498189  0.545160 2 3
 1.498189  0.567725 2 4
 1.498189  0.614148 2 5
 1.498189  0.616576 2 6
 1.498189  0.620149 2 7
 1.546401  0.477164 2 1
 1.546401  0.511909 2 2
 1.546401  0.548399 2 3
 1.546401  0.566964 2 4
 1.546401  0.615834 2 5
 1.546401  0.617750 2 6
 1.546401  0.621392 2 7
 1.594613  0.465868 2 1
 1.594613  0.508845 2 2
 1.594613  0.550268 2 3
 1.594613  0.566272 2 4
 1.594613  0.617044 2 5
 1.594613  0.620210 2 6
 1.594613  0.622165 2 7
 1.642824  0.456640 2 1
 1.642824  0.506455 2 2
 1.642824  0.550342 2 3
 1.642824  0.566187 2 4
 1.642824  0.618292 2 5
 1.642824  0.622798 2 6
 1.642824  0.623336 2 7
 1.691036  0.450439 2 1
 1.691036  0.504581 2 2
 1.691036  0.548805 2 3
 1.691036  0.566745 2 4
 1.691036  0.619908 2 5
 1.691036  0.623740 2 6
 1.691036  0.626547 2 7
 1.739248  0.447813 2 1
 1.739248  0.503199 2 2
 1.739248  0.546223 2 3
 1.739248  0.567518 2 4
 1.739248  0.621983 2 5
 1.739248  0.625284 2 6
 1.739248  0.629599 2 7
 1.787460  0.448893 2 1
 1.787460  0.502396 2 2
 1.787460  0.542885 2 3
 1.787460  0.568140 2 4
 1.787460  0.624558 2 5
 1.787460  0.627656 2 6
 1.787460  0.632296 2 7
 1.835672  0.453378 2 1
 1.835672  0.502377 2 2
 1.835672  0.538721 2 3
 1.835672  0.568457 2 4
 1.835672  0.627597 2 5
 1.835672  0.630922 2 6
 1.835672  0.634546 2 7
 1.883883  0.460569 2 1
 1.883883  0.503461 2 2
 1.883883  0.533593 2 3
 1.883883  0.568484 2 4
 1.883883  0.630864 2 5
 1.883883  0.635014 2 6
 1.883883  0.636403 2 7
 1.932095  0.469504 2 1
 1.932095  0.506036 2 2
 1.932095  0.527577 2 3
 1.932095  0.568346 2 4
 1.932095  0.634071 2 5
 1.932095  0.637547 2 6
 1.932095  0.640144 2 7
 1.980307  0.479210 2 1
 1.980307  0.510424 2 2
 1.980307  0.521088 2 3
 1.980307  0.568196 2 4
 1.980307  0.637045 2 5
 1.980307  0.638632 2 6
 1.980307  0.645446 2 7
 2.028519  0.489030 2 1
 2.028519  0.514764 2 2
 2.028519  0.516646 2 3
 2.028519  0.568160 2 4
 2.028519  0.639333 2 5
 2.028519  0.639904 2 6
 2.028519  0.650921 2 7
 2.076731  0.498787 2 1
 2.076731  0.509388 2 2
 2.076731  0.524134 2 3
 2.076731  0.568331 2 4
 2.076731  0.640272 2 5
 2.076731  0.642227 2 6
 2.076731  0.656410 2 7
 2.124943  0.505092 2 1
 2.124943  0.508905 2 2
 2.124943  0.532105 2 3
 2.124943  0.568769 2 4
 2.124943  0.641359 2 5
 2.124943  0.644379 2 6
 2.124943  0.661882 2 7
 2.173154  0.502827 2 1
 2.173154  0.518549 2 2
 2.173154  0.539740 2 3
 2.173154  0.569501 2 4
 2.173154  0.642897 2 5
 2.173154  0.646375 2 6
 2.173154  0.667315 2 7
 2.221366  0.501902 2 1
 2.221366  0.527790 2 2
 2.221366  0.546425 2 3
 2.221366  0.570500 2 4
 2.221366  0.645036 2 5
 2.221366  0.648297 2 6
 2.221366  0.672579 2 7
 2.269578  0.502032 2 1
 2.269578  0.535791 2 2
 2.269578  0.551785 2 3
 2.269578  0.571660 2 4
 2.269578  0.647680 2 5
 2.269578  0.650169 2 6
 2.269578  0.677394 2 7
 2.317790  0.502685 2 1
 2.317790  0.541856 2 2
 2.317790  0.555665 2 3
 2.317790  0.572785 2 4
 2.317790  0.650354 2 5
 2.317790  0.651896 2 6
 2.317790  0.681339 2 7
 2.366002  0.503355 2 1
 2.366002  0.545520 2 2
 2.366002  0.558100 2 3
 2.366002  0.573622 2 4
 2.366002  0.652258 2 5
 2.366002  0.653291 2 6
 2.366002  0.683949 2 7
 2.414214  0.503689 2 1
 2.414214  0.546577 2 2
 2.414214  0.559184 2 3
 2.414214  0.573944 2 4
 2.414214  0.652874 2 5
 2.414214  0.653903 2 6
 2.414214  0.684859 2 7
 2.414214  0.503689 2 1
 2.414214  0.546577 2 2
 2.414214  0.559184 2 3
 2.414214  0.573944 2 4
 2.414214  0.652874 2 5
 2.414214  0.653903 2 6
 2.414214  0.684859 2 7
 2.462326  0.503721 2 1
 2.462326  0.545681 2 2
 2.462326  0.558260 2 3
 2.462326  0.573465 2 4
 2.462326  0.652221 2 5
 2.462326  0.653206 2 6
 2.462326  0.683799 2 7
 2.510439  0.503532 2 1
 2.510439  0.542648 2 2
 2.510439  0.556236 2 3
 2.510439  0.572396 2 4
 2.510439  0.650147 2 5
 2.510439  0.651370 2 6
 2.510439  0.680564 2 7
 2.558551  0.503487 2 1
 2.558551  0.537613 2 2
 2.558551  0.553113 2 3
 2.558551  0.570859 2 4
 2.558551  0.647036 2 5
 2.558551  0.648794 2 6
 2.558551  0.675662 2 7
 2.606664  0.503931 2 1
 2.606664  0.530919 2 2
 2.606664  0.548942 2 3
 2.606664  0.568960 2 4
 2.606664  0.643530 2 5
 2.606664  0.645643 2 6
 2.606664  0.669821 2 7
 2.654776  0.505007 2 1
 2.654776  0.523207 2 2
 2.654776  0.543913 2 3
 2.654776  0.566750 2 4
 2.654776  0.640064 2 5
 2.654776  0.641931 2 6
 2.654776  0.663845 2 7
 2.702889  0.506221 2 1
 2.702889  0.515682 2 2
 2.702889  0.538358 2 3
 2.702889  0.564228 2 4
 2.702889  0.636546 2 5
 2.702889  0.637775 2 6
 2.702889  0.658411 2 7
 2.751001  0.503964 2 1
 2.751001  0.512398 2 2
 2.751001  0.532712 2 3
 2.751001  0.561383 2 4
 2.751001  0.631773 2 5
 2.751001  0.634341 2 6
 2.751001  0.653827 2 7
 2.799114  0.497735 2 1
 2.799114  0.513824 2 2
 2.799114  0.527560 2 3
 2.799114  0.558236 2 4
 2.799114  0.626140 2 5
 2.799114  0.631462 2 6
 2.799114  0.649943 2 7
 2.847226  0.491762 2 1
 2.847226  0.514697 2 2
 2.847226  0.524213 2 3
 2.847226  0.554912 2 4
 2.847226  0.620503 2 5
 2.847226  0.628775 2 6
 2.847226  0.646403 2 7
 2.895339  0.486746 2 1
 2.895339  0.512715 2 2
 2.895339  0.524317 2 3
 2.895339  0.551706 2 4
 2.895339  0.615427 2 5
 2.895339  0.626300 2 6
 2.895339  0.642892 2 7
 2.943451  0.482622 2 1
 2.943451  0.509466 2 2
 2.943451  0.526170 2 3
 2.943451  0.549192 2 4
 2.943451  0.611361 2 5
 2.943451  0.624125 2 6
 2.943451  0.639227 2 7
 2.991564  0.479172 2 1
 2.991564  0.506566 2 2
 2.991564  0.527861 2 3
 2.991564  0.548273 2 4
 2.991564  0.608592 2 5
 2.991564  0.622323 2 6
 2.991564  0.635355 2 7
 3.039676  0.476225 2 1
 3.039676  0.504413 2 2
 3.039676  0.528547 2 3
 3.039676  0.549742 2 4
 3.039676  0.607176 2 5
 3.039676  0.620921 2 6
 3.039676  0.631342 2 7
 3.087789  0.473741 2 1
 3.087789  0.502969 2 2
 3.087789  0.528348 2 3
 3.087789  0.553328 2 4
 3.087789  0.606918 2 5
 3.087789  0.619901 2 6
 3.087789  0.627375 2 7
 3.135901  0.471761 2 1
 3.135901  0.502053 2 2
 3.135901  0.527881 2 3
 3.135901  0.557854 2 4
 3.135901  0.607421 2 5
 3.135901  0.619210 2 6
 3.135901  0.623746 2 7
 3.184014  0.470330 2 1
 3.184014  0.501503 2 2
 3.184014  0.527493 2 3
 3.184014  0.562100 2 4
 3.184014  0.608203 2 5
 3.184014  0.618742 2 6
 3.184014  0.620835 2 7
 3.232126  0.469459 2 1
 3.232126  0.501231 2 2
 3.232126  0.527217 2 3
 3.232126  0.565120 2 4
 3.232126  0.608834 2 5
 3.232126  0.618191 2 6
 3.232126  0.619200 2 7
 3.280239  0.469135 2 1
 3.280239  0.501204 2 2
 3.280239  0.526985 2 3
 3.280239  0.566308 2 4
 3.280239  0.609036 2 5
 3.280239  0.617704 2 6
 3.280239  0.618863 2 7
 3.280239  0.469135 2 1
 3.280239  0.501204 2 2
 3.280239  0.526985 2 3
 3.280239  0.566308 2 4
 3.280239  0.609036 2 5
 3.280239  0.617704 2 6
 3.280239  0.618863 2 7
 3.330747  0.469494 2 1
 3.330747  0.501539 2 2
 3.330747  0.527208 2 3
 3.330747  0.566173 2 4
 3.330747  0.608757 2 5
 3.330747  0.617958 2 6
 3.330747  0.618947 2 7
 3.381254  0.470642 2 1
 3.381254  0.502429 2 2
 3.381254  0.527852 2 3
 3.381254  0.565750 2 4
 3.381254  0.607976 2 5
 3.381254  0.618085 2 6
 3.381254  0.619829 2 7
 3.431762  0.472482 2 1
 3.431762  0.503741 2 2
 3.431762  0.528877 2 3
 3.431762  0.565149 2 4
 3.431762  0.606811 2 5
 3.431762  0.617811 2 6
 3.431762  0.621660 2 7
 3.482269  0.474900 2 1
 3.482269  0.505292 2 2
 3.482269  0.530233 2 3
 3.482269  0.564527 2 4
 3.482269  0.605488 2 5
 3.482269  0.617472 2 6
 3.482269  0.623833 2 7
 3.532777  0.477776 2 1
 3.532777  0.506908 2 2
 3.532777  0.531865 2 3
 3.532777  0.564053 2 4
 3.532777  0.604253 2 5
 3.532777  0.617154 2 6
 3.532777  0.625937 2 7
 3.583285  0.480978 2 1
 3.583285  0.508479 2 2
 3.583285  0.533708 2 3
 3.583285  0.563869 2 4
 3.583285  0.603271 2 5
 3.583285  0.616878 2 6
 3.583285  0.627690 2 7
 3.633792  0.484331 2 1
 3.633792  0.509983 2 2
 3.633792  0.535662 2 3
 3.633792  0.564078 2 4
 3.633792  0.602554 2 5
 3.633792  0.616671 2 6
 3.633792  0.628967 2 7
 3.684300  0.487617 2 1
 3.684300  0.511466 2 2
 3.684300  0.537566 2 3
 3.684300  0.564737 2 4
 3.684300  0.601969 2 5
 3.684300  0.616595 2 6
 3.684300  0.629807 2 7
 3.734808  0.490612 2 1
 3.734808  0.512978 2 2
 3.734808  0.539219 2 3
 3.734808  0.565843 2 4
 3.734808  0.601319 2 5
 3.734808  0.616737 2 6
 3.734808  0.630351 2 7
 3.785315  0.493134 2 1
 3.785315  0.514500 2 2
 3.785315  0.540445 2 3
