 0.000000 -0.263415 1 1
 0.000000 -0.263415 1 2
 0.000000 -0.263415 1 3
 0.000000 -0.200056 1 4
 0.000000 -0.200055 1 5
 0.033333 -0.263788 1 1
 0.033333 -0.263159 1 2
 0.033333 -0.263146 1 3
 0.033333 -0.200301 1 4
 0.033333 -0.199944 1 5
 0.066667 -0.264829 1 1
 0.066667 -0.262335 1 2
 0.066667 -0.262312 1 3
 0.066667 -0.201080 1 4
 0.066667 -0.199639 1 5
 0.100000 -0.266491 1 1
 0.100000 -0.260994 1 2
 0.100000 -0.260966 1 3
 0.100000 -0.202439 1 4
 0.100000 -0.199130 1 5
 0.133333 -0.268704 1 1
 0.133333 -0.259205 1 2
 0.133333 -0.259177 1 3
 0.133333 -0.204445 1 4
 0.133333 -0.198404 1 5
 0.166667 -0.271378 1 1
 0.166667 -0.257022 1 2
 0.166667 -0.257001 1 3
 0.166667 -0.207171 1 4
 0.166667 -0.197451 1 5
 0.200000 -0.274422 1 1
 0.200000 -0.254472 1 2
 0.200000 -0.254459 1 3
 0.200000 -0.210679 1 4
 0.200000 -0.196273 1 5
 0.233333 -0.277766 1 1
 0.233333 -0.251543 1 2
 0.233333 -0.251539 1 3
 0.233333 -0.215010 1 4
 0.233333 -0.194887 1 5
 0.266667 -0.281380 1 1
 0.266667 -0.248199 1 2
 0.266667 -0.248196 1 3
 0.266667 -0.220177 1 4
 0.266667 -0.193324 1 5
 0.300000 -0.285282 1 1
 0.300000 -0.244401 1 2
 0.300000 -0.244395 1 3
 0.300000 -0.226155 1 4
 0.300000 -0.191626 1 5
 0.333333 -0.289535 1 1
 0.333333 -0.240126 1 2
 0.333333 -0.240120 1 3
 0.333333 -0.232902 1 4
 0.333333 -0.189829 1 5
 0.366667 -0.294217 1 1
 0.366667 -0.240366 1 2
 0.366667 -0.235390 1 3
 0.366667 -0.235387 1 4
 0.366667 -0.187954 1 5
 0.400000 -0.299381 1 1
 0.400000 -0.248498 1 2
 0.400000 -0.230253 1 3
 0.400000 -0.230252 1 4
 0.400000 -0.186004 1 5
 0.433333 -0.305025 1 1
 0.433333 -0.257270 1 2
 0.433333 -0.224793 1 3
 0.433333 -0.224790 1 4
 0.433333 -0.183969 1 5
 0.466667 -0.311059 1 1
 0.466667 -0.266664 1 2
 0.466667 -0.219088 1 3
 0.466667 -0.219085 1 4
 0.466667 -0.181837 1 5
 0.500000 -0.317303 1 1
 0.500000 -0.276645 1 2
 0.500000 -0.213209 1 3
 0.500000 -0.213209 1 4
 0.500000 -0.179616 1 5
 0.533333 -0.323527 1 1
 0.533333 -0.287142 1 2
 0.533333 -0.207206 1 3
 0.533333 -0.207203 1 4
 0.533333 -0.177334 1 5
 0.566667 -0.329493 1 1
 0.566667 -0.298018 1 2
 0.566667 -0.201111 1 3
 0.566667 -0.201104 1 4
 0.566667 -0.175047 1 5
 0.600000 -0.335006 1 1
 0.600000 -0.309056 1 2
 0.600000 -0.194963 1 3
 0.600000 -0.194954 1 4
 0.600000 -0.172826 1 5
 0.633333 -0.339966 1 1
 0.633333 -0.319998 1 2
 0.633333 -0.188813 1 3
 0.633333 -0.188805 1 4
 0.633333 -0.170731 1 5
 0.666667 -0.344371 1 1
 0.666667 -0.330597 1 2
 0.666667 -0.182739 1 3
 0.666667 -0.182732 1 4
 0.666667 -0.168803 1 5
 0.700000 -0.348292 1 1
 0.700000 -0.340673 1 2
 0.700000 -0.176843 1 3
 0.700000 -0.176839 1 4
 0.700000 -0.167055 1 5
 0.733333 -0.351836 1 1
 0.733333 -0.350171 1 2
 0.733333 -0.171233 1 3
 0.733333 -0.171232 1 4
 0.733333 -0.165472 1 5
 0.766667 -0.359146 1 1
 0.766667 -0.355094 1 2
 0.766667 -0.166012 1 3
 0.766667 -0.166011 1 4
 0.766667 -0.164034 1 5
 0.800000 -0.367692 1 1
 0.800000 -0.358107 1 2
 0.800000 -0.162724 1 3
 0.800000 -0.161274 1 4
 0.800000 -0.161271 1 5
 0.833333 -0.375849 1 1
 0.833333 -0.360858 1 2
 0.833333 -0.161542 1 3
 0.833333 -0.157092 1 4
 0.833333 -0.157089 1 5
 0.866667 -0.383500 1 1
 0.866667 -0.363281 1 2
 0.866667 -0.160505 1 3
 0.866667 -0.153534 1 4
 0.866667 -0.153531 1 5
 0.900000 -0.390311 1 1
 0.900000 -0.365286 1 2
 0.900000 -0.159647 1 3
 0.900000 -0.150668 1 4
 0.900000 -0.150665 1 5
 0.933333 -0.395780 1 1
 0.933333 -0.366786 1 2
 0.933333 -0.159001 1 3
 0.933333 -0.148557 1 4
 0.933333 -0.148556 1 5
 0.966667 -0.399354 1 1
 0.966667 -0.367712 1 2
 0.966667 -0.158599 1 3
 0.966667 -0.147262 1 4
 0.966667 -0.147262 1 5
 1.000000 -0.400596 1 1
 1.000000 -0.368023 1 2
 1.000000 -0.158461 1 3
 1.000000 -0.146826 1 4
 1.000000 -0.146826 1 5
 1.000000 -0.400596 1 1
 1.000000 -0.368023 1 2
 1.000000 -0.158461 1 3
 1.000000 -0.146826 1 4
 1.000000 -0.146826 1 5
 1.025000 -0.400301 1 1
 1.025000 -0.367790 1 2
