   -0.0251929934 ! ef
    0.0000000000   0.00000  0.00000  0.00000 !x q
    0.0333333333   0.03333  0.00000  0.00000 !x q
    0.0666666667   0.06667  0.00000  0.00000 !x q
    0.1000000000   0.10000  0.00000  0.00000 !x q
    0.1333333333   0.13333  0.00000  0.00000 !x q
    0.1666666667   0.16667  0.00000  0.00000 !x q
    0.2000000000   0.20000  0.00000  0.00000 !x q
    0.2333333333   0.23333  0.00000  0.00000 !x q
    0.2666666667   0.26667  0.00000  0.00000 !x q
    0.3000000000   0.30000  0.00000  0.00000 !x q
    0.3333333333   0.33333  0.00000  0.00000 !x q
    0.3666666667   0.36667  0.00000  0.00000 !x q
    0.4000000000   0.40000  0.00000  0.00000 !x q
    0.4333333333   0.43333  0.00000  0.00000 !x q
    0.4666666667   0.46667  0.00000  0.00000 !x q
    0.5000000000   0.50000  0.00000  0.00000 !x q
    0.5333333333   0.53333  0.00000  0.00000 !x q
    0.5666666667   0.56667  0.00000  0.00000 !x q
    0.6000000000   0.60000  0.00000  0.00000 !x q
    0.6333333333   0.63333  0.00000  0.00000 !x q
    0.6666666667   0.66667  0.00000  0.00000 !x q
    0.7000000000   0.70000  0.00000  0.00000 !x q
    0.7333333333   0.73333  0.00000  0.00000 !x q
    0.7666666667   0.76667  0.00000  0.00000 !x q
    0.8000000000   0.80000  0.00000  0.00000 !x q
    0.8333333333   0.83333  0.00000  0.00000 !x q
    0.8666666667   0.86667  0.00000  0.00000 !x q
    0.9000000000   0.90000  0.00000  0.00000 !x q
    0.9333333333   0.93333  0.00000  0.00000 !x q
    0.9666666667   0.96667  0.00000  0.00000 !x q
    1.0000000000   1.00000  0.00000  0.00000 !x q
    1.0000000000   1.00000  0.00000  0.00000 !x q
    1.0250000000   1.00000  0.02500  0.00000 !x q
    1.0500000000   1.00000  0.05000  0.00000 !x q
    1.0750000000   1.00000  0.07500  0.00000 !x q
    1.1000000000   1.00000  0.10000  0.00000 !x q
    1.1250000000   1.00000  0.12500  0.00000 !x q
    1.1500000000   1.00000  0.15000  0.00000 !x q
    1.1750000000   1.00000  0.17500  0.00000 !x q
    1.2000000000   1.00000  0.20000  0.00000 !x q
    1.2250000000   1.00000  0.22500  0.00000 !x q
    1.2500000000   1.00000  0.25000  0.00000 !x q
    1.2750000000   1.00000  0.27500  0.00000 !x q
    1.3000000000   1.00000  0.30000  0.00000 !x q
    1.3250000000   1.00000  0.32500  0.00000 !x q
    1.3500000000   1.00000  0.35000  0.00000 !x q
    1.3750000000   1.00000  0.37500  0.00000 !x q
    1.4000000000   1.00000  0.40000  0.00000 !x q
    1.4250000000   1.00000  0.42500  0.00000 !x q
    1.4500000000   1.00000  0.45000  0.00000 !x q
    1.4750000000   1.00000  0.47500  0.00000 !x q
    1.5000000000   1.00000  0.50000  0.00000 !x q
    1.5000000000   1.00000  0.50000  0.00000 !x q
    1.5235702260   0.98333  0.50000  0.01667 !x q
    1.5471404521   0.96667  0.50000  0.03333 !x q
    1.5707106781   0.95000  0.50000  0.05000 !x q
    1.5942809042   0.93333  0.50000  0.06667 !x q
    1.6178511302   0.91667  0.50000  0.08333 !x q
    1.6414213562   0.90000  0.50000  0.10000 !x q
    1.6649915823   0.88333  0.50000  0.11667 !x q
    1.6885618083   0.86667  0.50000  0.13333 !x q
    1.7121320344   0.85000  0.50000  0.15000 !x q
    1.7357022604   0.83333  0.50000  0.16667 !x q
    1.7592724864   0.81667  0.50000  0.18333 !x q
    1.7828427125   0.80000  0.50000  0.20000 !x q
    1.8064129385   0.78333  0.50000  0.21667 !x q
    1.8299831646   0.76667  0.50000  0.23333 !x q
    1.8535533906   0.75000  0.50000  0.25000 !x q
    1.8771236166   0.73333  0.50000  0.26667 !x q
    1.9006938427   0.71667  0.50000  0.28333 !x q
    1.9242640687   0.70000  0.50000  0.30000 !x q
    1.9478342948   0.68333  0.50000  0.31667 !x q
    1.9714045208   0.66667  0.50000  0.33333 !x q
    1.9949747468   0.65000  0.50000  0.35000 !x q
    2.0185449729   0.63333  0.50000  0.36667 !x q
    2.0421151989   0.61667  0.50000  0.38333 !x q
    2.0656854249   0.60000  0.50000  0.40000 !x q
    2.0892556510   0.58333  0.50000  0.41667 !x q
    2.1128258770   0.56667  0.50000  0.43333 !x q
    2.1363961031   0.55000  0.50000  0.45000 !x q
    2.1599663291   0.53333  0.50000  0.46667 !x q
    2.1835365551   0.51667  0.50000  0.48333 !x q
    2.2071067812   0.50000  0.50000  0.50000 !x q
    2.2071067812   0.50000  0.50000  0.50000 !x q
    2.2359742946   0.48333  0.48333  0.48333 !x q
    2.2648418081   0.46667  0.46667  0.46667 !x q
    2.2937093216   0.45000  0.45000  0.45000 !x q
    2.3225768350   0.43333  0.43333  0.43333 !x q
    2.3514443485   0.41667  0.41667  0.41667 !x q
    2.3803118619   0.40000  0.40000  0.40000 !x q
    2.4091793754   0.38333  0.38333  0.38333 !x q
    2.4380468889   0.36667  0.36667  0.36667 !x q
    2.4669144023   0.35000  0.35000  0.35000 !x q
    2.4957819158   0.33333  0.33333  0.33333 !x q
    2.5246494292   0.31667  0.31667  0.31667 !x q
    2.5535169427   0.30000  0.30000  0.30000 !x q
    2.5823844562   0.28333  0.28333  0.28333 !x q
    2.6112519696   0.26667  0.26667  0.26667 !x q
    2.6401194831   0.25000  0.25000  0.25000 !x q
    2.6689869965   0.23333  0.23333  0.23333 !x q
    2.6978545100   0.21667  0.21667  0.21667 !x q
    2.7267220235   0.20000  0.20000  0.20000 !x q
    2.7555895369   0.18333  0.18333  0.18333 !x q
    2.7844570504   0.16667  0.16667  0.16667 !x q
    2.8133245638   0.15000  0.15000  0.15000 !x q
    2.8421920773   0.13333  0.13333  0.13333 !x q
    2.8710595908   0.11667  0.11667  0.11667 !x q
    2.8999271042   0.10000  0.10000  0.10000 !x q
    2.9287946177   0.08333  0.08333  0.08333 !x q
    2.9576621311   0.06667  0.06667  0.06667 !x q
    2.9865296446   0.05000  0.05000  0.05000 !x q
    3.0153971581   0.03333  0.03333  0.03333 !x q
    3.0442646715   0.01667  0.01667  0.01667 !x q
    3.0731321850   0.00000  0.00000  0.00000 !x q
    3.0731321850   0.00000  0.00000  0.00000 !x q
    3.1084875240   0.02500  0.02500  0.00000 !x q
    3.1438428631   0.05000  0.05000  0.00000 !x q
    3.1791982021   0.07500  0.07500  0.00000 !x q
    3.2145535412   0.10000  0.10000  0.00000 !x q
    3.2499088803   0.12500  0.12500  0.00000 !x q
    3.2852642193   0.15000  0.15000  0.00000 !x q
    3.3206195584   0.17500  0.17500  0.00000 !x q
    3.3559748974   0.20000  0.20000  0.00000 !x q
    3.3913302365   0.22500  0.22500  0.00000 !x q
    3.4266855756   0.25000  0.25000  0.00000 !x q
    3.4620409146   0.27500  0.27500  0.00000 !x q
    3.4973962537   0.30000  0.30000  0.00000 !x q
    3.5327515927   0.32500  0.32500  0.00000 !x q
    3.5681069318   0.35000  0.35000  0.00000 !x q
    3.6034622709   0.37500  0.37500  0.00000 !x q
    3.6388176099   0.40000  0.40000  0.00000 !x q
    3.6741729490   0.42500  0.42500  0.00000 !x q
    3.7095282880   0.45000  0.45000  0.00000 !x q
    3.7448836271   0.47500  0.47500  0.00000 !x q
    3.7802389662   0.50000  0.50000  0.00000 !x q
    3.8155943052   0.52500  0.52500  0.00000 !x q
    3.8509496443   0.55000  0.55000  0.00000 !x q
    3.8863049833   0.57500  0.57500  0.00000 !x q
    3.9216603224   0.60000  0.60000  0.00000 !x q
    3.9570156615   0.62500  0.62500  0.00000 !x q
    3.9923710005   0.65000  0.65000  0.00000 !x q
    4.0277263396   0.67500  0.67500  0.00000 !x q
    4.0630816786   0.70000  0.70000  0.00000 !x q
    4.0984370177   0.72500  0.72500  0.00000 !x q
    4.1337923568   0.75000  0.75000  0.00000 !x q
