% rows 51 cols 7
 0.00000  -0.5322   0.0143   0.0143   0.0143   0.1631   0.1631
 0.02000  -0.5318   0.0142   0.0143   0.0146   0.1629   0.1631
 0.04000  -0.5308   0.0138   0.0143   0.0153   0.1625   0.1632
 0.06000  -0.5291   0.0132   0.0142   0.0166   0.1619   0.1633
 0.08000  -0.5268   0.0123   0.0142   0.0183   0.1610   0.1635
 0.10000  -0.5238   0.0112   0.0141   0.0205   0.1599   0.1637
 0.12000  -0.5202   0.0099   0.0140   0.0233   0.1585   0.1640
 0.14000  -0.5159   0.0083   0.0138   0.0265   0.1570   0.1644
 0.16000  -0.5110   0.0066   0.0135   0.0301   0.1554   0.1648
 0.18000  -0.5055   0.0046   0.0131   0.0343   0.1536   0.1652
 0.20000  -0.4994   0.0024   0.0127   0.0389   0.1518   0.1657
 0.22000  -0.4927  -0.0001   0.0121   0.0439   0.1500   0.1662
 0.24000  -0.4855  -0.0026   0.0113   0.0493   0.1482   0.1668
 0.26000  -0.4778  -0.0054   0.0103   0.0552   0.1465   0.1674
 0.28000  -0.4695  -0.0084   0.0092   0.0615   0.1449   0.1681
 0.30000  -0.4608  -0.0115   0.0079   0.0681   0.1434   0.1688
 0.32000  -0.4517  -0.0147   0.0064   0.0751   0.1422   0.1695
 0.34000  -0.4422  -0.0181   0.0048   0.0824   0.1412   0.1703
 0.36000  -0.4323  -0.0215   0.0029   0.0900   0.1404   0.1711
 0.38000  -0.4222  -0.0251   0.0010   0.0979   0.1399   0.1720
 0.40000  -0.4118  -0.0288  -0.0009   0.1061   0.1397   0.1729
 0.42000  -0.4012  -0.0325  -0.0029   0.1145   0.1397   0.1738
 0.44000  -0.3905  -0.0363  -0.0047   0.1231   0.1400   0.1747
 0.46000  -0.3798  -0.0402  -0.0063   0.1319   0.1406   0.1756
 0.48000  -0.3691  -0.0440  -0.0077   0.1408   0.1414   0.1766
 0.50000  -0.3586  -0.0479  -0.0086   0.1424   0.1498   0.1776
 0.52000  -0.3483  -0.0518  -0.0090   0.1435   0.1589   0.1786
 0.54000  -0.3385  -0.0556  -0.0087   0.1449   0.1681   0.1796
 0.56000  -0.3290  -0.0594  -0.0076   0.1463   0.1772   0.1806
 0.58000  -0.3202  -0.0632  -0.0056   0.1479   0.1816   0.1864
 0.60000  -0.3120  -0.0669  -0.0026   0.1496   0.1825   0.1954
 0.62000  -0.3047  -0.0705   0.0016   0.1513   0.1835   0.2044
 0.64000  -0.2981  -0.0740   0.0069   0.1531   0.1845   0.2132
 0.66000  -0.2924  -0.0774   0.0135   0.1548   0.1854   0.2219
 0.68000  -0.2876  -0.0807   0.0212   0.1566   0.1863   0.2303
 0.70000  -0.2837  -0.0839   0.0301   0.1584   0.1872   0.2385
 0.72000  -0.2806  -0.0869   0.0400   0.1601   0.1881   0.2464
 0.74000  -0.2781  -0.0898   0.0508   0.1618   0.1889   0.2539
 0.76000  -0.2763  -0.0924   0.0624   0.1635   0.1897   0.2611
 0.78000  -0.2751  -0.0950   0.0745   0.1650   0.1904   0.2679
 0.80000  -0.2743  -0.0973   0.0869   0.1665   0.1911   0.2742
 0.82000  -0.2739  -0.0994   0.0994   0.1679   0.1917   0.2800
 0.84000  -0.2737  -0.1013   0.1117   0.1693   0.1923   0.2853
 0.86000  -0.2737  -0.1031   0.1235   0.1705   0.1928   0.2901
 0.88000  -0.2739  -0.1046   0.1346   0.1718   0.1933   0.2943
 0.90000  -0.2741  -0.1059   0.1445   0.1730   0.1937   0.2979
 0.92000  -0.2743  -0.1069   0.1528   0.1743   0.1940   0.3009
 0.94000  -0.2746  -0.1077   0.1592   0.1757   0.1942   0.3032
 0.96000  -0.2747  -0.1083   0.1634   0.1774   0.1944   0.3049
 0.98000  -0.2749  -0.1087   0.1656   0.1787   0.1945   0.3059
 1.00000  -0.2749  -0.1088   0.1663   0.1793   0.1945   0.3062
