    0.2133685198 ! ef
    0.0000000000   0.00000  0.00000  0.00000 !x q
    0.0088684175  -0.00747 -0.00394 -0.00270 !x q
    0.0177368350  -0.01495 -0.00788 -0.00540 !x q
    0.0266052524  -0.02242 -0.01182 -0.00810 !x q
    0.0354736699  -0.02989 -0.01576 -0.01080 !x q
    0.0443420874  -0.03736 -0.01970 -0.01350 !x q
    0.0532105049  -0.04484 -0.02364 -0.01620 !x q
    0.0620789223  -0.05231 -0.02758 -0.01890 !x q
    0.0709473398  -0.05978 -0.03152 -0.02160 !x q
    0.0798157573  -0.06725 -0.03546 -0.02429 !x q
    0.0886841748  -0.07473 -0.03940 -0.02699 !x q
    0.0975525923  -0.08220 -0.04334 -0.02969 !x q
    0.1064210097  -0.08967 -0.04728 -0.03239 !x q
    0.1152894272  -0.09715 -0.05122 -0.03509 !x q
    0.1152894272  -0.09715 -0.05122 -0.03509 !x q
    0.1244985597  -0.10144 -0.04307 -0.03509 !x q
    0.1337076923  -0.10573 -0.03492 -0.03509 !x q
    0.1429168248  -0.11003 -0.02678 -0.03509 !x q
    0.1521259573  -0.11432 -0.01863 -0.03509 !x q
    0.1613350898  -0.11862 -0.01048 -0.03509 !x q
    0.1705442224  -0.12291 -0.00234 -0.03509 !x q
    0.1797533549  -0.12721  0.00581 -0.03509 !x q
    0.1889624874  -0.13150  0.01396 -0.03509 !x q
    0.1981716199  -0.13580  0.02210 -0.03509 !x q
    0.2073807525  -0.14009  0.03025 -0.03509 !x q
    0.2165898850  -0.14439  0.03839 -0.03509 !x q
    0.2257990175  -0.14868  0.04654 -0.03509 !x q
    0.2257990175  -0.09715  0.12180 -0.03509 !x q
    0.2346893940  -0.09715  0.11678 -0.02776 !x q
    0.2435797705  -0.09715  0.11175 -0.02042 !x q
    0.2524701469  -0.09715  0.10673 -0.01309 !x q
    0.2613605234  -0.09715  0.10170 -0.00576 !x q
    0.2702508999  -0.09715  0.09668  0.00158 !x q
    0.2791412763  -0.09715  0.09165  0.00891 !x q
    0.2880316528  -0.09715  0.08662  0.01625 !x q
    0.2969220293  -0.09715  0.08160  0.02358 !x q
    0.3058124057  -0.09715  0.07657  0.03091 !x q
    0.3147027822  -0.09715  0.07155  0.03825 !x q
    0.3235931587  -0.09715  0.06652  0.04558 !x q
    0.3235931587  -0.09715  0.06652  0.04558 !x q
    0.3326113731  -0.09021  0.06177  0.04233 !x q
    0.3416295875  -0.08327  0.05702  0.03907 !x q
    0.3506478020  -0.07633  0.05227  0.03581 !x q
    0.3596660164  -0.06939  0.04752  0.03256 !x q
    0.3686842309  -0.06245  0.04277  0.02930 !x q
    0.3777024453  -0.05551  0.03801  0.02605 !x q
    0.3867206598  -0.04857  0.03326  0.02279 !x q
    0.3957388742  -0.04163  0.02851  0.01953 !x q
    0.4047570886  -0.03469  0.02376  0.01628 !x q
    0.4137753031  -0.02776  0.01901  0.01302 !x q
    0.4227935175  -0.02082  0.01426  0.00977 !x q
    0.4318117320  -0.01388  0.00950  0.00651 !x q
    0.4408299464  -0.00694  0.00475  0.00326 !x q
    0.4498481609   0.00000  0.00000  0.00000 !x q
    0.4498481609   0.00000  0.00000  0.00000 !x q
    0.4583508788  -0.00397  0.00752 -0.00000 !x q
    0.4668535968  -0.00793  0.01504 -0.00000 !x q
    0.4753563147  -0.01190  0.02256 -0.00000 !x q
    0.4838590326  -0.01586  0.03009 -0.00000 !x q
    0.4923617506  -0.01983  0.03761 -0.00000 !x q
    0.5008644685  -0.02379  0.04513 -0.00000 !x q
    0.5093671865  -0.02776  0.05265 -0.00000 !x q
    0.5178699044  -0.03172  0.06017 -0.00000 !x q
    0.5263726224  -0.03569  0.06769 -0.00000 !x q
    0.5348753403  -0.03965  0.07521 -0.00000 !x q
    0.5433780583  -0.04362  0.08274 -0.00000 !x q
    0.5518807762  -0.04758  0.09026 -0.00000 !x q
    0.5603834942  -0.05155  0.09778 -0.00000 !x q
    0.5688862121  -0.05551  0.10530 -0.00000 !x q
    0.5773889301  -0.05948  0.11282 -0.00000 !x q
    0.5858916480  -0.06345  0.12034 -0.00000 !x q
    0.5943943660  -0.06741  0.12786 -0.00000 !x q
    0.6028970839  -0.07138  0.13539 -0.00000 !x q
    0.6028970839  -0.12291  0.08417 -0.03509 !x q
    0.6139480432  -0.11776  0.08064 -0.04421 !x q
    0.6249990024  -0.11261  0.07711 -0.05332 !x q
    0.6360499616  -0.10745  0.07358 -0.06244 !x q
    0.6471009209  -0.10230  0.07005 -0.07156 !x q
    0.6581518801  -0.09715  0.06652 -0.08067 !x q
    0.6581518801  -0.09715  0.06652 -0.08067 !x q
    0.6670722921  -0.09107  0.06237 -0.07563 !x q
    0.6759927040  -0.08500  0.05821 -0.07059 !x q
    0.6849131160  -0.07893  0.05405 -0.06555 !x q
    0.6938335279  -0.07286  0.04989 -0.06051 !x q
    0.7027539399  -0.06679  0.04574 -0.05546 !x q
    0.7116743518  -0.06072  0.04158 -0.05042 !x q
    0.7205947638  -0.05464  0.03742 -0.04538 !x q
    0.7295151757  -0.04857  0.03326 -0.04034 !x q
    0.7384355877  -0.04250  0.02910 -0.03529 !x q
    0.7473559996  -0.03643  0.02495 -0.03025 !x q
    0.7562764116  -0.03036  0.02079 -0.02521 !x q
    0.7651968235  -0.02429  0.01663 -0.02017 !x q
    0.7741172355  -0.01821  0.01247 -0.01513 !x q
    0.7830376474  -0.01214  0.00832 -0.01008 !x q
    0.7919580594  -0.00607  0.00416 -0.00504 !x q
    0.8008784713   0.00000  0.00000  0.00000 !x q
