 q(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.10000000  0.10000000  0.00000000    0.0000D+00  0.379551678862516E+02 -0.000000000000000E+00    0.263468733163535E-01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.1100D-01  0.380638064055634E+02 -0.000000000000000E+00    0.262716762833745E-01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.3500D-01  0.391070388139494E+02 -0.000000000000000E+00    0.255708442860497E-01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.6300D-01  0.423222479145743E+02 -0.000000000000000E+00    0.236282345403405E-01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.9500D-01  0.515864084391091E+02  0.112795575760970E+01    0.193756875973743E-01 -0.423656522025602E-03
  0.10000000  0.10000000  0.00000000    0.1310D+00  0.635931557130556E+02  0.178741369871072E+02    0.145736390424404E-01 -0.409621472192101E-02
  0.10000000  0.10000000  0.00000000    0.1710D+00  0.522572572864901E+02  0.573712569507453E+02    0.867731812259117E-02 -0.952649782068144E-02
  0.10000000  0.10000000  0.00000000    0.2150D+00  0.146859924583670E+02  0.675111554429803E+02    0.307660920211911E-02 -0.141430987841227E-01
  0.10000000  0.10000000  0.00000000    0.2630D+00 -0.971846907038821E+01  0.403011462801494E+02   -0.565477341339376E-02 -0.234495627720487E-01
  0.10000000  0.10000000  0.00000000    0.3150D+00  0.285261515221356E+00  0.161745084881753E+02    0.109004878692626E-02 -0.618064562371225E-01
  0.10000000  0.10000000  0.00000000    0.3710D+00 -0.788042841313238E+01  0.465040238917448E+02   -0.354220275823955E-02 -0.209032647798776E-01
  0.10000000  0.10000000  0.00000000    0.4310D+00 -0.192878748587899E+02  0.629975720808429E+01   -0.468483131711819E-01 -0.153014782990592E-01
  0.10000000  0.10000000  0.00000000    0.4950D+00 -0.586708763556207E+01  0.853501964836008E+01   -0.546949486395150E-01 -0.795663010851864E-01
  0.10000000  0.10000000  0.00000000    0.5630D+00 -0.542930336472598E+01  0.109603616430501E+02   -0.362904700935551E-01 -0.732610888914170E-01
  0.10000000  0.10000000  0.00000000    0.6350D+00 -0.688317198504380E+01  0.821738951042651E+01   -0.599039121789046E-01 -0.715155426367440E-01
  0.10000000  0.10000000  0.00000000    0.7110D+00 -0.682087129471437E+01  0.590955102102388E+01   -0.837460522985316E-01 -0.725569428719490E-01
  0.10000000  0.10000000  0.00000000    0.7910D+00 -0.601565669260709E+01  0.342054374024148E+01   -0.125618650305070E+00 -0.714276279240881E-01
  0.10000000  0.10000000  0.00000000    0.8750D+00 -0.448075030441091E+01  0.197907545863536E+01   -0.186745682077526E+00 -0.824825690558857E-01
  0.10000000  0.10000000  0.00000000    0.9630D+00 -0.328960787170045E+01  0.178562741062793E+01   -0.234804521556706E+00 -0.127453911281621E+00
  0.10000000  0.10000000  0.00000000    0.1055D+01 -0.293091421571236E+01  0.166206044482177E+01   -0.258168843109746E+00 -0.146402177149295E+00
  0.10000000  0.10000000  0.00000000    0.1151D+01 -0.251185905792060E+01  0.756586100057286E+00   -0.364997198770568E+00 -0.109939212663574E+00
  0.10000000  0.10000000  0.00000000    0.1251D+01 -0.185269874877477E+01  0.526020181929787E+00   -0.499488784872633E+00 -0.141815382379001E+00
  0.10000000  0.10000000  0.00000000    0.1355D+01 -0.137266944737045E+01  0.273182673106609E+00   -0.700752644659115E+00 -0.139460728160899E+00
  0.10000000  0.10000000  0.00000000    0.1463D+01 -0.909812039337818E+00  0.147750445700836E+00   -0.107088599203958E+01 -0.173908319276352E+00
  0.10000000  0.10000000  0.00000000    0.1575D+01 -0.573558567551793E+00  0.172679624167617E+00   -0.159860160954366E+01 -0.481286377271000E+00
  0.10000000  0.10000000  0.00000000    0.1691D+01 -0.347938782349158E+00  0.133034553398022E+00   -0.250749361329283E+01 -0.958741335876870E+00
  0.10000000  0.10000000  0.00000000    0.1811D+01 -0.122512445120768E+00  0.944765187951585E-01   -0.511852403604011E+01 -0.394719354280881E+01
  0.10000000  0.10000000  0.00000000    0.1935D+01  0.511362476101132E-01  0.152844117073430E+00    0.196857773569781E+01 -0.588399696820219E+01
  0.10000000  0.10000000  0.00000000    0.2063D+01  0.100509029807066E+00  0.199675993195491E+00    0.201128409394297E+01 -0.399571212484357E+01
  0.10000000  0.10000000  0.00000000    0.2195D+01  0.166125948922765E+00  0.706901872653633E-01    0.509668010272474E+01 -0.216874770756474E+01
  0.10000000  0.10000000  0.00000000    0.2331D+01  0.316557891607531E+00  0.255875793395004E-01    0.313847433129897E+01 -0.253684912258202E+00
  0.10000000  0.10000000  0.00000000    0.2471D+01  0.433577142169237E+00  0.570578087419820E-01    0.226713247576325E+01 -0.298349702079876E+00
  0.10000000  0.10000000  0.00000000    0.2615D+01  0.500215300731153E+00  0.785851545016411E-01    0.195098639285182E+01 -0.306505152658780E+00
  0.10000000  0.10000000  0.00000000    0.2763D+01  0.541429200149783E+00  0.922726446351361E-01    0.179483366610548E+01 -0.305883112705988E+00
  0.10000000  0.10000000  0.00000000    0.2915D+01  0.575232236849352E+00  0.802579680338547E-01    0.170523322425428E+01 -0.237918782772095E+00
  0.10000000  0.10000000  0.00000000    0.3071D+01  0.623978419419492E+00  0.637423623891407E-01    0.158606796676113E+01 -0.162024384120771E+00
  0.10000000  0.10000000  0.00000000    0.3231D+01  0.654884282884407E+00  0.859500940584559E-01    0.150113010125984E+01 -0.197015376256994E+00
  0.10000000  0.10000000  0.00000000    0.3395D+01  0.681694900860642E+00  0.565225726061053E-01    0.145691581590354E+01 -0.120799832713176E+00
  0.10000000  0.10000000  0.00000000    0.3563D+01  0.715167616252189E+00  0.677176145902339E-01    0.138584840482705E+01 -0.131222871430291E+00
  0.10000000  0.10000000  0.00000000    0.3735D+01  0.740080243249739E+00  0.566114027280944E-01    0.134334455797372E+01 -0.102757262428882E+00
  0.10000000  0.10000000  0.00000000    0.3911D+01  0.766313408122578E+00  0.655501953088849E-01    0.129547011000766E+01 -0.110814084456476E+00
  0.10000000  0.10000000  0.00000000    0.4091D+01  0.772730443187543E+00  0.761668185999169E-01    0.128166006989522E+01 -0.126331207617213E+00
  0.10000000  0.10000000  0.00000000    0.4275D+01  0.779824958627052E+00  0.578526615022727E-01    0.127532011266371E+01 -0.946118253445890E-01
  0.10000000  0.10000000  0.00000000    0.4463D+01  0.795538117937626E+00  0.518333279116025E-01    0.125169711173961E+01 -0.815543911421879E-01
  0.10000000  0.10000000  0.00000000    0.4655D+01  0.825074107941496E+00  0.341589100825055E-01    0.120993845136050E+01 -0.500926866660564E-01
  0.10000000  0.10000000  0.00000000    0.4851D+01  0.837841155235329E+00  0.740195582531541E-01    0.118430026811096E+01 -0.104627687643302E+00
  0.10000000  0.10000000  0.00000000    0.5051D+01  0.819089815987484E+00  0.701121538816670E-01    0.121198715784660E+01 -0.103743238476357E+00
  0.10000000  0.10000000  0.00000000    0.5255D+01  0.816097933204364E+00  0.440198385087827E-01    0.122178839108676E+01 -0.659025412016040E-01
  0.10000000  0.10000000  0.00000000    0.5463D+01  0.829689007113738E+00  0.252171700762671E-01    0.120415851949942E+01 -0.365986169813629E-01
  0.10000000  0.10000000  0.00000000    0.5675D+01  0.846078974058670E+00  0.163095010362820E-01    0.118148374147331E+01 -0.227749546989370E-01
  0.10000000  0.10000000  0.00000000    0.5891D+01  0.865603787251944E+00  0.836988869932470E-02    0.115515496320180E+01 -0.111696813425072E-01
  0.10000000  0.10000000  0.00000000    0.6111D+01  0.873322168690224E+00  0.228001813262297E-01    0.114427287333804E+01 -0.298740028985197E-01
  0.10000000  0.10000000  0.00000000    0.6335D+01  0.874447051480250E+00  0.893858570561419E-02    0.114346033899026E+01 -0.116884358220813E-01
  0.10000000  0.10000000  0.00000000    0.6563D+01  0.888862654042417E+00  0.788235240976717E-03    0.112503231973445E+01 -0.997668332244007E-03
  0.10000000  0.10000000  0.00000000    0.6795D+01  0.897904804934010E+00  0.728670165190466E-02    0.111363046720193E+01 -0.903736445153343E-02
  0.10000000  0.10000000  0.00000000    0.7031D+01  0.903593544356009E+00  0.105573285124078E-03    0.110669226511770E+01 -0.129302758723396E-03
  0.10000000  0.10000000  0.00000000    0.7271D+01  0.912956780372161E+00 -0.000000000000000E+00    0.109534210326184E+01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.7515D+01  0.919874780182004E+00 -0.000000000000000E+00    0.108710448589768E+01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.7763D+01  0.925919493901868E+00 -0.000000000000000E+00    0.108000750236498E+01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.8015D+01  0.931375320977153E+00  0.244235947849184E-03    0.107368094119726E+01 -0.281552964153908E-03
  0.10000000  0.10000000  0.00000000    0.8271D+01  0.935750755710893E+00  0.103045223535031E-02    0.106865934251058E+01 -0.117681166870278E-02
  0.10000000  0.10000000  0.00000000    0.8531D+01  0.939423909185416E+00  0.751742631217119E-03    0.106448148687303E+01 -0.851815784119987E-03
  0.10000000  0.10000000  0.00000000    0.8795D+01  0.943300438124643E+00  0.356712689011826E-03    0.106010748705658E+01 -0.400883723855067E-03
  0.10000000  0.10000000  0.00000000    0.9063D+01  0.946970928195016E+00  0.558157982032993E-03    0.105599826015487E+01 -0.622420224707273E-03
  0.10000000  0.10000000  0.00000000    0.9335D+01  0.949750989818245E+00  0.967011197593835E-03    0.105290647132188E+01 -0.107204136526578E-02
  0.10000000  0.10000000  0.00000000    0.9611D+01  0.952446162424072E+00  0.152756637134132E-03    0.104992808384259E+01 -0.168391127654171E-03
  0.10000000  0.10000000  0.00000000    0.9891D+01  0.955458512933104E+00 -0.000000000000000E+00    0.104661791847996E+01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.1018D+02  0.958134258588033E+00 -0.000000000000000E+00    0.104369506782240E+01  0.000000000000000E+00
  0.10000000  0.10000000  0.00000000    0.1046D+02  0.960546680648270E+00 -0.000000000000000E+00    0.104107381780249E+01  0.000000000000000E+00
