 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.10000000  0.00000000  0.00000000    0.1698D+00  0.561765391943532E+02  0.128121016266992E+03    0.287042654807644E-02 -0.654654009900763E-02
  0.10000000  0.00000000  0.00000000    0.1881D+00  0.243314366142914E+02  0.119073816354914E+03    0.164728913437358E-02 -0.806154634349186E-02
  0.10000000  0.00000000  0.00000000    0.2080D+00 -0.156314072404861E+00  0.105507100759854E+03   -0.140421544697209E-04 -0.947801425507614E-02
  0.10000000  0.00000000  0.00000000    0.2294D+00 -0.185047859047918E+02  0.863910622938086E+02   -0.237063267962192E-02 -0.110674868952644E-01
  0.10000000  0.00000000  0.00000000    0.2527D+00 -0.288352460084048E+02  0.608772758858028E+02   -0.635485536173396E-02 -0.134164377497556E-01
  0.10000000  0.00000000  0.00000000    0.2779D+00 -0.260125464982995E+02  0.293067706525530E+02   -0.169403317252960E-01 -0.190856522518421E-01
  0.10000000  0.00000000  0.00000000    0.3053D+00 -0.104704803898440E+02  0.117465505019338E+02   -0.422857661383461E-01 -0.474392643855043E-01
  0.10000000  0.00000000  0.00000000    0.3348D+00 -0.241726804063124E+01  0.354263752723280E+02   -0.191714105716629E-02 -0.280967428516635E-01
  0.10000000  0.00000000  0.00000000    0.3669D+00 -0.126303847520309E+02  0.473562469943033E+02   -0.525797031693602E-02 -0.197141849520855E-01
  0.10000000  0.00000000  0.00000000    0.4016D+00 -0.187457699731397E+02  0.197867731532544E+02   -0.252325456503528E-01 -0.266337769842508E-01
  0.10000000  0.00000000  0.00000000    0.4392D+00 -0.134380955356742E+02  0.127966530884302E+02   -0.390260285958885E-01 -0.371631938495285E-01
  0.10000000  0.00000000  0.00000000    0.4800D+00 -0.921716205173337E+01  0.146159893701273E+02   -0.308696583944432E-01 -0.489511409716175E-01
  0.10000000  0.00000000  0.00000000    0.5241D+00 -0.893563161043848E+01  0.169011516886589E+02   -0.244480643639913E-01 -0.462418844379415E-01
  0.10000000  0.00000000  0.00000000    0.5719D+00 -0.119643316477205E+02  0.180624682022934E+02   -0.254886725540891E-01 -0.384800715228097E-01
  0.10000000  0.00000000  0.00000000    0.6237D+00 -0.125807266967880E+02  0.667822018362725E+01   -0.620127248690466E-01 -0.329181803915924E-01
  0.10000000  0.00000000  0.00000000    0.6798D+00 -0.987735598816923E+01  0.528576491521091E+01   -0.787031086278411E-01 -0.421171547123900E-01
  0.10000000  0.00000000  0.00000000    0.7406D+00 -0.800066690702631E+01  0.412695680972312E+01   -0.987219358746619E-01 -0.509234005441698E-01
  0.10000000  0.00000000  0.00000000    0.8065D+00 -0.657216623290441E+01  0.322068456163834E+01   -0.122692461429303E+00 -0.601253380318314E-01
  0.10000000  0.00000000  0.00000000    0.8778D+00 -0.549204643325128E+01  0.278391040461963E+01   -0.144860216195281E+00 -0.734294343616378E-01
  0.10000000  0.00000000  0.00000000    0.9551D+00 -0.464441155828882E+01  0.211838309512517E+01   -0.178232893012357E+00 -0.812945930424262E-01
  0.10000000  0.00000000  0.00000000    0.1039D+01 -0.402819192305516E+01  0.194380219626019E+01   -0.201362304733940E+00 -0.971672893601814E-01
  0.10000000  0.00000000  0.00000000    0.1129D+01 -0.349563069269865E+01  0.110441935784704E+01   -0.260107515347978E+00 -0.821790973719907E-01
  0.10000000  0.00000000  0.00000000    0.1228D+01 -0.276756265955899E+01  0.451426905309198E+00   -0.351964393202547E+00 -0.574101533902665E-01
  0.10000000  0.00000000  0.00000000    0.1334D+01 -0.205981879105795E+01  0.306212462639081E+00   -0.474982594052737E+00 -0.706108665805912E-01
  0.10000000  0.00000000  0.00000000    0.1449D+01 -0.150088453369753E+01  0.183717977693924E+00   -0.656438133950810E+00 -0.803522747706055E-01
  0.10000000  0.00000000  0.00000000    0.1574D+01 -0.104783525697309E+01  0.140541391467075E+00   -0.937483503360644E+00 -0.125740411159993E+00
  0.10000000  0.00000000  0.00000000    0.1710D+01 -0.678995916523268E+00  0.104470864794556E+00   -0.143870424543171E+01 -0.221360207103248E+00
  0.10000000  0.00000000  0.00000000    0.1856D+01 -0.375181118870190E+00  0.106462562283597E+00   -0.246675269414834E+01 -0.699973423848823E+00
  0.10000000  0.00000000  0.00000000    0.2015D+01 -0.191675320210907E+00  0.237671967255817E+00   -0.205599787017808E+01 -0.254937911642099E+01
  0.10000000  0.00000000  0.00000000    0.2187D+01 -0.404507066108621E-01  0.594747956802028E-01   -0.781881138674690E+01 -0.114960219153241E+02
  0.10000000  0.00000000  0.00000000    0.2373D+01  0.160214334494863E+00  0.185207467881128E-01    0.615932968858017E+01 -0.712017347925609E+00
  0.10000000  0.00000000  0.00000000    0.2575D+01  0.313143030876843E+00  0.839703329401218E-01    0.297920557728552E+01 -0.798883767335448E+00
  0.10000000  0.00000000  0.00000000    0.2794D+01  0.408191430881256E+00  0.930492309795138E-01    0.232881759775228E+01 -0.530865349364587E+00
  0.10000000  0.00000000  0.00000000    0.3030D+01  0.498053395667794E+00  0.547504703442484E-01    0.198384335918844E+01 -0.218081751775323E+00
  0.10000000  0.00000000  0.00000000    0.3287D+01  0.569419921204953E+00  0.961360852692882E-01    0.170750234858267E+01 -0.288280380204278E+00
  0.10000000  0.00000000  0.00000000    0.3565D+01  0.626185348156382E+00  0.531338590815643E-01    0.158555513972611E+01 -0.134539499540027E+00
  0.10000000  0.00000000  0.00000000    0.3866D+01  0.684865686159107E+00  0.611191401577660E-01    0.144860331054973E+01 -0.129277010893963E+00
  0.10000000  0.00000000  0.00000000    0.4192D+01  0.720863615749303E+00  0.767493341787947E-01    0.137167623948178E+01 -0.146040437870721E+00
  0.10000000  0.00000000  0.00000000    0.4545D+01  0.756405181828028E+00  0.380660140797216E-01    0.131870302634126E+01 -0.663635960906078E-01
  0.10000000  0.00000000  0.00000000    0.4928D+01  0.784118455141276E+00  0.695049728654257E-01    0.126537519575580E+01 -0.112164007961965E+00
  0.10000000  0.00000000  0.00000000    0.5343D+01  0.798893565462253E+00  0.407879200880158E-01    0.124847683702017E+01 -0.637416242433405E-01
  0.10000000  0.00000000  0.00000000    0.5792D+01  0.825165791763296E+00  0.156843819078057E-01    0.121143999595796E+01 -0.230265090296493E-01
  0.10000000  0.00000000  0.00000000    0.6279D+01  0.851869408832957E+00  0.132382219990217E-01    0.117360542600517E+01 -0.182380644352490E-01
  0.10000000  0.00000000  0.00000000    0.6806D+01  0.874212485481298E+00  0.384235991000580E-02    0.114386456266006E+01 -0.502754125688514E-02
  0.10000000  0.00000000  0.00000000    0.7377D+01  0.895340492052846E+00 -0.222646044944852E-18    0.111689352696111E+01  0.277740064935788E-18
  0.10000000  0.00000000  0.00000000    0.7995D+01  0.912977696653973E+00  0.357289226619909E-03    0.109531684127016E+01 -0.428646733162750E-03
  0.10000000  0.00000000  0.00000000    0.8665D+01  0.926825123487858E+00  0.637832940247203E-03    0.107895168252431E+01 -0.742525107065857E-03
  0.10000000  0.00000000  0.00000000    0.9391D+01  0.937982613087496E+00  0.706661041665247E-03    0.106611723763335E+01 -0.803195610634397E-03
  0.10000000  0.00000000  0.00000000    0.1018D+02  0.947431563814150E+00 -0.114060242265277E-18    0.105548520673538E+01  0.127068701303337E-18
  0.10000000  0.00000000  0.00000000    0.1103D+02  0.955559088852928E+00 -0.963198136815111E-19    0.104650775830139E+01  0.105487387929979E-18
  0.10000000  0.00000000  0.00000000    0.1195D+02  0.962353114820858E+00 -0.815590404285770E-19    0.103911961690502E+01  0.880649706849651E-19
