 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.10000000  0.00000000  0.00000000    0.0000D+00  0.642495160215656E+02  0.245994407299691E-15    0.155643195765762E-01 -0.595916639742112E-19
  0.10000000  0.00000000  0.00000000    0.2082D-02  0.642579269924517E+02  0.246073338943432E-15    0.155622823020336E-01 -0.595951806551670E-19
  0.10000000  0.00000000  0.00000000    0.6420D-02  0.643296113042563E+02  0.246746906903431E-15    0.155449408091455E-01 -0.596252019075978E-19
  0.10000000  0.00000000  0.00000000    0.1112D-01  0.644906845326986E+02  0.248266001275457E-15    0.155061154528911E-01 -0.596929821213629E-19
  0.10000000  0.00000000  0.00000000    0.1621D-01  0.647653679782718E+02  0.250874516702054E-15    0.154403507803042E-01 -0.598095967125296E-19
  0.10000000  0.00000000  0.00000000    0.2172D-01  0.651852052827278E+02  0.254905519243674E-15    0.153409043610847E-01 -0.599903179696822E-19
  0.10000000  0.00000000  0.00000000    0.2770D-01  0.657922476483510E+02  0.260829093338901E-15    0.151993591303468E-01 -0.602568722456476E-19
  0.10000000  0.00000000  0.00000000    0.3417D-01  0.666442424258710E+02  0.269335573518617E-15    0.150050471518573E-01 -0.606412922288770E-19
  0.10000000  0.00000000  0.00000000    0.4118D-01  0.678236180180430E+02  0.281489744673110E-15    0.147441264447729E-01 -0.611928485924042E-19
  0.10000000  0.00000000  0.00000000    0.4877D-01  0.694544284977652E+02  0.299041166892140E-15    0.143979300043075E-01 -0.619913500470023E-19
  0.10000000  0.00000000  0.00000000    0.5700D-01  0.717389117895782E+02  0.325124323119977E-15    0.139394364237523E-01 -0.631742205016945E-19
  0.10000000  0.00000000  0.00000000    0.6591D-01  0.750513753452162E+02  0.366110460156451E-15    0.133242061907629E-01 -0.649972267301106E-19
  0.10000000  0.00000000  0.00000000    0.7556D-01  0.800906756362374E+02  0.111868431378668E+00    0.124858236128888E-01 -0.174398516549988E-04
  0.10000000  0.00000000  0.00000000    0.8602D-01  0.872081943022248E+02  0.241841888692251E+01    0.114580007049481E-01 -0.317748183332252E-03
  0.10000000  0.00000000  0.00000000    0.9735D-01  0.955637385346765E+02  0.930953850662409E+01    0.103658474074641E-01 -0.100981038491456E-02
  0.10000000  0.00000000  0.00000000    0.1096D+00  0.103471741004728E+03  0.219904107011960E+02    0.924682144392657E-02 -0.196518778226878E-02
  0.10000000  0.00000000  0.00000000    0.1229D+00  0.108510643145546E+03  0.418482469690937E+02    0.802247251526115E-02 -0.309394914074098E-02
  0.10000000  0.00000000  0.00000000    0.1373D+00  0.106344529804432E+03  0.705428229221837E+02    0.653003368555361E-02 -0.433164743690187E-02
  0.10000000  0.00000000  0.00000000    0.1529D+00  0.885106878214774E+02  0.110010866135783E+03    0.443962297372874E-02 -0.551805415455944E-02
