   1   0   0.0000   0.0000   0.0000    0.00000  0.00000E+00   0.00000E+00  0.00000E+00
   1   1   0.0000   0.0000   0.0000    0.00000  0.10411E-02   0.00000E+00  0.00000E+00
   1   2   0.0000   0.0000   0.0000    0.00000  0.32100E-02   0.00000E+00  0.00000E+00
   1   3   0.0000   0.0000   0.0000    0.00000  0.55595E-02   0.00000E+00  0.00000E+00
   1   4   0.0000   0.0000   0.0000    0.00000  0.81047E-02   0.00000E+00  0.00000E+00
   1   5   0.0000   0.0000   0.0000    0.00000  0.10862E-01   0.00000E+00  0.00000E+00
   1   6   0.0000   0.0000   0.0000    0.00000  0.13849E-01   0.00000E+00  0.00000E+00
   1   7   0.0000   0.0000   0.0000    0.00000  0.17084E-01   0.00000E+00  0.00000E+00
   1   8   0.0000   0.0000   0.0000    0.00000  0.20589E-01   0.00000E+00  0.00000E+00
   1   9   0.0000   0.0000   0.0000    0.00000  0.24386E-01   0.00000E+00  0.00000E+00
   1  10   0.0000   0.0000   0.0000    0.00000  0.28500E-01   0.00000E+00  0.00000E+00
   1  11   0.0000   0.0000   0.0000    0.00000  0.32956E-01   0.00000E+00  0.00000E+00
   1  12   0.0000   0.0000   0.0000    0.00000  0.37782E-01   0.00000E+00  0.00000E+00
   1  13   0.0000   0.0000   0.0000    0.00000  0.43011E-01   0.00000E+00  0.00000E+00
   1  14   0.0000   0.0000   0.0000    0.00000  0.48676E-01   0.00000E+00  0.00000E+00
   1  15   0.0000   0.0000   0.0000    0.00000  0.54812E-01   0.00000E+00  0.00000E+00
   1  16   0.0000   0.0000   0.0000    0.00000  0.61459E-01   0.00000E+00  0.00000E+00
   1  17   0.0000   0.0000   0.0000    0.00000  0.68660E-01   0.00000E+00  0.00000E+00
   1  18   0.0000   0.0000   0.0000    0.00000  0.76461E-01   0.00000E+00  0.00000E+00
   1  19   0.0000   0.0000   0.0000    0.00000  0.84912E-01   0.00000E+00  0.00000E+00
   1  20   0.0000   0.0000   0.0000    0.00000  0.94066E-01   0.00000E+00  0.00000E+00
   1  21   0.0000   0.0000   0.0000    0.00000  0.10398E+00   0.00000E+00  0.00000E+00
   1  22   0.0000   0.0000   0.0000    0.00000  0.11472E+00   0.00000E+00  0.00000E+00
   1  23   0.0000   0.0000   0.0000    0.00000  0.12636E+00   0.00000E+00  0.00000E+00
   1  24   0.0000   0.0000   0.0000    0.00000  0.13897E+00   0.00000E+00  0.00000E+00
   1  25   0.0000   0.0000   0.0000    0.00000  0.15263E+00   0.00000E+00  0.00000E+00
   1  26   0.0000   0.0000   0.0000    0.00000  0.16742E+00   0.00000E+00  0.00000E+00
   1  27   0.0000   0.0000   0.0000    0.00000  0.18345E+00   0.00000E+00  0.00000E+00
   1  28   0.0000   0.0000   0.0000    0.00000  0.20081E+00   0.00000E+00  0.00000E+00
   1  29   0.0000   0.0000   0.0000    0.00000  0.21961E+00   0.00000E+00  0.00000E+00
   1  30   0.0000   0.0000   0.0000    0.00000  0.23999E+00   0.00000E+00  0.00000E+00
   1  31   0.0000   0.0000   0.0000    0.00000  0.26206E+00   0.00000E+00  0.00000E+00
   1  32   0.0000   0.0000   0.0000    0.00000  0.28596E+00   0.00000E+00  0.00000E+00
   1  33   0.0000   0.0000   0.0000    0.00000  0.31186E+00   0.00000E+00  0.00000E+00
   1  34   0.0000   0.0000   0.0000    0.00000  0.33992E+00   0.00000E+00  0.00000E+00
   1  35   0.0000   0.0000   0.0000    0.00000  0.37031E+00   0.00000E+00  0.00000E+00
