 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.10000000  0.00000000    0.7406D+00 -0.655793403895053E+01  0.528647642215022E+01   -0.924260196191844E-01 -0.745063873177054E-01
  0.10000000  0.10000000  0.00000000    0.8065D+00 -0.588726027426443E+01  0.291418484736631E+01   -0.136429792575237E+00 -0.675325390300937E-01
  0.10000000  0.10000000  0.00000000    0.8778D+00 -0.421265009692787E+01  0.162838368133805E+01   -0.206522153766247E+00 -0.798303436767733E-01
  0.10000000  0.10000000  0.00000000    0.9551D+00 -0.294064765195218E+01  0.160163987350553E+01   -0.262261402837394E+00 -0.142842111596407E+00
  0.10000000  0.10000000  0.00000000    0.1039D+01 -0.246703770707977E+01  0.173011942050068E+01   -0.271712509108933E+00 -0.190550427118840E+00
  0.10000000  0.10000000  0.00000000    0.1129D+01 -0.228948618567016E+01  0.118454197162255E+01   -0.344548567491122E+00 -0.178263682921586E+00
  0.10000000  0.10000000  0.00000000    0.1228D+01 -0.181657900702514E+01  0.818329749928532E+00   -0.457620047862461E+00 -0.206147983589677E+00
  0.10000000  0.10000000  0.00000000    0.1334D+01 -0.146070326644297E+01  0.519879746051117E+00   -0.607631621733535E+00 -0.216262522619471E+00
  0.10000000  0.10000000  0.00000000    0.1449D+01 -0.975756811364995E+00  0.270982743573995E+00   -0.951463101854011E+00 -0.264236005064769E+00
  0.10000000  0.10000000  0.00000000    0.1574D+01 -0.596701102240901E+00  0.244095624652598E+00   -0.143563769988835E+01 -0.587283783812401E+00
  0.10000000  0.10000000  0.00000000    0.1710D+01 -0.338591263158839E+00  0.142142547379505E+00   -0.251090033990792E+01 -0.105409031290671E+01
  0.10000000  0.10000000  0.00000000    0.1856D+01 -0.615086861363052E-01  0.119805829740658E+00   -0.339138313798505E+01 -0.660569256697152E+01
  0.10000000  0.10000000  0.00000000    0.2015D+01  0.126490818580987E+00  0.186219097357860E+00    0.249599664512617E+01 -0.367459272916356E+01
  0.10000000  0.10000000  0.00000000    0.2187D+01  0.196704463136989E+00  0.117045826153355E+00    0.375444856740085E+01 -0.223402421741532E+01
  0.10000000  0.10000000  0.00000000    0.2373D+01  0.331329583083393E+00  0.608885781461019E-01    0.291954519155143E+01 -0.536526059316933E+00
  0.10000000  0.10000000  0.00000000    0.2575D+01  0.476975870882043E+00  0.829087140170709E-01    0.203505505629548E+01 -0.353736547216497E+00
  0.10000000  0.10000000  0.00000000    0.2794D+01  0.550347589413457E+00  0.101304044951934E+00    0.175748495697988E+01 -0.323505251061402E+00
  0.10000000  0.10000000  0.00000000    0.3030D+01  0.595576588842392E+00  0.668452203448815E-01    0.165815744846113E+01 -0.186105199709625E+00
  0.10000000  0.10000000  0.00000000    0.3287D+01  0.667989398822806E+00  0.672354661725926E-01    0.148201526312135E+01 -0.149170012677542E+00
  0.10000000  0.10000000  0.00000000    0.3565D+01  0.715024692966749E+00  0.543636113557073E-01    0.139051505776468E+01 -0.105721412040931E+00
  0.10000000  0.10000000  0.00000000    0.3866D+01  0.762917639126751E+00  0.616281021467730E-01    0.130225980625804E+01 -0.105195890415602E+00
  0.10000000  0.10000000  0.00000000    0.4192D+01  0.790403616562612E+00  0.633438769464114E-01    0.125710252005620E+01 -0.100745676855283E+00
  0.10000000  0.10000000  0.00000000    0.4545D+01  0.814463131580847E+00  0.446565810842858E-01    0.122412261677354E+01 -0.671179931582076E-01
  0.10000000  0.10000000  0.00000000    0.4928D+01  0.843430671484613E+00  0.730851727161615E-01    0.117679778401710E+01 -0.101972185983581E+00
  0.10000000  0.10000000  0.00000000    0.5343D+01  0.830093307650386E+00  0.483693949163972E-01    0.120060733825203E+01 -0.699591840437965E-01
  0.10000000  0.10000000  0.00000000    0.5792D+01  0.850063933865061E+00  0.185593291927346E-01    0.117582162163906E+01 -0.256715520781034E-01
  0.10000000  0.10000000  0.00000000    0.6279D+01  0.876356457369698E+00  0.168573676147812E-01    0.114066612352015E+01 -0.219415604326343E-01
  0.10000000  0.10000000  0.00000000    0.6806D+01  0.893354607032243E+00  0.443295630880970E-02    0.111934876681473E+01 -0.555437240548158E-02
  0.10000000  0.10000000  0.00000000    0.7377D+01  0.913812529134215E+00 -0.572200705737095E-16    0.109431635933843E+01  0.685226535147596E-16
  0.10000000  0.10000000  0.00000000    0.7995D+01  0.929638215269157E+00  0.388833174869403E-03    0.107568708840853E+01 -0.449919999933321E-03
  0.10000000  0.10000000  0.00000000    0.8665D+01  0.941105908906953E+00  0.610124919158389E-03    0.106257921689231E+01 -0.688876833807984E-03
  0.10000000  0.10000000  0.00000000    0.9391D+01  0.950108895817838E+00  0.606166858488501E-03    0.105251050417636E+01 -0.671498802559423E-03
  0.10000000  0.10000000  0.00000000    0.1018D+02  0.957805915607373E+00  0.119761855829083E-15    0.104405285424226E+01 -0.130545975306923E-15
  0.10000000  0.10000000  0.00000000    0.1103D+02  0.964498239017355E+00  0.494164380267559E-16    0.103680852856591E+01 -0.531212835076701E-16
  0.10000000  0.10000000  0.00000000    0.1195D+02  0.969978874707303E+00  0.314871199038684E-16    0.103095028775937E+01 -0.334663528990796E-16
