 q(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.01000000    0.0000D+00  0.869366740100902E+03  0.100966519885858E-14    0.115026254614242E-02 -0.133589198760429E-20
  0.00000000  0.00000000  0.01000000    0.2082D-02  0.869675823581507E+03  0.100960492422786E-14    0.114985374191706E-02 -0.133486290926253E-20
  0.00000000  0.00000000  0.01000000    0.6420D-02  0.872334047572664E+03  0.100912201195818E-14    0.114634984474420E-02 -0.132610536635033E-20
  0.00000000  0.00000000  0.01000000    0.1112D-01  0.878482949368809E+03  0.100829757285655E-14    0.113832602069113E-02 -0.130653800919755E-20
  0.00000000  0.00000000  0.01000000    0.1621D-01  0.889852627925640E+03  0.745031709488779E-04    0.112378158879086E-02 -0.940889414622072E-10
  0.00000000  0.00000000  0.01000000    0.2172D-01  0.909379449597489E+03  0.144727528199608E+01    0.109964819150485E-02 -0.175008754284154E-05
  0.00000000  0.00000000  0.01000000    0.2770D-01  0.937951591663281E+03  0.100743835522932E+02    0.106603011994673E-02 -0.114500539282585E-04
  0.00000000  0.00000000  0.01000000    0.3417D-01  0.973817970221310E+03  0.289433418677654E+02    0.102597964092400E-02 -0.304936655562868E-04
  0.00000000  0.00000000  0.01000000    0.4118D-01  0.101543273420241E+04  0.605595640405663E+02    0.981311456888929E-03 -0.585245994299022E-04
  0.00000000  0.00000000  0.01000000    0.4877D-01  0.106113401418711E+04  0.107923841842580E+03    0.932739648412761E-03 -0.948653468362501E-04
  0.00000000  0.00000000  0.01000000    0.5700D-01  0.110854444874059E+04  0.174623350779058E+03    0.880241417397814E-03 -0.138659939143751E-03
  0.00000000  0.00000000  0.01000000    0.6591D-01  0.115407878475213E+04  0.264938867145591E+03    0.823112937601310E-03 -0.188959897800918E-03
  0.00000000  0.00000000  0.01000000    0.7556D-01  0.119222410660498E+04  0.383971044248856E+03    0.759943730994805E-03 -0.244749612378982E-03
  0.00000000  0.00000000  0.01000000    0.8602D-01  0.121431035279921E+04  0.537789092728727E+03    0.688475592861785E-03 -0.304909419241552E-03
  0.00000000  0.00000000  0.01000000    0.9735D-01  0.120610346045307E+04  0.733605793464412E+03    0.605211421883444E-03 -0.368116517299226E-03
  0.00000000  0.00000000  0.01000000    0.1096D+00  0.114200721641308E+04  0.979983456607102E+03    0.504298070689644E-03 -0.432750125718969E-03
  0.00000000  0.00000000  0.01000000    0.1229D+00  0.958735542648839E+03  0.128707624449208E+04    0.372217645294797E-03 -0.499692008618047E-03
  0.00000000  0.00000000  0.01000000    0.1373D+00  0.507924100921822E+03  0.159515382453786E+04    0.181239474311066E-03 -0.569189058128642E-03
  0.00000000  0.00000000  0.01000000    0.1529D+00 -0.126086632797196E+00  0.140279397367466E+04   -0.640739149340335E-07 -0.712863050945111E-03
  0.00000000  0.00000000  0.01000000    0.1698D+00 -0.275809793147219E+03  0.110799953824864E+04   -0.211553728889102E-03 -0.849866247493203E-03
  0.00000000  0.00000000  0.01000000    0.1881D+00 -0.402503133415691E+03  0.830643701512380E+03   -0.472433866099912E-03 -0.974959404481834E-03
  0.00000000  0.00000000  0.01000000    0.2080D+00 -0.438230075963959E+03  0.579464796457733E+03   -0.830256305795013E-03 -0.109783496759548E-02
  0.00000000  0.00000000  0.01000000    0.2294D+00 -0.403312508738924E+03  0.365193133156976E+03   -0.136241796526244E-02 -0.123364803873618E-02
  0.00000000  0.00000000  0.01000000    0.2527D+00 -0.312001437034830E+03  0.201060363050809E+03   -0.226465166886045E-02 -0.145938971003481E-02
  0.00000000  0.00000000  0.01000000    0.2779D+00 -0.181721064489013E+03  0.106874386626009E+03   -0.408870229967483E-02 -0.240466096543541E-02
  0.00000000  0.00000000  0.01000000    0.3053D+00 -0.661174367840252E+02  0.114837448600043E+03   -0.376541106925836E-02 -0.654003272293319E-02
  0.00000000  0.00000000  0.01000000    0.3348D+00 -0.126791387126881E+02  0.160828739267761E+03   -0.487159955980139E-03 -0.617938830999766E-02
  0.00000000  0.00000000  0.01000000    0.3669D+00 -0.491696690510424E+01  0.190684737809106E+03   -0.135137769514108E-03 -0.524077355923525E-02
  0.00000000  0.00000000  0.01000000    0.4016D+00 -0.272796427092655E+01  0.197727250064450E+03   -0.697626495873583E-04 -0.505650935649280E-02
  0.00000000  0.00000000  0.01000000    0.4392D+00 -0.204501223682078E+01  0.225658156336562E+03   -0.401567145774333E-04 -0.443111782556599E-02
  0.00000000  0.00000000  0.01000000    0.4800D+00 -0.306885134699137E+02  0.270447942285796E+03   -0.414240126356598E-03 -0.365056423782736E-02
