 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.00000000  0.00000000  0.01000000    0.2080D+00 -0.362516070390901E+03  0.679875516300039E+03   -0.610657649685913E-03 -0.114524904900105E-02
  0.00000000  0.00000000  0.01000000    0.2294D+00 -0.385719135094775E+03  0.453062684664996E+03   -0.108946343950297E-02 -0.127967525029396E-02
  0.00000000  0.00000000  0.01000000    0.2527D+00 -0.331321746520771E+03  0.256714681151379E+03   -0.188597618437237E-02 -0.146129187086093E-02
  0.00000000  0.00000000  0.01000000    0.2779D+00 -0.207318932181051E+03  0.122974385189492E+03   -0.356807631919859E-02 -0.211645886386992E-02
  0.00000000  0.00000000  0.01000000    0.3053D+00 -0.811023888550229E+02  0.115815263515694E+03   -0.405699118813305E-02 -0.579343605247429E-02
  0.00000000  0.00000000  0.01000000    0.3348D+00 -0.130494218704293E+02  0.148798015036097E+03   -0.584883775839833E-03 -0.666922609567848E-02
  0.00000000  0.00000000  0.01000000    0.3669D+00  0.115657479365445E+02  0.187558476841709E+03    0.327530718142564E-03 -0.531147340844128E-02
  0.00000000  0.00000000  0.01000000    0.4016D+00 -0.394122991604263E-01  0.204321684368380E+03   -0.944067037313161E-06 -0.489424294774903E-02
  0.00000000  0.00000000  0.01000000    0.4392D+00  0.240353952221809E+01  0.226979565606464E+03    0.466475728066510E-04 -0.440518897832744E-02
  0.00000000  0.00000000  0.01000000    0.4800D+00 -0.228813120257672E+02  0.273934614867290E+03   -0.302808142657567E-03 -0.362521309285798E-02
  0.00000000  0.00000000  0.01000000    0.5241D+00 -0.133334434502510E+03  0.336889751236186E+03   -0.101570514964815E-02 -0.256633371920016E-02
  0.00000000  0.00000000  0.01000000    0.5719D+00 -0.265505264766083E+03  0.204261321956275E+03   -0.236602530713867E-02 -0.182025564519006E-02
  0.00000000  0.00000000  0.01000000    0.6237D+00 -0.227681795652970E+03  0.535567918528530E+01   -0.438966579677566E-02 -0.103256572053672E-03
  0.00000000  0.00000000  0.01000000    0.6798D+00 -0.131565880456841E+03  0.495697534290792E+01   -0.758998055540310E-02 -0.285965831989591E-03
  0.00000000  0.00000000  0.01000000    0.7406D+00 -0.959868422032614E+02  0.402647180262355E+01   -0.103997945920901E-01 -0.436252289552921E-03
  0.00000000  0.00000000  0.01000000    0.8065D+00 -0.740608781242280E+02  0.322173189118979E+01   -0.134769023968134E-01 -0.586260483887809E-03
  0.00000000  0.00000000  0.01000000    0.8778D+00 -0.586612384052627E+02  0.244249325957209E+01   -0.170175292248214E-01 -0.708563295903220E-03
  0.00000000  0.00000000  0.01000000    0.9551D+00 -0.471959791829162E+02  0.210204487259192E+01   -0.211462979217207E-01 -0.941827416025818E-03
  0.00000000  0.00000000  0.01000000    0.1039D+01 -0.386759177351269E+02  0.184286229532985E+01   -0.257973123937164E-01 -0.122921179677779E-02
  0.00000000  0.00000000  0.01000000    0.1129D+01 -0.318820881944744E+02  0.112513901717926E+01   -0.313265591142784E-01 -0.110553404527486E-02
  0.00000000  0.00000000  0.01000000    0.1228D+01 -0.265685622755390E+02  0.728330343785659E+00   -0.376102051845654E-01 -0.103101753824080E-02
  0.00000000  0.00000000  0.01000000    0.1334D+01 -0.216286258913063E+02  0.395479206878706E+00   -0.462195691909902E-01 -0.845124357774183E-03
  0.00000000  0.00000000  0.01000000    0.1449D+01 -0.177570958524857E+02  0.344752523068556E+00   -0.562942956085408E-01 -0.109294901636152E-02
  0.00000000  0.00000000  0.01000000    0.1574D+01 -0.148643877148971E+02  0.505913316371498E-01   -0.672741074388181E-01 -0.228969180924924E-03
  0.00000000  0.00000000  0.01000000    0.1710D+01 -0.121032475484737E+02  0.150314384513927E+00   -0.826097111289923E-01 -0.102595834989706E-02
  0.00000000  0.00000000  0.01000000    0.1856D+01 -0.999075272726169E+01  0.806913066700563E-01   -0.100086029561096E+00 -0.808354758162073E-03
  0.00000000  0.00000000  0.01000000    0.2015D+01 -0.820682676937070E+01  0.193881961652988E+00   -0.121781807226720E+00 -0.287703107940379E-02
  0.00000000  0.00000000  0.01000000    0.2187D+01 -0.684641330948102E+01  0.656437724056291E-01   -0.146048453766151E+00 -0.140032028828041E-02
  0.00000000  0.00000000  0.01000000    0.2373D+01 -0.554206428908402E+01  0.420037420712667E-01   -0.180427816911694E+00 -0.136747664565492E-02
  0.00000000  0.00000000  0.01000000    0.2575D+01 -0.446331117126369E+01  0.999361559845647E-01   -0.223936641315578E+00 -0.501407279448923E-02
  0.00000000  0.00000000  0.01000000    0.2794D+01 -0.362357663793138E+01  0.134864115317621E+00   -0.275588678985653E+00 -0.102569993949872E-01
  0.00000000  0.00000000  0.01000000    0.3030D+01 -0.288794014056150E+01  0.722057000699017E-01   -0.346051239739139E+00 -0.865214333028516E-02
  0.00000000  0.00000000  0.01000000    0.3287D+01 -0.225363789773541E+01  0.207675883870943E+00   -0.439990659360190E+00 -0.405457545639457E-01
  0.00000000  0.00000000  0.01000000    0.3565D+01 -0.184749216976295E+01  0.113911751429101E+00   -0.539224342375230E+00 -0.332472257574161E-01
  0.00000000  0.00000000  0.01000000    0.3866D+01 -0.133806517609680E+01  0.821065383443968E-01   -0.744544309468851E+00 -0.456868297498267E-01
  0.00000000  0.00000000  0.01000000    0.4192D+01 -0.920860099197457E+00  0.163712610594191E+00   -0.105267002817945E+01 -0.187146080667097E+00
  0.00000000  0.00000000  0.01000000    0.4545D+01 -0.675944721449335E+00  0.189460854831452E+00   -0.137165030971595E+01 -0.384460492052363E+00
  0.00000000  0.00000000  0.01000000    0.4928D+01 -0.364748224529846E+00  0.176455527859970E+00   -0.222166564993125E+01 -0.107478298350128E+01
  0.00000000  0.00000000  0.01000000    0.5343D+01 -0.189350141207869E+00  0.374221452933417E+00   -0.107649425085577E+01 -0.212752544075195E+01
  0.00000000  0.00000000  0.01000000    0.5792D+01 -0.998680442437434E-01  0.158904912328731E+00   -0.283519524957900E+01 -0.451121733664480E+01
  0.00000000  0.00000000  0.01000000    0.6279D+01  0.234083517384911E-01  0.418270265280778E+00    0.133382467646081E+00 -0.238333398051235E+01
  0.00000000  0.00000000  0.01000000    0.6806D+01 -0.947738903788740E-01  0.128195249425651E+00   -0.372889013714766E+01 -0.504385753609466E+01
  0.00000000  0.00000000  0.01000000    0.7377D+01  0.150732046003536E+00  0.220795567369833E-16    0.663428930020987E+01 -0.971805073289517E-15
  0.00000000  0.00000000  0.01000000    0.7995D+01  0.331125593434517E+00  0.324037643489408E-03    0.301999924554827E+01 -0.295535427726088E-02
  0.00000000  0.00000000  0.01000000    0.8665D+01  0.449400488068582E+00  0.935494098920012E-02    0.222422291019225E+01 -0.463005150730947E-01
  0.00000000  0.00000000  0.01000000    0.9391D+01  0.527241697006956E+00  0.227420209591782E-01    0.189314108225799E+01 -0.816586670132509E-01
  0.00000000  0.00000000  0.01000000    0.1018D+02  0.592077421683791E+00 -0.506633724528051E-16    0.168896830613154E+01  0.144523042461540E-15
  0.00000000  0.00000000  0.01000000    0.1103D+02  0.660645078316451E+00 -0.185363626669562E-15    0.151367206510997E+01  0.424705719888509E-15
  0.00000000  0.00000000  0.01000000    0.1195D+02  0.713596712129820E+00 -0.154984247187635E-15    0.140135174812587E+01  0.304356006742439E-15
