 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.05000000  0.00000000  0.00000000    0.5719D+00 -0.400333346642966E+02  0.391273807819307E+02   -0.127754281234885E-01 -0.124863203385783E-01
  0.05000000  0.00000000  0.00000000    0.6237D+00 -0.379132901386234E+02  0.622211522873164E+01   -0.256842089771386E-01 -0.421514743854363E-02
  0.05000000  0.00000000  0.00000000    0.6798D+00 -0.232072151954892E+02  0.534243835317246E+01   -0.409214258835902E-01 -0.942035454342188E-02
  0.05000000  0.00000000  0.00000000    0.7406D+00 -0.177584957169753E+02  0.419784765980859E+01   -0.533310428814954E-01 -0.126066755384711E-01
  0.05000000  0.00000000  0.00000000    0.8065D+00 -0.141292000403613E+02  0.327735645609918E+01   -0.671618582109832E-01 -0.155786137207067E-01
  0.05000000  0.00000000  0.00000000    0.8778D+00 -0.113075972754440E+02  0.250576354744000E+01   -0.842966013048736E-01 -0.186801267835693E-01
  0.05000000  0.00000000  0.00000000    0.9551D+00 -0.914725464252879E+01  0.215447637418813E+01   -0.103576453560741E+00 -0.243956280697919E-01
  0.05000000  0.00000000  0.00000000    0.1039D+01 -0.767253093554168E+01  0.190516193647447E+01   -0.122765655131220E+00 -0.304838723007168E-01
  0.05000000  0.00000000  0.00000000    0.1129D+01 -0.642965908115776E+01  0.123204370478204E+01   -0.150020811360345E+00 -0.287468112834258E-01
  0.05000000  0.00000000  0.00000000    0.1228D+01 -0.557693180965616E+01  0.898025343657675E+00   -0.174778231459099E+00 -0.281436615556565E-01
  0.05000000  0.00000000  0.00000000    0.1334D+01 -0.431124604719211E+01  0.456249232652583E+00   -0.229382532971656E+00 -0.242750247855572E-01
  0.05000000  0.00000000  0.00000000    0.1449D+01 -0.328899202444486E+01  0.354972199833179E+00   -0.300543692496457E+00 -0.324368848810026E-01
  0.05000000  0.00000000  0.00000000    0.1574D+01 -0.275172401950826E+01  0.120550660458540E+00   -0.362712404543594E+00 -0.158901182001708E-01
  0.05000000  0.00000000  0.00000000    0.1710D+01 -0.197149508526280E+01  0.139279544936147E+00   -0.504710279326863E+00 -0.356560960028316E-01
  0.05000000  0.00000000  0.00000000    0.1856D+01 -0.146693305396826E+01  0.113906351122977E+00   -0.677608781612706E+00 -0.526158597310188E-01
  0.05000000  0.00000000  0.00000000    0.2015D+01 -0.105162027254283E+01  0.205662392981469E+00   -0.915884202717754E+00 -0.179116874924248E+00
  0.05000000  0.00000000  0.00000000    0.2187D+01 -0.846988425538467E+00  0.732713985088426E-01   -0.117188369978574E+01 -0.101377486378789E+00
  0.05000000  0.00000000  0.00000000    0.2373D+01 -0.499200774512193E+00  0.430019846241579E-01   -0.198844697609345E+01 -0.171288128259576E+00
  0.05000000  0.00000000  0.00000000    0.2575D+01 -0.222130290125441E+00  0.923767021061880E-01   -0.383808308507908E+01 -0.159613287142842E+01
  0.05000000  0.00000000  0.00000000    0.2794D+01 -0.639481376888744E-01  0.112002006688175E+00   -0.384446636207736E+01 -0.673339307069087E+01
  0.05000000  0.00000000  0.00000000    0.3030D+01  0.920491803717915E-01  0.334766581474618E-01    0.959471459339743E+01 -0.348942792503192E+01
  0.05000000  0.00000000  0.00000000    0.3287D+01  0.261556441913112E+00  0.897885652029090E-01    0.342021166733685E+01 -0.117410948112852E+01
  0.05000000  0.00000000  0.00000000    0.3565D+01  0.333722383704775E+00  0.548409517303900E-01    0.291771073722680E+01 -0.479470486597770E+00
  0.05000000  0.00000000  0.00000000    0.3866D+01  0.456402476524304E+00  0.523245408652521E-01    0.216262388590841E+01 -0.247935337152709E+00
  0.05000000  0.00000000  0.00000000    0.4192D+01  0.536695316073852E+00  0.847030427275679E-01    0.181797214829227E+01 -0.286918420829182E+00
  0.05000000  0.00000000  0.00000000    0.4545D+01  0.581450466933186E+00  0.392485823186620E-01    0.171203622042169E+01 -0.115564434721613E+00
  0.05000000  0.00000000  0.00000000    0.4928D+01  0.659622872929811E+00  0.696265591137438E-01    0.149931261443948E+01 -0.158260094765332E+00
  0.05000000  0.00000000  0.00000000    0.5343D+01  0.676337895418722E+00  0.661315850305475E-01    0.146454875928214E+01 -0.143201987441333E+00
  0.05000000  0.00000000  0.00000000    0.5792D+01  0.710571120859145E+00  0.243127951870236E-01    0.140567300760131E+01 -0.480962973733247E-01
  0.05000000  0.00000000  0.00000000    0.6279D+01  0.755951723204144E+00  0.295579161410565E-01    0.132081649135727E+01 -0.516442808328907E-01
  0.05000000  0.00000000  0.00000000    0.6806D+01  0.784078265420233E+00  0.889167697823256E-02    0.127521888872086E+01 -0.144613553711624E-01
  0.05000000  0.00000000  0.00000000    0.7377D+01  0.822863024716101E+00 -0.223042816864509E-15    0.121526909092192E+01  0.329407244153564E-15
  0.05000000  0.00000000  0.00000000    0.7995D+01  0.854028867658069E+00  0.339960733378000E-03    0.117092042132590E+01 -0.466104812420234E-03
  0.05000000  0.00000000  0.00000000    0.8665D+01  0.877406747624604E+00  0.919710164414286E-03    0.113972100619878E+01 -0.119467168087699E-02
  0.05000000  0.00000000  0.00000000    0.9391D+01  0.895695330011635E+00  0.144654936096390E-02    0.111644814734465E+01 -0.180306550673849E-02
  0.05000000  0.00000000  0.00000000    0.1018D+02  0.911249379616066E+00  0.326578158884533E-15    0.109739443709836E+01 -0.393289765518092E-15
  0.05000000  0.00000000  0.00000000    0.1103D+02  0.925137071015885E+00  0.857320932482075E-16    0.108092090494429E+01 -0.100168520665658E-15
  0.05000000  0.00000000  0.00000000    0.1195D+02  0.936548314666568E+00  0.415683469113601E-16    0.106775057339783E+01 -0.473917101282774E-16
