 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.01000000    0.0000D+00  0.870602101681438E+03  0.730555857990305E-14    0.114863035371572E-02 -0.963860105496902E-20
  0.00000000  0.00000000  0.01000000    0.2082D-02  0.870911661688928E+03  0.730645078464679E-14    0.114822208036661E-02 -0.963292660908230E-20
  0.00000000  0.00000000  0.01000000    0.6420D-02  0.873573983906746E+03  0.731387797948450E-14    0.114472273490547E-02 -0.958403358808607E-20
  0.00000000  0.00000000  0.01000000    0.1112D-01  0.879732353579455E+03  0.732918805345397E-14    0.113670935930820E-02 -0.947010374529615E-20
  0.00000000  0.00000000  0.01000000    0.1621D-01  0.890898095279979E+03  0.745806444695867E-04    0.112246283306479E-02 -0.939658552719454E-10
  0.00000000  0.00000000  0.01000000    0.2172D-01  0.909116405608075E+03  0.144948307147492E+01    0.109996635388927E-02 -0.175377168349312E-05
  0.00000000  0.00000000  0.01000000    0.2770D-01  0.934975100261014E+03  0.100898579668113E+02    0.106942265638662E-02 -0.115407594345760E-04
  0.00000000  0.00000000  0.01000000    0.3417D-01  0.967248314776146E+03  0.289878890865220E+02    0.103293293300302E-02 -0.309564202266273E-04
  0.00000000  0.00000000  0.01000000    0.4118D-01  0.100440426046371E+04  0.606528575181909E+02    0.991997655720609E-03 -0.599036611443918E-04
  0.00000000  0.00000000  0.01000000    0.4877D-01  0.104460664942547E+04  0.108090186999050E+03    0.947156947717489E-03 -0.980066244576752E-04
  0.00000000  0.00000000  0.01000000    0.5700D-01  0.108527110627625E+04  0.174892590173595E+03    0.898105258840746E-03 -0.144730615289414E-03
  0.00000000  0.00000000  0.01000000    0.6591D-01  0.112256640555894E+04  0.265347451159838E+03    0.843676738108970E-03 -0.199424703030013E-03
  0.00000000  0.00000000  0.01000000    0.7556D-01  0.115068700560683E+04  0.384563296700910E+03    0.781732905899087E-03 -0.261257650401289E-03
  0.00000000  0.00000000  0.01000000    0.8602D-01  0.116061393377069E+04  0.538618706003216E+03    0.708929969630296E-03 -0.329000826009911E-03
  0.00000000  0.00000000  0.01000000    0.9735D-01  0.113769514670516E+04  0.734737593808190E+03    0.620271295826900E-03 -0.400578872753381E-03
  0.00000000  0.00000000  0.01000000    0.1096D+00  0.105582787494248E+04  0.981495487362101E+03    0.508072220182988E-03 -0.472302922851712E-03
  0.00000000  0.00000000  0.01000000    0.1229D+00  0.862059294022000E+03  0.128906222340027E+04    0.358470303190098E-03 -0.536031023918645E-03
  0.00000000  0.00000000  0.01000000    0.1373D+00  0.486967235534733E+03  0.159762677220211E+04    0.174568484625127E-03 -0.572718787360722E-03
  0.00000000  0.00000000  0.01000000    0.1529D+00  0.767584987938362E+02  0.140497276122678E+04    0.387700451141957E-04 -0.709639430068590E-03
