 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.01000000    0.1698D+00 -0.185044230522650E+03  0.110970905738563E+04   -0.146199636369073E-03 -0.876758276694219E-03
  0.00000000  0.00000000  0.01000000    0.1881D+00 -0.318828044173495E+03  0.831914075239626E+03   -0.401682058239928E-03 -0.104810403014353E-02
  0.00000000  0.00000000  0.01000000    0.2080D+00 -0.364591330800570E+03  0.580340664828884E+03   -0.776185133325872E-03 -0.123549782523773E-02
  0.00000000  0.00000000  0.01000000    0.2294D+00 -0.343402957099796E+03  0.365736945617114E+03   -0.136439341706182E-02 -0.145312983088632E-02
  0.00000000  0.00000000  0.01000000    0.2527D+00 -0.270960337026034E+03  0.201356475933499E+03   -0.237759724493646E-02 -0.176684384026141E-02
  0.00000000  0.00000000  0.01000000    0.2779D+00 -0.167706295381797E+03  0.107037215705810E+03   -0.423689404783199E-02 -0.270416409287448E-02
  0.00000000  0.00000000  0.01000000    0.3053D+00 -0.746811439878742E+02  0.115010615630270E+03   -0.397140526124399E-02 -0.611605205307416E-02
  0.00000000  0.00000000  0.01000000    0.3348D+00 -0.249930275844337E+02  0.161061767237282E+03   -0.940806155084591E-03 -0.606280697501458E-02
  0.00000000  0.00000000  0.01000000    0.3669D+00 -0.110454874048138E+02  0.190965005987939E+03   -0.301874752540550E-03 -0.521910096075889E-02
  0.00000000  0.00000000  0.01000000    0.4016D+00 -0.826541038820994E+01  0.198033430201140E+03   -0.210393109516756E-03 -0.504087119832784E-02
  0.00000000  0.00000000  0.01000000    0.4392D+00 -0.136276126802959E+02  0.226012158722049E+03   -0.265815387398734E-03 -0.440851313703621E-02
  0.00000000  0.00000000  0.01000000    0.4800D+00 -0.464150725432573E+02  0.270872262672143E+03   -0.614556384487923E-03 -0.358647028399479E-02
  0.00000000  0.00000000  0.01000000    0.5241D+00 -0.131076572398866E+03  0.324248753022621E+03   -0.107160211659900E-02 -0.265086005595484E-02
  0.00000000  0.00000000  0.01000000    0.5719D+00 -0.209739701564132E+03  0.192764063697246E+03   -0.258463330458951E-02 -0.237544163191047E-02
  0.00000000  0.00000000  0.01000000    0.6237D+00 -0.190305105872166E+03  0.652383388712728E+01   -0.524855175827717E-02 -0.179925176794734E-03
  0.00000000  0.00000000  0.01000000    0.6798D+00 -0.129276920970915E+03  0.542955519944368E+01   -0.772171202401749E-02 -0.324307396507714E-03
  0.00000000  0.00000000  0.01000000    0.7406D+00 -0.946594011236704E+02  0.427465509436593E+01   -0.105426916785322E-01 -0.476089750801284E-03
  0.00000000  0.00000000  0.01000000    0.8065D+00 -0.731722578506630E+02  0.346186480720747E+01   -0.136358598453068E-01 -0.645128422999091E-03
  0.00000000  0.00000000  0.01000000    0.8778D+00 -0.581745790237856E+02  0.291592521363524E+01   -0.171465600195719E-01 -0.859449050206915E-03
  0.00000000  0.00000000  0.01000000    0.9551D+00 -0.471317575495904E+02  0.251102490890321E+01   -0.211570643219776E-01 -0.112717874897527E-02
  0.00000000  0.00000000  0.01000000    0.1039D+01 -0.387928446767498E+02  0.217969854046291E+01   -0.256968220562097E-01 -0.144385713389112E-02
  0.00000000  0.00000000  0.01000000    0.1129D+01 -0.321399312453743E+02  0.119928024769924E+01   -0.310706817805344E-01 -0.115938191209748E-02
  0.00000000  0.00000000  0.01000000    0.1228D+01 -0.264376013320269E+02  0.362525885699058E+00   -0.378178031300634E-01 -0.518577022277374E-03
  0.00000000  0.00000000  0.01000000    0.1334D+01 -0.216989145371079E+02  0.325128617722701E+00   -0.460749103077137E-01 -0.690369643809888E-03
  0.00000000  0.00000000  0.01000000    0.1449D+01 -0.179192318310409E+02  0.232969236739705E+00   -0.557965324685884E-01 -0.725414778071663E-03
  0.00000000  0.00000000  0.01000000    0.1574D+01 -0.147828625344676E+02  0.536735782829128E-01   -0.676450055023337E-01 -0.245605307484403E-03
  0.00000000  0.00000000  0.01000000    0.1710D+01 -0.121934565085064E+02  0.145425728469216E+00   -0.819995361620342E-01 -0.977970624833297E-03
  0.00000000  0.00000000  0.01000000    0.1856D+01 -0.100698819210592E+02  0.804620979684981E-01   -0.992996904906554E-01 -0.793441421372721E-03
  0.00000000  0.00000000  0.01000000    0.2015D+01 -0.835864251021714E+01  0.251725040107715E+00   -0.119528245738757E+00 -0.359965776928672E-02
  0.00000000  0.00000000  0.01000000    0.2187D+01 -0.693733578104376E+01  0.517089139477216E-01   -0.144139548207059E+00 -0.107437490845814E-02
  0.00000000  0.00000000  0.01000000    0.2373D+01 -0.566511837861861E+01  0.147119647258703E-01   -0.176517627544988E+00 -0.458405444754255E-03
  0.00000000  0.00000000  0.01000000    0.2575D+01 -0.461319666819170E+01  0.797306240216146E-01   -0.216704695989639E+00 -0.374534230435074E-02
  0.00000000  0.00000000  0.01000000    0.2794D+01 -0.376514113084396E+01  0.975475774602564E-01   -0.265416138973432E+00 -0.687642254990575E-02
  0.00000000  0.00000000  0.01000000    0.3030D+01 -0.302941447687235E+01  0.271733076478733E-01   -0.330070235157891E+00 -0.296067115075359E-02
  0.00000000  0.00000000  0.01000000    0.3287D+01 -0.241981926279787E+01  0.122560259482025E+00   -0.412196607715185E+00 -0.208771473042875E-01
  0.00000000  0.00000000  0.01000000    0.3565D+01 -0.191937268159921E+01  0.545704776086739E-01   -0.520582749365141E+00 -0.148009032013640E-01
  0.00000000  0.00000000  0.01000000    0.3866D+01 -0.147307734177458E+01  0.575010365133611E-01   -0.677818188553144E+00 -0.264583856557472E-01
  0.00000000  0.00000000  0.01000000    0.4192D+01 -0.111451574927595E+01  0.906080643797056E-01   -0.891359327358704E+00 -0.724658609546231E-01
  0.00000000  0.00000000  0.01000000    0.4545D+01 -0.805454065697823E+00  0.310530953426119E-01   -0.123969308006990E+01 -0.477945410550939E-01
  0.00000000  0.00000000  0.01000000    0.4928D+01 -0.539173925307110E+00  0.657024528639774E-01   -0.182755127472462E+01 -0.222701054053574E+00
  0.00000000  0.00000000  0.01000000    0.5343D+01 -0.325079636616776E+00  0.414608448859875E-01   -0.302693142535867E+01 -0.386056584821593E+00
  0.00000000  0.00000000  0.01000000    0.5792D+01 -0.130077955491360E+00  0.138486736129237E-01   -0.760153678002619E+01 -0.809293176738233E+00
  0.00000000  0.00000000  0.01000000    0.6279D+01  0.400657188621547E-01  0.148345645652979E-01    0.219498960326140E+02 -0.812707619243444E+01
  0.00000000  0.00000000  0.01000000    0.6806D+01  0.182127542436762E+00  0.771996788145091E-02    0.548081027075610E+01 -0.232318949064251E+00
  0.00000000  0.00000000  0.01000000    0.7377D+01  0.305475276766881E+00 -0.571763825387685E-17    0.327358734423256E+01  0.612723504988422E-16
  0.00000000  0.00000000  0.01000000    0.7995D+01  0.411329296928025E+00  0.383161676635672E-03    0.243114006159710E+01 -0.226465683114397E-02
  0.00000000  0.00000000  0.01000000    0.8665D+01  0.500041354840960E+00  0.534779049242877E-03    0.199983230697798E+01 -0.213875994338713E-02
  0.00000000  0.00000000  0.01000000    0.9391D+01  0.574863822028096E+00  0.510996791697523E-03    0.173954103830783E+01 -0.154627905869163E-02
  0.00000000  0.00000000  0.01000000    0.1018D+02  0.638406753844683E+00 -0.299678008903075E-17    0.156639946864235E+01  0.735292148904454E-17
  0.00000000  0.00000000  0.01000000    0.1103D+02  0.692476396726326E+00 -0.255079446014878E-17    0.144409254196603E+01  0.531943510768485E-17
  0.00000000  0.00000000  0.01000000    0.1195D+02  0.738365145455440E+00 -0.217144219357403E-17    0.135434345209128E+01  0.398295956216584E-17
