 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.10000000  0.10000000  0.00000000    0.2779D+00 -0.995850669529129E+01  0.275058217660711E+02   -0.116372758228399E-01 -0.321426539560386E-01
  0.10000000  0.10000000  0.00000000    0.3053D+00 -0.305101599176532E-01  0.107958443863989E+02   -0.261774768091426E-03 -0.926274941930251E-01
  0.10000000  0.10000000  0.00000000    0.3348D+00  0.711879772307378E+01  0.290983844040164E+02    0.793275152883762E-02 -0.324254547392867E-01
  0.10000000  0.10000000  0.00000000    0.3669D+00 -0.925891735955498E+01  0.608206957675478E+02   -0.244628789948141E-02 -0.160693660302141E-01
  0.10000000  0.10000000  0.00000000    0.4016D+00 -0.204185712987012E+02  0.111221772698852E+02   -0.377687433327515E-01 -0.205729701878984E-01
  0.10000000  0.10000000  0.00000000    0.4392D+00 -0.122922957522700E+02  0.669406579258465E+01   -0.627442691252490E-01 -0.341689033600165E-01
  0.10000000  0.10000000  0.00000000    0.4800D+00 -0.690318046223129E+01  0.803166924983276E+01   -0.615467304191212E-01 -0.716080051563978E-01
  0.10000000  0.10000000  0.00000000    0.5241D+00 -0.492161283597781E+01  0.956510402811591E+01   -0.425327498294850E-01 -0.826619627100403E-01
  0.10000000  0.10000000  0.00000000    0.5719D+00 -0.535502590188116E+01  0.113076471806178E+02   -0.342088521005684E-01 -0.722352491089313E-01
  0.10000000  0.10000000  0.00000000    0.6237D+00 -0.631197058820179E+01  0.875037988720705E+01   -0.542218369044043E-01 -0.751685491029656E-01
  0.10000000  0.10000000  0.00000000    0.6798D+00 -0.636243230396389E+01  0.670497048824749E+01   -0.744691332919320E-01 -0.784783738597413E-01
  0.10000000  0.10000000  0.00000000    0.7406D+00 -0.606924995628837E+01  0.508272124291161E+01   -0.968448134249487E-01 -0.811031336665896E-01
  0.10000000  0.10000000  0.00000000    0.8065D+00 -0.531415518691815E+01  0.292654172696052E+01   -0.144387197534015E+00 -0.795150204612746E-01
  0.10000000  0.10000000  0.00000000    0.8778D+00 -0.417951164057469E+01  0.197096810346522E+01   -0.195733864883990E+00 -0.923038951989304E-01
  0.10000000  0.10000000  0.00000000    0.9551D+00 -0.328551304409410E+01  0.179438596898606E+01   -0.234438082686845E+00 -0.128038574348518E+00
  0.10000000  0.10000000  0.00000000    0.1039D+01 -0.283099020200900E+01  0.173667206265501E+01   -0.256650298941256E+00 -0.157442227714894E+00
  0.10000000  0.10000000  0.00000000    0.1129D+01 -0.244223151633605E+01  0.961531916205439E+00   -0.354509783900889E+00 -0.139574184325977E+00
  0.10000000  0.10000000  0.00000000    0.1228D+01 -0.190767974668537E+01  0.551896367489655E+00   -0.483712270770118E+00 -0.139939130565309E+00
  0.10000000  0.10000000  0.00000000    0.1334D+01 -0.139445308218765E+01  0.305005378109141E+00   -0.684384853512702E+00 -0.149693857530390E+00
  0.10000000  0.10000000  0.00000000    0.1449D+01 -0.935425711429657E+00  0.157534883479840E+00   -0.103954844149123E+01 -0.175070174575040E+00
  0.10000000  0.10000000  0.00000000    0.1574D+01 -0.572731444404502E+00  0.171530012684870E+00   -0.160229764798092E+01 -0.479879599013236E+00
  0.10000000  0.10000000  0.00000000    0.1710D+01 -0.297861985400071E+00  0.124100625522076E+00   -0.286068173838296E+01 -0.119186875316121E+01
  0.10000000  0.10000000  0.00000000    0.1856D+01 -0.623955609418851E-01  0.104838653916377E+00   -0.419202474679049E+01 -0.704354965326765E+01
  0.10000000  0.10000000  0.00000000    0.2015D+01  0.892929575218119E-01  0.194713053246297E+00    0.194595669036825E+01 -0.424337124878080E+01
  0.10000000  0.10000000  0.00000000    0.2187D+01  0.204589727197334E+00  0.864269718949449E-01    0.414765701814808E+01 -0.175213800540238E+01
  0.10000000  0.10000000  0.00000000    0.2373D+01  0.350256216468501E+00  0.374965200467575E-01    0.282270274339053E+01 -0.302183159147723E+00
  0.10000000  0.10000000  0.00000000    0.2575D+01  0.472651296057791E+00  0.694362237019312E-01    0.207102785545149E+01 -0.304250416032875E+00
  0.10000000  0.10000000  0.00000000    0.2794D+01  0.549916241733688E+00  0.915489582814549E-01    0.176941941925403E+01 -0.294569413125518E+00
  0.10000000  0.10000000  0.00000000    0.3030D+01  0.613381191255392E+00  0.660569000249192E-01    0.161161637292314E+01 -0.173559905556969E+00
  0.10000000  0.10000000  0.00000000    0.3287D+01  0.668850262506596E+00  0.781655608937448E-01    0.147495861445108E+01 -0.172371865358268E+00
  0.10000000  0.10000000  0.00000000    0.3565D+01  0.715165815335845E+00  0.583965083769986E-01    0.138901591992002E+01 -0.113419402974822E+00
  0.10000000  0.10000000  0.00000000    0.3866D+01  0.754635392601372E+00  0.683268892095276E-01    0.131436803927567E+01 -0.119006715402722E+00
  0.10000000  0.10000000  0.00000000    0.4192D+01  0.782067797271730E+00  0.630015690026504E-01    0.127041709927314E+01 -0.102341856832898E+00
  0.10000000  0.10000000  0.00000000    0.4545D+01  0.810595159012510E+00  0.453632293675286E-01    0.122980988007150E+01 -0.688236871980572E-01
  0.10000000  0.10000000  0.00000000    0.4928D+01  0.826160309970996E+00  0.703440773520321E-01    0.120170669397223E+01 -0.102320273214535E+00
  0.10000000  0.10000000  0.00000000    0.5343D+01  0.835481072082064E+00  0.352345542716025E-01    0.119479022099289E+01 -0.503876177348263E-01
  0.10000000  0.10000000  0.00000000    0.5792D+01  0.858368485019885E+00  0.135843452544318E-01    0.116470912556963E+01 -0.184324228566694E-01
  0.10000000  0.10000000  0.00000000    0.6279D+01  0.880381429698295E+00  0.127029016952676E-01    0.113563487093774E+01 -0.163859182402152E-01
  0.10000000  0.10000000  0.00000000    0.6806D+01  0.898404770881218E+00  0.328982767006694E-02    0.111306910138023E+01 -0.407589724264874E-02
  0.10000000  0.10000000  0.00000000    0.7377D+01  0.915883450597784E+00 -0.101763191574439E-18    0.109184197983632E+01  0.121313824909249E-18
  0.10000000  0.10000000  0.00000000    0.7995D+01  0.930275434814185E+00  0.445970268917832E-03    0.107495020588104E+01 -0.515326767158806E-03
  0.10000000  0.10000000  0.00000000    0.8665D+01  0.941445373119406E+00  0.531352581769727E-03    0.106219618259777E+01 -0.599504442938814E-03
  0.10000000  0.10000000  0.00000000    0.9391D+01  0.950498486900411E+00  0.428320905556155E-03    0.105207931492429E+01 -0.474096036022922E-03
  0.10000000  0.10000000  0.00000000    0.1018D+02  0.958140813935791E+00 -0.498438517185958E-19    0.104368792713491E+01  0.542941345614020E-19
  0.10000000  0.10000000  0.00000000    0.1103D+02  0.964642192034527E+00 -0.428168449501067E-19    0.103665380620653E+01  0.460131701202783E-19
  0.10000000  0.10000000  0.00000000    0.1195D+02  0.970068687115028E+00 -0.366620072942517E-19    0.103085483871661E+01  0.389593109419290E-19
