% rows 51 cols 7
 0.00000  -0.5322   0.0143   0.0143   0.0143   0.1631   0.1631
 0.02000  -0.5315   0.0143   0.0143   0.0146   0.1627   0.1633
 0.04000  -0.5295   0.0143   0.0143   0.0154   0.1614   0.1639
 0.06000  -0.5261   0.0142   0.0142   0.0167   0.1592   0.1650
 0.08000  -0.5215   0.0142   0.0142   0.0185   0.1562   0.1665
 0.10000  -0.5156   0.0142   0.0142   0.0208   0.1524   0.1683
 0.12000  -0.5084   0.0142   0.0142   0.0237   0.1477   0.1705
 0.14000  -0.5000   0.0143   0.0143   0.0270   0.1423   0.1731
 0.16000  -0.4904   0.0144   0.0144   0.0308   0.1360   0.1760
 0.18000  -0.4797   0.0147   0.0147   0.0351   0.1289   0.1793
 0.20000  -0.4680   0.0151   0.0151   0.0398   0.1211   0.1827
 0.22000  -0.4553   0.0157   0.0157   0.0449   0.1126   0.1865
 0.24000  -0.4417   0.0165   0.0165   0.0505   0.1034   0.1905
 0.26000  -0.4272   0.0175   0.0175   0.0564   0.0935   0.1947
 0.28000  -0.4121   0.0188   0.0188   0.0627   0.0830   0.1992
 0.30000  -0.3963   0.0204   0.0204   0.0693   0.0719   0.2038
 0.32000  -0.3801   0.0224   0.0224   0.0603   0.0762   0.2088
 0.34000  -0.3635   0.0247   0.0247   0.0481   0.0834   0.2140
 0.36000  -0.3467   0.0274   0.0274   0.0355   0.0908   0.2197
 0.38000  -0.3300   0.0226   0.0306   0.0306   0.0984   0.2258
 0.40000  -0.3134   0.0092   0.0343   0.0343   0.1062   0.2325
 0.42000  -0.2971  -0.0044   0.0384   0.0384   0.1142   0.2400
 0.44000  -0.2816  -0.0182   0.0431   0.0431   0.1222   0.2485
 0.46000  -0.2669  -0.0323   0.0482   0.0482   0.1304   0.2581
 0.48000  -0.2533  -0.0464   0.0539   0.0539   0.1386   0.2691
 0.50000  -0.2411  -0.0606   0.0602   0.0602   0.1468   0.2818
 0.52000  -0.2305  -0.0747   0.0670   0.0670   0.1550   0.2963
 0.54000  -0.2216  -0.0888   0.0744   0.0744   0.1631   0.3130
 0.56000  -0.2145  -0.1027   0.0823   0.0823   0.1711   0.3319
 0.58000  -0.2094  -0.1164   0.0907   0.0907   0.1790   0.3532
 0.60000  -0.2061  -0.1299   0.0996   0.0996   0.1868   0.3769
 0.62000  -0.2046  -0.1430   0.1091   0.1091   0.1944   0.4030
 0.64000  -0.2048  -0.1558   0.1189   0.1189   0.2017   0.4314
 0.66000  -0.2065  -0.1681   0.1292   0.1292   0.2089   0.4621
 0.68000  -0.2095  -0.1800   0.1399   0.1399   0.2158   0.4949
 0.70000  -0.2135  -0.1913   0.1508   0.1508   0.2223   0.5296
 0.72000  -0.2183  -0.2021   0.1619   0.1619   0.2286   0.5661
 0.74000  -0.2238  -0.2123   0.1732   0.1732   0.2345   0.6042
 0.76000  -0.2297  -0.2218   0.1846   0.1846   0.2401   0.6435
 0.78000  -0.2358  -0.2307   0.1958   0.1958   0.2453   0.6838
 0.80000  -0.2420  -0.2388   0.2069   0.2069   0.2501   0.7248
 0.82000  -0.2480  -0.2463   0.2177   0.2177   0.2545   0.7660
 0.84000  -0.2538  -0.2530   0.2280   0.2280   0.2585   0.8068
 0.86000  -0.2592  -0.2590   0.2376   0.2376   0.2621   0.8465
 0.88000  -0.2642  -0.2641   0.2465   0.2465   0.2651   0.8845
 0.90000  -0.2686  -0.2684   0.2544   0.2544   0.2678   0.9196
 0.92000  -0.2722  -0.2720   0.2611   0.2611   0.2699   0.9508
 0.94000  -0.2750  -0.2749   0.2666   0.2666   0.2716   0.9769
 0.96000  -0.2770  -0.2769   0.2706   0.2706   0.2728   0.9967
 0.98000  -0.2782  -0.2782   0.2730   0.2730   0.2736   1.0090
 1.00000  -0.2786  -0.2786   0.2738   0.2738   0.2738   1.0132
