% rows 51 cols 7
 0.00000  -0.2749  -0.1088   0.1663   0.1793   0.1945   0.3062
 0.02000  -0.2748  -0.1088   0.1663   0.1784   0.1946   0.3072
 0.04000  -0.2743  -0.1089   0.1664   0.1760   0.1946   0.3101
 0.06000  -0.2736  -0.1090   0.1666   0.1721   0.1946   0.3146
 0.08000  -0.2726  -0.1092   0.1668   0.1671   0.1946   0.3206
 0.10000  -0.2713  -0.1094   0.1611   0.1671   0.1947   0.3277
 0.12000  -0.2697  -0.1096   0.1545   0.1675   0.1948   0.3358
 0.14000  -0.2678  -0.1099   0.1474   0.1679   0.1948   0.3447
 0.16000  -0.2657  -0.1102   0.1400   0.1684   0.1949   0.3542
 0.18000  -0.2632  -0.1106   0.1323   0.1689   0.1950   0.3641
 0.20000  -0.2606  -0.1109   0.1245   0.1695   0.1951   0.3745
 0.22000  -0.2576  -0.1114   0.1166   0.1702   0.1953   0.3853
 0.24000  -0.2544  -0.1118   0.1086   0.1709   0.1954   0.3963
 0.26000  -0.2510  -0.1123   0.1006   0.1716   0.1955   0.4077
 0.28000  -0.2473  -0.1127   0.0927   0.1724   0.1957   0.4192
 0.30000  -0.2434  -0.1132   0.0848   0.1733   0.1958   0.4311
 0.32000  -0.2393  -0.1137   0.0770   0.1742   0.1960   0.4431
 0.34000  -0.2350  -0.1143   0.0693   0.1751   0.1962   0.4553
 0.36000  -0.2306  -0.1148   0.0617   0.1761   0.1963   0.4676
 0.38000  -0.2259  -0.1153   0.0542   0.1771   0.1965   0.4802
 0.40000  -0.2211  -0.1158   0.0468   0.1781   0.1967   0.4929
 0.42000  -0.2161  -0.1163   0.0396   0.1791   0.1969   0.5057
 0.44000  -0.2110  -0.1167   0.0325   0.1802   0.1971   0.5188
 0.46000  -0.2058  -0.1172   0.0255   0.1813   0.1973   0.5319
 0.48000  -0.2005  -0.1176   0.0187   0.1824   0.1975   0.5452
 0.50000  -0.1951  -0.1180   0.0120   0.1835   0.1977   0.5586
 0.52000  -0.1896  -0.1183   0.0055   0.1845   0.1979   0.5722
 0.54000  -0.1842  -0.1186  -0.0009   0.1856   0.1981   0.5859
 0.56000  -0.1786  -0.1188  -0.0071   0.1867   0.1983   0.5997
 0.58000  -0.1731  -0.1190  -0.0131   0.1878   0.1985   0.6136
 0.60000  -0.1677  -0.1191  -0.0189   0.1888   0.1986   0.6277
 0.62000  -0.1622  -0.1191  -0.0246   0.1899   0.1988   0.6419
 0.64000  -0.1569  -0.1191  -0.0302   0.1909   0.1990   0.6562
 0.66000  -0.1516  -0.1190  -0.0355   0.1919   0.1992   0.6707
 0.68000  -0.1465  -0.1188  -0.0407   0.1928   0.1994   0.6853
 0.70000  -0.1415  -0.1185  -0.0457   0.1937   0.1995   0.7000
 0.72000  -0.1366  -0.1181  -0.0505   0.1946   0.1997   0.7148
 0.74000  -0.1320  -0.1176  -0.0551   0.1954   0.1998   0.7298
 0.76000  -0.1276  -0.1170  -0.0596   0.1962   0.2000   0.7449
 0.78000  -0.1234  -0.1163  -0.0639   0.1969   0.2001   0.7601
 0.80000  -0.1195  -0.1155  -0.0680   0.1975   0.2002   0.7755
 0.82000  -0.1159  -0.1145  -0.0720   0.1981   0.2003   0.7910
 0.84000  -0.1134  -0.1126  -0.0757   0.1987   0.2004   0.8066
 0.86000  -0.1122  -0.1097  -0.0793   0.1992   0.2005   0.8224
 0.88000  -0.1108  -0.1071  -0.0827   0.1996   0.2006   0.8384
 0.90000  -0.1093  -0.1048  -0.0860   0.2000   0.2007   0.8545
 0.92000  -0.1077  -0.1030  -0.0890   0.2003   0.2007   0.8707
 0.94000  -0.1059  -0.1015  -0.0919   0.2005   0.2008   0.8871
 0.96000  -0.1040  -0.1005  -0.0947   0.2007   0.2008   0.9037
 0.98000  -0.1019  -0.0999  -0.0972   0.2008   0.2008   0.9204
 1.00000  -0.0996  -0.0996  -0.0996   0.2008   0.2008   0.9373
