        0.00000       -0.27674   1   1
        0.00000       -0.27346   1   2
        0.00000       -0.17146   1   3
        0.00000       -0.16407   1   4
        0.00000       -0.16357   1   5
        0.00000       -0.00743   1   6
        0.00000        0.00260   1   7
        0.00000        0.00269   1   8
        0.00000        0.09859   1   9
        0.00000        0.15432   1  10
        0.00000        0.15516   1  11
        0.00000        0.19559   1  12
        0.00000        0.22695   1  13
        0.00000        0.24801   1  14
        0.00000        0.25201   1  15
        0.00000        0.25365   1  16
        0.00000        0.27374   1  17
        0.00000        0.41616   1  18
        0.00000        0.43476   1  19
        0.00000        0.63851   1  20
        0.00000        0.63936   1  21
        0.00000        0.71976   1  22
        0.07071       -0.27480   1   1
        0.07071       -0.27035   1   2
        0.07071       -0.17038   1   3
        0.07071       -0.16425   1   4
        0.07071       -0.16111   1   5
        0.07071       -0.00810   1   6
        0.07071       -0.00412   1   7
        0.07071        0.00220   1   8
        0.07071        0.09369   1   9
        0.07071        0.14553   1  10
        0.07071        0.14858   1  11
        0.07071        0.19413   1  12
        0.07071        0.22914   1  13
        0.07071        0.25165   1  14
        0.07071        0.25248   1  15
        0.07071        0.25894   1  16
        0.07071        0.27761   1  17
        0.07071        0.41418   1  18
        0.07071        0.44036   1  19
        0.07071        0.63446   1  20
        0.07071        0.63841   1  21
        0.07071        0.72023   1  22
        0.14142       -0.27390   1   1
        0.14142       -0.25769   1   2
        0.14142       -0.16690   1   3
        0.14142       -0.16459   1   4
        0.14142       -0.15663   1   5
        0.14142       -0.02290   1   6
        0.14142       -0.01017   1   7
        0.14142        0.00214   1   8
        0.14142        0.08338   1   9
        0.14142        0.12452   1  10
        0.14142        0.13323   1  11
        0.14142        0.18929   1  12
        0.14142        0.23225   1  13
        0.14142        0.25143   1  14
        0.14142        0.26451   1  15
        0.14142        0.27128   1  16
        0.14142        0.28636   1  17
        0.14142        0.40897   1  18
        0.14142        0.45369   1  19
        0.14142        0.62506   1  20
        0.14142        0.63785   1  21
        0.14142        0.71778   1  22
        0.21213       -0.27420   1   1
        0.21213       -0.23905   1   2
        0.21213       -0.16495   1   3
        0.21213       -0.15849   1   4
        0.21213       -0.15436   1   5
        0.21213       -0.05073   1   6
        0.21213       -0.01205   1   7
        0.21213        0.00370   1   8
        0.21213        0.07335   1   9
        0.21213        0.10136   1  10
        0.21213        0.11566   1  11
        0.21213        0.18128   1  12
