 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.00000000  0.00000000    0.0000D+00  0.521725266906058D+02  0.326497537173898D-15    0.191671759723314D-01 -0.119948872452668D-18
  0.10000000  0.00000000  0.00000000    0.1100D-01  0.523334265307696D+02  0.316068561280159D-15    0.191082462259957D-01 -0.115404556773796D-18
  0.10000000  0.00000000  0.00000000    0.3500D-01  0.538943193080387D+02 -0.203717818764544D-16    0.185548312482507D-01  0.701363297276866D-20
  0.10000000  0.00000000  0.00000000    0.6300D-01  0.591897519608235D+02  0.363094648192087D-02    0.168948164692221D-01 -0.103639857220931D-05
  0.10000000  0.00000000  0.00000000    0.9500D-01  0.706925122502913D+02  0.461050951904146D+01    0.140858549156522D-01 -0.918668273416525D-03
  0.10000000  0.00000000  0.00000000    0.1310D+00  0.809653225518640D+02  0.273797983585515D+02    0.110834927478781D-01 -0.374807123569452D-02
  0.10000000  0.00000000  0.00000000    0.1710D+00  0.810992173052442D+02  0.686733419911559D+02    0.718129996954899D-02 -0.608099418387390D-02
  0.10000000  0.00000000  0.00000000    0.2150D+00  0.346444237562527D+02  0.990532208906994D+02    0.314612480858921D-02 -0.899520793901651D-02
  0.10000000  0.00000000  0.00000000    0.2630D+00 -0.294491638936788D+02  0.718249848387339D+02   -0.488695065123329D-02 -0.119190194227488D-01
  0.10000000  0.00000000  0.00000000    0.3150D+00 -0.226773702009638D+02  0.152454462253024D+02   -0.303706610647887D-01 -0.204174591668678D-01
  0.10000000  0.00000000  0.00000000    0.3710D+00  0.852969537153661D+00  0.331550460979199D+02    0.775437680743114D-03 -0.301413719145172D-01
  0.10000000  0.00000000  0.00000000    0.4310D+00 -0.197252710182961D+02  0.150557000422531D+02   -0.320340027734128D-01 -0.244505810065603D-01
  0.10000000  0.00000000  0.00000000    0.4950D+00 -0.814505247077208D+01  0.161750640957645D+02   -0.248344018433986D-01 -0.493180422150022D-01
  0.10000000  0.00000000  0.00000000    0.5630D+00 -0.118881383649967D+02  0.188652236927991D+02   -0.239089956237726D-01 -0.379410582939283D-01
  0.10000000  0.00000000  0.00000000    0.6350D+00 -0.137760592090525D+02  0.618173399559676D+01   -0.604229971352130D-01 -0.271136244290490D-01
  0.10000000  0.00000000  0.00000000    0.7110D+00 -0.917043741022405D+01  0.468936640004238D+01   -0.864425474899099D-01 -0.442029926818232D-01
  0.10000000  0.00000000  0.00000000    0.7910D+00 -0.718736279845214D+01  0.333021136225870D+01   -0.114542399381068D+00 -0.530723730770007D-01
  0.10000000  0.00000000  0.00000000    0.8750D+00 -0.556165101919458D+01  0.243196050609299D+01   -0.150941528358359D+00 -0.660026733842072D-01
  0.10000000  0.00000000  0.00000000    0.9630D+00 -0.441807016206252D+01  0.194902510622874D+01   -0.189470025244431D+00 -0.835844209198334D-01
  0.10000000  0.00000000  0.00000000    0.1055D+01 -0.365318944179228D+01  0.170262011203984D+01   -0.224884889561214D+00 -0.104810752894580D+00
  0.10000000  0.00000000  0.00000000    0.1151D+01 -0.308142359589512D+01  0.109348804884684D+01   -0.288228979931557D+00 -0.102282252042962D+00
  0.10000000  0.00000000  0.00000000    0.1251D+01 -0.265586076721700D+01  0.812873078546541D+00   -0.344274974460944D+00 -0.105371434305213D+00
  0.10000000  0.00000000  0.00000000    0.1355D+01 -0.201902173949145D+01  0.446784863008458D+00   -0.472168104129677D+00 -0.104485037280320D+00
