 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.00000000  0.00000000    0.1463D+01 -0.142553086418216D+01  0.290437351329925D+00   -0.673534696551902D+00 -0.137225814053187D+00
  0.10000000  0.00000000  0.00000000    0.1575D+01 -0.114354900377916D+01  0.229450539509442D+00   -0.840627359383983D+00 -0.168669991840858D+00
  0.10000000  0.00000000  0.00000000    0.1691D+01 -0.791529856589772D+00  0.121988121270581D+00   -0.123406469737203D+01 -0.190190215448543D+00
  0.10000000  0.00000000  0.00000000    0.1811D+01 -0.468278774768680D+00  0.106372982876013D+00   -0.203069524359467D+01 -0.461287425380325D+00
  0.10000000  0.00000000  0.00000000    0.1935D+01 -0.245199154202382D+00  0.141583787361921D+00   -0.305854377342118D+01 -0.176607546898702D+01
  0.10000000  0.00000000  0.00000000    0.2063D+01 -0.944220761779904D-01  0.213410033733498D+00   -0.173380769002371D+01 -0.391870177603241D+01
  0.10000000  0.00000000  0.00000000    0.2195D+01 -0.768658948583108D-01  0.824359933828344D-01   -0.605049898494970D+01 -0.648894929546548D+01
  0.10000000  0.00000000  0.00000000    0.2331D+01  0.951201427852346D-01  0.573713406144768D-01    0.770870698219335D+01 -0.464947634667829D+01
  0.10000000  0.00000000  0.00000000    0.2471D+01  0.254804208610772D+00  0.526022108994733D-01    0.376416033150330D+01 -0.777079612211700D+00
  0.10000000  0.00000000  0.00000000    0.2615D+01  0.350910974025642D+00  0.103252949531484D+00    0.262265922778780D+01 -0.771698011545416D+00
  0.10000000  0.00000000  0.00000000    0.2763D+01  0.386035178388318D+00  0.122116289383469D+00    0.235479848788133D+01 -0.744904272160952D+00
  0.10000000  0.00000000  0.00000000    0.2915D+01  0.418708673565677D+00  0.654431133699925D-01    0.233134324124715D+01 -0.364383089421174D+00
  0.10000000  0.00000000  0.00000000    0.3071D+01  0.510857270025122D+00  0.485003976269639D-01    0.194000774148183D+01 -0.184182847895323D+00
  0.10000000  0.00000000  0.00000000    0.3231D+01  0.571809193877082D+00  0.979459583241175D-01    0.169898565666627D+01 -0.291021515748625D+00
  0.10000000  0.00000000  0.00000000    0.3395D+01  0.562496934745894D+00  0.508122759570702D-01    0.176339791271224D+01 -0.159293777135574D+00
  0.10000000  0.00000000  0.00000000    0.3563D+01  0.627584770055697D+00  0.500583113258045D-01    0.158333673001152D+01 -0.126292361998306D+00
  0.10000000  0.00000000  0.00000000    0.3735D+01  0.668336171397456D+00  0.502169741539240D-01    0.148785315385902D+01 -0.111793265978627D+00
  0.10000000  0.00000000  0.00000000    0.3911D+01  0.700877630619243D+00  0.533195498582675D-01    0.141857264564699D+01 -0.107918489052535D+00
  0.10000000  0.00000000  0.00000000    0.4091D+01  0.733256358622325D+00  0.633651102594264D-01    0.135367066394026D+01 -0.116978857212618D+00
  0.10000000  0.00000000  0.00000000    0.4275D+01  0.738396536975898D+00  0.864706540092161D-01    0.133596470621730D+01 -0.156449463255826D+00
  0.10000000  0.00000000  0.00000000    0.4463D+01  0.733598918953992D+00  0.434412443630895D-01    0.135837938163681D+01 -0.804386281533873D-01
  0.10000000  0.00000000  0.00000000    0.4655D+01  0.779350003518751D+00  0.295542813565388D-01    0.128127799419276D+01 -0.485882468279267D-01
  0.10000000  0.00000000  0.00000000    0.4851D+01  0.810140587945896D+00  0.742080353911980D-01    0.122408315027149D+01 -0.112124743641634D+00
  0.10000000  0.00000000  0.00000000    0.5051D+01  0.792440236899407D+00  0.746703208006460D-01    0.125081882260253D+01 -0.117862569816825D+00
  0.10000000  0.00000000  0.00000000    0.5255D+01  0.786967750890941D+00  0.639858959732956D-01    0.126235491252019D+01 -0.102638144984278D+00
  0.10000000  0.00000000  0.00000000    0.5463D+01  0.788953554325212D+00  0.380351834799080D-01    0.126456267590674D+01 -0.609641380487779D-01
  0.10000000  0.00000000  0.00000000    0.5675D+01  0.811543756605867D+00  0.225315541788587D-01    0.123127034855148D+01 -0.341847674156690D-01
  0.10000000  0.00000000  0.00000000    0.5891D+01  0.829278371008695D+00  0.190182728608869D-01    0.120523380933858D+01 -0.276402547666675D-01
  0.10000000  0.00000000  0.00000000    0.6111D+01  0.840840257463378D+00  0.271911609129743D-01    0.118804414044312D+01 -0.384190684351387D-01
  0.10000000  0.00000000  0.00000000    0.6335D+01  0.842421104336711D+00  0.138919848430843D-01    0.118673206386007D+01 -0.195698609152565D-01
  0.10000000  0.00000000  0.00000000    0.6563D+01  0.859553521207586D+00  0.812179795504057D-03    0.116339364858513D+01 -0.109927397455265D-02
  0.10000000  0.00000000  0.00000000    0.6795D+01  0.872121024600448D+00  0.112675320080599D-01    0.114643848881312D+01 -0.148116282070961D-01
  0.10000000  0.00000000  0.00000000    0.7031D+01  0.877364701895769D+00  0.714286384870990D-19    0.113977687709483D+01 -0.927923249408699D-19
  0.10000000  0.00000000  0.00000000    0.7271D+01  0.890015806389139D+00 -0.822537432408934D-20    0.112357555092990D+01  0.103838936583477D-19
  0.10000000  0.00000000  0.00000000    0.7515D+01  0.898838309632838D+00 -0.299001765923209D-19    0.111254715034174D+01  0.370092773149486D-19
  0.10000000  0.00000000  0.00000000    0.7763D+01  0.906462804360220D+00 -0.112808169008538D-19    0.110318922650753D+01  0.137290527657223D-19
  0.10000000  0.00000000  0.00000000    0.8015D+01  0.913292210270414D+00  0.205581152850326D-03    0.109493975540902D+01 -0.246469831547114D-03
  0.10000000  0.00000000  0.00000000    0.8271D+01  0.919063199717053D+00  0.947055382161711D-03    0.108806330018082D+01 -0.112120276917422D-02
  0.10000000  0.00000000  0.00000000    0.8531D+01  0.923813035633126D+00  0.856640975198516D-03    0.108246918106313D+01 -0.100376095499968D-02
  0.10000000  0.00000000  0.00000000    0.8795D+01  0.928636274075631D+00  0.410961368915100D-03    0.107684766584338D+01 -0.476551264711833D-03
  0.10000000  0.00000000  0.00000000    0.9063D+01  0.933387373840140D+00  0.744333858684252D-03    0.107136585740678D+01 -0.854365406107074D-03
  0.10000000  0.00000000  0.00000000    0.9335D+01  0.936609105195510D+00  0.125654038001947D-02    0.106767934948185D+01 -0.143238220522831D-02
  0.10000000  0.00000000  0.00000000    0.9611D+01  0.940037618989029D+00  0.246275807834156D-03    0.106378714124153D+01 -0.278696333296320D-03
  0.10000000  0.00000000  0.00000000    0.9891D+01  0.943819754198257D+00  0.535707930844752D-20    0.105952433772640D+01 -0.601381342272517D-20
  0.10000000  0.00000000  0.00000000    0.1018D+02  0.947205701357142D+00 -0.982348914085519D-20    0.105573688858420D+01  0.109490682390822D-19
  0.10000000  0.00000000  0.00000000    0.1046D+02  0.950247218292365D+00  0.552961789559703D-21    0.105235772412683D+01 -0.612381282668598D-21
