 q(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.05000000  0.00000000  0.00000000    0.0000D+00  0.154841835165055E+03  0.512012515406652E-31    0.645820297165843E-02 -0.213552154364534E-35
  0.05000000  0.00000000  0.00000000    0.1100D-01  0.155875664146160E+03  0.513794697568262E-31    0.641536961832817E-02 -0.211462315871630E-35
  0.05000000  0.00000000  0.00000000    0.3500D-01  0.167919988030288E+03  0.650492846913909E-01    0.595521630072030E-02 -0.230694728536125E-05
  0.05000000  0.00000000  0.00000000    0.6300D-01  0.200068228802643E+03  0.146639646810230E+02    0.497158684809963E-02 -0.364391559746782E-03
  0.05000000  0.00000000  0.00000000    0.9500D-01  0.233651244668584E+03  0.842140360697884E+02    0.378781864511432E-02 -0.136522917503792E-02
  0.05000000  0.00000000  0.00000000    0.1310D+00  0.174340676428659E+03  0.230960362087961E+03    0.208199393647176E-02 -0.275815193150994E-02
  0.05000000  0.00000000  0.00000000    0.1710D+00  0.300327051582018E+02  0.246517533165054E+03    0.486967952477819E-03 -0.399718033200499E-02
  0.05000000  0.00000000  0.00000000    0.2150D+00 -0.626909422545855E+02  0.152903090775549E+03   -0.229557189455828E-02 -0.559889555256718E-02
  0.05000000  0.00000000  0.00000000    0.2630D+00 -0.619039916173631E+02  0.573049058757913E+02   -0.869932135639415E-02 -0.805301529815411E-02
  0.05000000  0.00000000  0.00000000    0.3150D+00 -0.219179731150408E+02  0.335457429309728E+02   -0.136499821639247E-01 -0.208914752418031E-01
  0.05000000  0.00000000  0.00000000    0.3710D+00 -0.145941145543983E+02  0.556070313230585E+02   -0.441559456330325E-02 -0.168244605917207E-01
  0.05000000  0.00000000  0.00000000    0.4310D+00 -0.185029373503271E+02  0.334538948545435E+02   -0.126600490740347E-01 -0.228897683949966E-01
  0.05000000  0.00000000  0.00000000    0.4950D+00 -0.165325293636703E+02  0.428832841707746E+02   -0.782678822048830E-02 -0.203016958881819E-01
  0.05000000  0.00000000  0.00000000    0.5630D+00 -0.334331180918146E+02  0.399723401518237E+02   -0.123116783707538E-01 -0.147197337180497E-01
  0.05000000  0.00000000  0.00000000    0.6350D+00 -0.339665605566539E+02  0.621087223808955E+01   -0.284882149937400E-01 -0.520914277800449E-02
  0.05000000  0.00000000  0.00000000    0.7110D+00 -0.199810517144396E+02  0.477008640291001E+01   -0.473488955389206E-01 -0.113036253562064E-01
  0.05000000  0.00000000  0.00000000    0.7910D+00 -0.147518856402578E+02  0.354848674486617E+01   -0.640801564199403E-01 -0.154141369591809E-01
  0.05000000  0.00000000  0.00000000    0.8750D+00 -0.114732013630098E+02  0.293624519804804E+01   -0.818019246179084E-01 -0.209349161363809E-01
  0.05000000  0.00000000  0.00000000    0.9630D+00 -0.930395962629772E+01  0.236397340667369E+01   -0.100963148852638E+00 -0.256529701899240E-01
  0.05000000  0.00000000  0.00000000    0.1055D+01 -0.792109312950609E+01  0.199957493933505E+01   -0.118682256966707E+00 -0.299597622315984E-01
  0.05000000  0.00000000  0.00000000    0.1151D+01 -0.675406675521409E+01  0.969983280722937E+00   -0.145066913694790E+00 -0.208337415026871E-01
  0.05000000  0.00000000  0.00000000    0.1251D+01 -0.527151917873219E+01  0.281452122850164E+00   -0.189159417089475E+00 -0.100994263118163E-01
