 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.00000000  0.00000000  0.01000000    0.0000D+00  0.771449984023583D+03 -0.314707775920238D-16    0.129626031591107D-02  0.528800582646155D-22
  0.00000000  0.00000000  0.01000000    0.1100D-01  0.781817773363959D+03  0.525950176783579D-01    0.127907042989268D-02 -0.860465624650786D-07
  0.00000000  0.00000000  0.01000000    0.3500D-01  0.853080189808325D+03  0.289613401190407D+02    0.117087325968880D-02 -0.397501420326690D-04
  0.00000000  0.00000000  0.01000000    0.6300D-01  0.965312282378111D+03  0.175904768808150D+03    0.100264028938626D-02 -0.182706893429067D-03
  0.00000000  0.00000000  0.01000000    0.9500D-01  0.102303949053446D+04  0.502566312052133D+03    0.787448518778149D-03 -0.386832670365931D-03
  0.00000000  0.00000000  0.01000000    0.1310D+00  0.764214430467683D+03  0.112424043140095D+04    0.413549319695473D-03 -0.608374884121829D-03
  0.00000000  0.00000000  0.01000000    0.1710D+00  0.525045575333775D+02  0.108551156444156D+04    0.444542455205897D-04 -0.919074455021319D-03
  0.00000000  0.00000000  0.01000000    0.2150D+00 -0.344500441392943D+03  0.603040245827093D+03   -0.714230219339597D-03 -0.125024387575868D-02
  0.00000000  0.00000000  0.01000000    0.2630D+00 -0.277749455489859D+03  0.197045797788572D+03   -0.239497395090675D-02 -0.169908362919004D-02
  0.00000000  0.00000000  0.01000000    0.3150D+00 -0.771242718655523D+02  0.128543421049494D+03   -0.343208289696584D-02 -0.572027023698224D-02
  0.00000000  0.00000000  0.01000000    0.3710D+00  0.769243870636726D+01  0.187349756061102D+03    0.218789379591609D-03 -0.532862704012434D-02
  0.00000000  0.00000000  0.01000000    0.4310D+00 -0.391388279969811D+01  0.219815933578092D+03   -0.809751602374031D-04 -0.454781897035683D-02
  0.00000000  0.00000000  0.01000000    0.4950D+00 -0.700077536387666D+02  0.295455409765950D+03   -0.759344489769809D-03 -0.320467984926488D-02
  0.00000000  0.00000000  0.01000000    0.5630D+00 -0.213546249939370D+03  0.241734666722976D+03   -0.205258625145669D-02 -0.232353063356027D-02
  0.00000000  0.00000000  0.01000000    0.6350D+00 -0.212033952200736D+03  0.525066367351483D+01   -0.471333549952189D-02 -0.116717814442274D-03
  0.00000000  0.00000000  0.01000000    0.7110D+00 -0.112331986742439D+03  0.446828242069259D+01   -0.888812066137442D-02 -0.353546967839835D-03
  0.00000000  0.00000000  0.01000000    0.7910D+00 -0.791027289175400D+02  0.338423183137778D+01   -0.126186921051998D-01 -0.539862278800643D-03
  0.00000000  0.00000000  0.01000000    0.8750D+00 -0.595655019694770D+02  0.247767472801584D+01   -0.167592439389227D-01 -0.697114164997708D-03
  0.00000000  0.00000000  0.01000000    0.9630D+00 -0.465321955005596D+02  0.208600462857788D+01   -0.214473947755741D-01 -0.961471176924082D-03
  0.00000000  0.00000000  0.01000000    0.1055D+01 -0.374749842883723D+02  0.172829740849233D+01   -0.266278318476820D-01 -0.122804088247203D-02
  0.00000000  0.00000000  0.01000000    0.1151D+01 -0.306789039657522D+02  0.106948701521080D+01   -0.325561242403169D-01 -0.113492816364879D-02
  0.00000000  0.00000000  0.01000000    0.1251D+01 -0.255031375722989D+02  0.520491380143920D+00   -0.391945362312206D-01 -0.799917978690101D-03
  0.00000000  0.00000000  0.01000000    0.1355D+01 -0.209101699086691D+02  0.408280770782538D+00   -0.478053935434879D-01 -0.933422492918428D-03
  0.00000000  0.00000000  0.01000000    0.1463D+01 -0.174485647113275D+02  0.322614280313726D+00   -0.572917184756646D-01 -0.105929208675623D-02
  0.00000000  0.00000000  0.01000000    0.1575D+01 -0.148961437431033D+02  0.494585528204781D-01   -0.671307281583321D-01 -0.222889139750227D-03
  0.00000000  0.00000000  0.01000000    0.1691D+01 -0.124654771636163D+02  0.144912888298861D+00   -0.802107180745255D-01 -0.932460641188416D-03
  0.00000000  0.00000000  0.01000000    0.1811D+01 -0.106281361239113D+02  0.100155890555986D+00   -0.940815201226295D-01 -0.886591809032562D-03
  0.00000000  0.00000000  0.01000000    0.1935D+01 -0.905459172793102D+01  0.107433842462342D+00   -0.110425656807247D+00 -0.131021397471019D-02
  0.00000000  0.00000000  0.01000000    0.2063D+01 -0.778919300459312D+01  0.212402495733109D+00   -0.128287610876614D+00 -0.349825825419436D-02
  0.00000000  0.00000000  0.01000000    0.2195D+01 -0.683678542469231D+01  0.519232776463600D-01   -0.146259135232318D+00 -0.111079304311002D-02
  0.00000000  0.00000000  0.01000000    0.2331D+01 -0.583229514797195D+01  0.524629315317485D-01   -0.171445214400331D+00 -0.154219193582104D-02
  0.00000000  0.00000000  0.01000000    0.2471D+01 -0.499021271201953D+01  0.299370358724597D-01   -0.200385047531718D+00 -0.120214000934518D-02
  0.00000000  0.00000000  0.01000000    0.2615D+01 -0.427139558422246D+01  0.127136589617013D+00   -0.233908293007295D+00 -0.696219820190171D-02
  0.00000000  0.00000000  0.01000000    0.2763D+01 -0.375026967599391D+01  0.164143667265259D+00   -0.266137656145835D+00 -0.116484452189643D-01
  0.00000000  0.00000000  0.01000000    0.2915D+01 -0.327515241558750D+01  0.784715326411028D-01   -0.305154123326008D+00 -0.731138851284528D-02
  0.00000000  0.00000000  0.01000000    0.3071D+01 -0.274231827698682D+01  0.695538751394715D-01   -0.364420545830248D+00 -0.924285899111081D-02
  0.00000000  0.00000000  0.01000000    0.3231D+01 -0.236621292928408D+01  0.285483231235067D+00   -0.416552732923521D+00 -0.502570240839588D-01
  0.00000000  0.00000000  0.01000000    0.3395D+01 -0.220258123014566D+01  0.789190729200100D-01   -0.453430649625330D+00 -0.162465411092159D-01
  0.00000000  0.00000000  0.01000000    0.3563D+01 -0.181856062792439D+01  0.118134488655631D+00   -0.547574746217193D+00 -0.355706934659285D-01
  0.00000000  0.00000000  0.01000000    0.3735D+01 -0.155180834927658D+01  0.101962400866804D+00   -0.641639375843748D+00 -0.421592597321732D-01
  0.00000000  0.00000000  0.01000000    0.3911D+01 -0.129009699981921D+01  0.816324583160286D-01   -0.772044340514434D+00 -0.488520455857214D-01
  0.00000000  0.00000000  0.01000000    0.4091D+01 -0.102240470620294D+01  0.893212596019715D-01   -0.970677615721953D+00 -0.848021793891409D-01
  0.00000000  0.00000000  0.01000000    0.4275D+01 -0.821350805333305D+00  0.216240474142646D+00   -0.113858731987235D+01 -0.299760662926591D+00
  0.00000000  0.00000000  0.01000000    0.4463D+01 -0.719417392447845D+00  0.173877699794441D+00   -0.131329713457257D+01 -0.317413906451620D+00
  0.00000000  0.00000000  0.01000000    0.4655D+01 -0.576403395999752D+00  0.191447506288374D+00   -0.156252181719802D+01 -0.518978388225643D+00
  0.00000000  0.00000000  0.01000000    0.4851D+01 -0.458146930765542D+00  0.227598681678353D+00   -0.175065851467954D+01 -0.869693854205807D+00
  0.00000000  0.00000000  0.01000000    0.5051D+01 -0.318969202769879D+00  0.136422219621595D+00   -0.265029422615400D+01 -0.113352329266432D+01
  0.00000000  0.00000000  0.01000000    0.5255D+01 -0.143087509659686D+00  0.270735346848789D+00   -0.152591416627649D+01 -0.288717654008301D+01
  0.00000000  0.00000000  0.01000000    0.5463D+01 -0.145001312971621D+00  0.484580122539957D+00   -0.566758350196023D+00 -0.189405064795712D+01
  0.00000000  0.00000000  0.01000000    0.5675D+01 -0.285443775743832D+00  0.183821495535983D+00   -0.247633826421599D+01 -0.159472457227331D+01
  0.00000000  0.00000000  0.01000000    0.5891D+01 -0.582387047089121D-01  0.143167940780922D+00   -0.243790772650851D+01 -0.599309738708371D+01
  0.00000000  0.00000000  0.01000000    0.6111D+01  0.155910432476387D+00  0.216657412769064D+00    0.218826274277406D+01 -0.304086991985074D+01
  0.00000000  0.00000000  0.01000000    0.6335D+01  0.705402496638798D-01  0.690751313541235D+00    0.146314671429549D+00 -0.143275721254027D+01
  0.00000000  0.00000000  0.01000000    0.6563D+01 -0.282203271684969D+00  0.504958448652947D-01   -0.343360949114047D+01 -0.614390510632298D+00
  0.00000000  0.00000000  0.01000000    0.6795D+01 -0.943808154859613D-02  0.255657055458897D+00   -0.144203791666273D+00 -0.390616637222121D+01
  0.00000000  0.00000000  0.01000000    0.7031D+01 -0.427195143590314D-01 -0.324223050254084D-19   -0.234085058082733D+02  0.177660660916298D-16
  0.00000000  0.00000000  0.01000000    0.7271D+01  0.124459117495006D+00 -0.131308459414736D-19    0.803476691886495D+01  0.847694316902879D-18
  0.00000000  0.00000000  0.01000000    0.7515D+01  0.210618320070511D+00 -0.815047356350956D-20    0.474792506019998D+01  0.183734433318664D-18
  0.00000000  0.00000000  0.01000000    0.7763D+01  0.277712966858180D+00 -0.567226943043529D-20    0.360084014554017D+01  0.735469276516071D-19
  0.00000000  0.00000000  0.01000000    0.8015D+01  0.334632314708153D+00  0.177313722027129D-03    0.298835371026065D+01 -0.158345771107618D-02
  0.00000000  0.00000000  0.01000000    0.8271D+01  0.384856850765312D+00  0.887170417750795D-03    0.259835490549733D+01 -0.598971696201040D-02
  0.00000000  0.00000000  0.01000000    0.8531D+01  0.432531167157045D+00  0.104825466456085D-02    0.231195854181487D+01 -0.560311374012225D-02
  0.00000000  0.00000000  0.01000000    0.8795D+01  0.477010848302598D+00  0.950696946685872D-02    0.209555599082157D+01 -0.417650602532954D-01
  0.00000000  0.00000000  0.01000000    0.9063D+01  0.512525183727084D+00  0.354558007205467D-01    0.194183064476561D+01 -0.134333224122158D+00
  0.00000000  0.00000000  0.01000000    0.9335D+01  0.502026101161786D+00  0.294811811225075D-01    0.198508263674956D+01 -0.116572785004058D+00
  0.00000000  0.00000000  0.01000000    0.9611D+01  0.531023046611122D+00  0.750166416708724D-02    0.188278169715360D+01 -0.265977081072493D-01
  0.00000000  0.00000000  0.01000000    0.9891D+01  0.565087831443040D+00 -0.588165505075059D-21    0.176963640757640D+01  0.184190675067881D-20
  0.00000000  0.00000000  0.01000000    0.1018D+02  0.594689522615802D+00 -0.475558764801127D-21    0.168154971959385D+01  0.134469446188370D-20
  0.00000000  0.00000000  0.01000000    0.1046D+02  0.619364037821247D+00 -0.419479178496749D-21    0.161455935271561D+01  0.109349912095938D-20
