# iw omega(eV) Re Wc(1,1) Im Wc(1,1)  Re Wc(2,2) Re Wc(3,3) max|diag(1:30)|
0 0.0000 -3.8156e+02 -3.1338e-08 -1.4632e-02 -1.3298e+01 3.8156e+02
1 0.0001 -3.8156e+02 -1.7065e-04 -1.4632e-02 -1.3298e+01 3.8156e+02
2 0.0004 -3.8156e+02 -6.1811e-04 -1.4632e-02 -1.3298e+01 3.8156e+02
3 0.0007 -3.8156e+02 -1.0025e-03 -1.4632e-02 -1.3298e+01 3.8156e+02
4 0.0010 -3.8156e+02 -1.3452e-03 -1.4632e-02 -1.3298e+01 3.8156e+02
5 0.0013 -3.8156e+02 -1.7484e-03 -1.4632e-02 -1.3298e+01 3.8156e+02
6 0.0016 -3.8156e+02 -2.0599e-03 -1.4632e-02 -1.3298e+01 3.8156e+02
7 0.0020 -3.8156e+02 -2.4894e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
8 0.0023 -3.8156e+02 -3.0157e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
9 0.0026 -3.8156e+02 -3.3527e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
10 0.0030 -3.8156e+02 -3.5658e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
11 0.0034 -3.8156e+02 -3.8561e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
12 0.0037 -3.8156e+02 -4.2167e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
13 0.0041 -3.8156e+02 -4.7765e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
14 0.0045 -3.8156e+02 -5.3922e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
15 0.0049 -3.8156e+02 -6.0639e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
16 0.0054 -3.8156e+02 -6.7320e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
17 0.0058 -3.8156e+02 -7.4985e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
18 0.0063 -3.8156e+02 -8.4611e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
19 0.0067 -3.8156e+02 -9.1530e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
20 0.0072 -3.8156e+02 -9.6803e-03 -1.4632e-02 -1.3299e+01 3.8156e+02
21 0.0077 -3.8156e+02 -1.0295e-02 -1.4632e-02 -1.3299e+01 3.8156e+02
22 0.0082 -3.8156e+02 -1.1006e-02 -1.4632e-02 -1.3299e+01 3.8156e+02
23 0.0087 -3.8156e+02 -1.1754e-02 -1.4632e-02 -1.3299e+01 3.8156e+02
24 0.0093 -3.8156e+02 -1.2507e-02 -1.4632e-02 -1.3299e+01 3.8156e+02
25 0.0098 -3.8156e+02 -1.3390e-02 -1.4632e-02 -1.3299e+01 3.8156e+02
26 0.0104 -3.8156e+02 -1.4542e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
27 0.0110 -3.8156e+02 -1.5906e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
28 0.0116 -3.8156e+02 -1.6835e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
29 0.0123 -3.8156e+02 -1.7768e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
30 0.0129 -3.8156e+02 -1.8882e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
31 0.0136 -3.8157e+02 -1.9670e-02 -1.4633e-02 -1.3299e+01 3.8157e+02
32 0.0143 -3.8157e+02 -2.1210e-02 -1.4633e-02 -1.3299e+01 3.8157e+02
33 0.0150 -3.8157e+02 -2.4163e-02 -1.4633e-02 -1.3299e+01 3.8157e+02
34 0.0157 -3.8156e+02 -2.6663e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
35 0.0165 -3.8156e+02 -1.9564e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
36 0.0172 -3.8156e+02 -1.2943e-02 -1.4633e-02 -1.3299e+01 3.8156e+02
37 0.0180 -3.8157e+02 -1.1005e-02 -1.4633e-02 -1.3299e+01 3.8157e+02
38 0.0189 -3.8158e+02 -1.2189e-02 -1.4633e-02 -1.3300e+01 3.8158e+02
