% rows 21 cols 5
 0.00000   3.4365   3.4365   3.4365   8.9492
 0.05000   2.7862   3.7875   3.7875   8.9696
 0.10000   2.1495   4.1875   4.1875   9.0281
 0.15000   1.5386   4.6364   4.6364   9.1207
 0.20000   0.9522   5.1317   5.1317   9.2445
 0.25000   0.3985   5.6745   5.6745   9.3996
 0.30000  -0.1226   6.2636   6.2636   9.5887
 0.35000  -0.6083   6.9003   6.9003   9.8132
 0.40000  -1.0572   7.5847   7.5847  10.0784
 0.45000  -1.4722   8.3071   8.3071  10.3832
 0.50000  -1.8491   9.0703   9.0703  10.7274
 0.55000  -2.1905   9.8648   9.8648  11.1029
 0.60000  -2.4953  10.6948  10.6948  11.5315
 0.65000  -2.7633  11.5451  11.5451  12.0022
 0.70000  -2.9960  12.3967  12.3967  12.5124
 0.75000  -3.1919  13.0552  13.2198  13.2198
 0.80000  -3.3524  13.6171  13.9613  13.9613
 0.85000  -3.4776  14.1749  14.5531  14.5531
 0.90000  -3.5674  14.6837  14.9450  14.9450
 0.95000  -3.6204  15.0647  15.1504  15.1504
 1.00000  -3.6381  15.2116  15.2116  15.2116
