% rows 21 cols 7
 0.00000  -3.6381  15.2116  15.2116  15.2116  20.2482  20.2482
 0.05000  -3.6136  15.0647  15.0647  15.1477  19.9530  19.9530
 0.10000  -3.5429  14.6456  14.6456  14.9722  18.9203  19.5965
 0.15000  -3.4232  14.0198  14.0198  14.7286  17.7530  19.4373
 0.20000  -3.2558  13.2729  13.2729  14.4579  16.6537  19.4645
 0.25000  -3.0409  12.4729  12.4729  14.1736  15.6198  19.6373
 0.30000  -2.7742  11.6675  11.6675  13.9314  14.6524  19.9257
 0.35000  -2.4586  10.8839  10.8839  13.7259  13.7518  20.3108
 0.40000  -2.0912  10.1356  10.1356  12.9192  13.5586  20.7815
 0.45000  -1.6708   9.4513   9.4513  12.1532  13.4321  21.3393
 0.50000  -1.1974   8.7996   8.7996  11.4526  13.3368  21.9679
 0.55000  -0.6695   8.2050   8.2050  10.8199  13.2661  20.4305
 0.60000  -0.0872   7.6676   7.6676  10.2526  13.2022  18.8319
 0.65000   0.5509   7.1915   7.1915   9.7533  13.1069  17.3544
 0.70000   1.2434   6.7779   6.7779   9.3193  12.8960  16.0823
 0.75000   1.9889   6.4269   6.4269   8.9533  12.4158  15.1681
 0.80000   2.7834   6.1398   6.1398   8.6526  11.5777  14.6960
 0.85000   3.6188   5.9167   5.9167   8.4200  10.5356  14.5123
 0.90000   4.4664   5.7575   5.7575   8.2527   9.4744  14.4525
 0.95000   5.2419   5.6623   5.6623   8.1533   8.5547  14.4375
 1.00000   5.6242   5.6242   5.6242   8.1193   8.1193  14.4320
