#  0 [0.0, 0.0, 1.082e-05, 0.0] EPS0001.nlfc.dat.intrabandonly
#  1 [0.0, 0.0, 0.00108194, 0.0] EPS0002.nlfc.dat.intrabandonly
#  2 [0.0, 0.0, 0.00153007, 0.0] EPS0003.nlfc.dat.intrabandonly
#  3 [0.0, 0.0, 0.00216387, 0.0] EPS0004.nlfc.dat.intrabandonly
#  4 [0.0, 0.0, 0.00306015, 0.0] EPS0005.nlfc.dat.intrabandonly
#  5 [0.0, 0.0, 0.00432774, 0.0] EPS0006.nlfc.dat.intrabandonly
# recid omega eps1.... eps2... where num of eps is the number of EPSfiles
0 0.0 4862642106.08547 1258112.17910379 631449.368933189 316803.550130508 158880.648214102 79531.3769725211 0.0 0.0 0.0 0.0 0.0 0.0
1 1.015e-05 2065925246.31353 1243582.91743507 625164.200766604 314737.858340276 158272.187878611 79353.1772585757 4615924419.17041 53201.282978604 22151.7315778608 8636.47227793725 3263.62151035179 1210.07841493173
2 3.076e-05 -1263469722.09543 1215576.1122662 611651.689355716 307818.822687665 155494.392031342 78471.6886806219 -0.0 94706.0015885777 38756.6294613626 17903.5529633393 7832.01147740098 3127.2812821991
3 5.2e-05 -260152385.963321 1198468.49358787 605576.374389606 304159.116425108 152903.529544926 77227.9467485816 -0.0 148875.39529183 55045.8755075737 20553.658157809 9243.64190788202 4319.90699180521
4 7.389e-05 -120026923.48043 1170889.92430772 599170.354763314 303200.491573275 152190.053065958 76312.8651066585 -0.0 197767.918007316 74777.5405594621 27713.9458970318 10279.5548108139 4608.32631040203
5 9.644e-05 -68637260.051022 1142811.20231047 589358.498796643 300795.920199269 152012.9713657 76067.4012390742 -0.0 231150.101859289 93354.6710683879 34951.3567876631 12866.0936195064 4917.24698406899
6 0.0001197 -44013967.6548032 1123166.71379051 577432.58984855 297561.716573823 151250.317106649 76097.5322371556 -0.0 260547.961077112 108503.134935148 42046.6958796287 15665.5089922694 5668.45594476751
7 0.0001436 -30348366.8554026 1104459.41151823 567931.222348889 293547.073423275 150217.60995274 75966.2134247267 -0.0 296865.978938326 117916.006151519 48600.6216538727 18277.6383318214 6775.61738283021
8 0.0001683 -22007672.8095812 1086361.24773489 561961.634703749 288998.493650653 149000.197858865 75627.4011192862 -0.0 325581.244968786 129751.366295738 54172.73092984 20961.6061555526 7805.86105151826
9 0.0001937 -16563566.8758535 1070287.93231843 554517.003898196 284582.877251203 147489.670687098 75246.5949967293 -0.0 360337.142484197 144285.932896562 58273.3855129497 23508.5619397972 8792.2082817369
10 0.0002199 -12827503.7394013 1051671.29253711 546823.360515288 282461.69621255 145823.531779889 74826.8680223799 -0.0 393078.81465769 154872.382739743 60667.3886707943 25739.2884753544 9809.68106642457
11 0.0002469 -10161854.623686 1033383.31587407 541024.816743216 280527.371945813 144032.855471985 74309.7728675565 -0.0 422833.431099687 166954.751711057 67353.5356075849 27782.0092182005 10844.9082701236
12 0.0002748 -8199804.91215889 1018998.85007199 534630.436711816 276944.161361212 142244.859888748 73701.8371669308 -0.0 448413.41448777 180455.50476031 72154.0440838212 29251.9034377229 11801.031607325
13 0.0003034 -6718375.0586984 1016970.93780858 527325.395125094 273961.647094179 141284.964373616 73060.5589394665 -0.0 471536.365065307 193243.15905119 76295.5336359087 30023.9516822301 12675.5002966263
14 0.000333 -5575821.65598796 1019625.48420721 519988.731775553 271779.942327757 141023.793287877 72390.6080410169 -0.0 516173.593168535 205226.512224807 80538.9444527537 31924.8426989057 13506.2045940683
15 0.0003634 -4678640.39355078 1017821.12441057 513068.833611097 269592.611616786 139793.495950117 71637.9741820807 -0.0 565807.427092133 216307.252710465 85919.8808160351 34963.7482506036 14269.7858231651
16 0.0003948 -3963192.28649067 995201.802198762 507869.719423343 266855.085190735 138139.143929274 70926.6760268792 -0.0 634552.809536723 225759.904778968 91182.5275019817 36337.3259333864 14733.6803328414
17 0.0004271 -3384992.7959502 971359.669417352 507759.322258273 263939.63619729 137088.762126383 70572.0110312033 -0.0 652244.855185611 234490.663132187 96247.5512374024 37950.274569112 15017.1606720664
18 0.0004604 -2912220.15055186 996932.272399346 509443.491678574 260998.153400414 136275.625836598 70545.9601085166 -0.0 659851.304872245 252058.434904047 101086.808844689 39594.323502041 15685.0877267409
19 0.0004948 -2521646.79875874 1092758.74415748 508432.843586736 258159.247663091 135479.329349061 70093.2165809893 -0.0 686889.153864411 271700.901261343 105669.925655002 41734.8051628204 17047.5444281465
20 0.0005301 -2196014.06233874 1595194.2295535 506775.886084465 255523.774119397 134448.254479284 69365.4350251639 -0.0 708914.559221801 293330.308964572 109959.794630139 43901.0682943928 17609.4642804669
21 0.0005666 -1922294.0835881 891653.655041039 493680.573755709 253746.450217427 133307.184671099 68885.9884193281 -0.0 2564840.2677772 324272.901938853 113483.53755891 46019.2539456338 18265.6652090596
22 0.0006041 -1690512.76124597 12622.6626213376 480912.930152317 254134.519108551 132117.611183207 68472.0035862618 -0.0 1097927.74872432 325804.703586186 117060.609049248 48080.8472095281 18898.5024027634
23 0.0006428 -1492936.28829645 254994.483620974 489568.483786166 255112.713204494 130916.22840504 68167.0616147906 -0.0 1150262.41998101 328162.340973284 124316.963706736 50076.6381916968 19582.2466795762
24 0.0006827 -1323498.64786102 216973.62019406 515878.251670597 254825.92066673 129739.250947681 67857.3835970432 -0.0 1043597.61137627 338808.302408177 132376.757329217 51996.6715294238 20463.7069710804
25 0.0007238 -1177392.01411818 244364.22914741 580845.751045111 254286.517190711 128625.304365701 67449.989475659 -0.0 992172.206793424 350130.011313125 140733.640545225 53830.1969878492 21370.0739552788
26 0.0007662 -1050769.2978969 264793.40655772 869190.042960666 253316.307648029 127614.023017128 66989.6432883886 -0.0 1012317.30156372 382407.087605782 150991.540408221 55542.4998457733 22265.4067835733
27 0.0008098 -940525.172227897 337133.213895404 439028.417326341 246260.336177862 127039.149928601 66500.9794344504 -0.0 983914.161630449 1446971.65754372 164568.108033541 56912.8048272674 23146.9794567202
28 0.0008548 -844132.85038583 720767.983243202 -60450.8939540971 240369.785368637 127384.551829267 65996.136057121 -0.0 1052894.82940944 544881.995213148 162870.488309597 58472.1661964584 24011.8337224667
29 0.0009011 -759521.018970299 559512.180705962 119265.929115662 244500.679496925 127904.877862172 65485.4823880181 -0.0 2376675.40524798 571505.073908269 163693.954921314 61568.459062585 24856.7676935404
30 0.0009488 -684980.061788364 -1412532.73633841 109372.707997428 254701.316114911 127870.736511563 64980.0317396895 -0.0 3295001.21153916 537734.163692688 167805.782760087 64978.7804603321 25678.3143184949
31 0.000998 -619089.90017397 -2103760.82362921 111108.637956555 275322.025955329 127615.262937797 64492.7064187608 -0.0 251890.640021844 509364.780618735 172763.47363295 68508.5649744168 26472.7239715566
