#  0 [0.0, 0.0, 0.00108194, 0.0] EPS0002.nlfc.dat.interbandonly
#  1 [0.0, 0.0, 0.00153007, 0.0] EPS0003.nlfc.dat.interbandonly
#  2 [0.0, 0.0, 0.00216387, 0.0] EPS0004.nlfc.dat.interbandonly
#  3 [0.0, 0.0, 0.00306015, 0.0] EPS0005.nlfc.dat.interbandonly
#  4 [0.0, 0.0, 0.00432774, 0.0] EPS0006.nlfc.dat.interbandonly
# recid omega eps1.... eps2... where num of eps is the number of EPSfiles
0 0.0 8.90012381076751 8.77436832195088 8.70800911295968 8.6641658889441 8.63935503026109 0.0 0.0 0.0 0.0 0.0
1 1.015e-05 8.90012382798736 8.77436833921706 8.70800913025209 8.66416590624418 8.63935504756135 0.0 0.0 0.0 0.0 0.0
2 3.076e-05 8.90012396890892 8.77436848051779 8.70800927176742 8.66416604782232 8.6393551891409 0.0 0.0 0.0 0.0 0.0
3 5.2e-05 8.9001242626606 8.77436877505985 8.70800956675684 8.66416634294267 8.63935548426419 0.0 0.0 0.0 0.0 0.0
4 7.389e-05 8.90012472308194 8.77436923672001 8.70801002911819 8.66416680550922 8.63935594683534 0.0 0.0 0.0 0.0 0.0
5 9.644e-05 8.90012536500195 8.77436988036719 8.70801067374297 8.6641674504201 8.63935659175264 0.0 0.0 0.0 0.0 0.0
6 0.0001197 8.9001262043044 8.7743707219279 8.70801151658187 8.66416829363309 8.63935743497402 0.0 0.0 0.0 0.0 0.0
7 0.0001436 8.90012725799734 8.77437177845594 8.7080125747146 8.66416935223544 8.63935849358691 0.0 0.0 0.0 0.0 0.0
8 0.0001683 8.90012854428672 8.77437306820624 8.70801386642383 8.66417064451796 8.63935978588231 0.0 0.0 0.0 0.0 0.0
9 0.0001937 8.90013008265518 8.77437461071388 8.70801541127427 8.66417219005405 8.63936133143378 0.0 0.0 0.0 0.0 0.0
10 0.0002199 8.90013189394546 8.77437642687766 8.70801723019651 8.66417400978358 8.63936315118142 0.0 0.0 0.0 0.0 0.0
11 0.0002469 8.90013400044924 8.77437853904926 8.70801934557614 8.66417612610208 8.63936526752099 0.0 0.0 0.0 0.0 0.0
12 0.0002748 8.9001364260018 8.77438097112808 8.70802178134889 8.66417856295589 8.63936770439906 0.0 0.0 0.0 0.0 0.0
13 0.0003034 8.90013919608233 8.77438374866185 8.70802456310127 8.66418134594288 8.63937048741375 0.0 0.0 0.0 0.0 0.0
