 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.00000000  0.00000000    0.1463D+01 -0.142553054245918E+01  0.290437447842976E+00   -0.673534818602182E+00 -0.137225915490198E+00
  0.10000000  0.00000000  0.00000000    0.1575D+01 -0.114354947076481E+01  0.229449589868646E+00   -0.840627311967909E+00 -0.168669215363652E+00
  0.10000000  0.00000000  0.00000000    0.1691D+01 -0.791530661682173E+00  0.121988317139685E+00   -0.123406340846388E+01 -0.190190128733914E+00
  0.10000000  0.00000000  0.00000000    0.1811D+01 -0.468279395284458E+00  0.106371508503477E+00   -0.203069557896388E+01 -0.461280496688341E+00
  0.10000000  0.00000000  0.00000000    0.1935D+01 -0.245197805787624E+00  0.141582109565148E+00   -0.305857030752484E+01 -0.176607957400631E+01
  0.10000000  0.00000000  0.00000000    0.2063D+01 -0.944208510083398E-01  0.213410001876839E+00   -0.173379299178563E+01 -0.391871881771474E+01
  0.10000000  0.00000000  0.00000000    0.2195D+01 -0.768646750123684E-01  0.824370913959313E-01   -0.605040605797645E+01 -0.648903904301477E+01
  0.10000000  0.00000000  0.00000000    0.2331D+01  0.951202513537488E-01  0.573722541101498E-01    0.770863739575273E+01 -0.464950309968561E+01
  0.10000000  0.00000000  0.00000000    0.2471D+01  0.254803786873788E+00  0.526029303047307E-01    0.376416184375520E+01 -0.777091838202783E+00
  0.10000000  0.00000000  0.00000000    0.2615D+01  0.350910531935880E+00  0.103252961557720E+00    0.262266195668242E+01 -0.771699876599046E+00
  0.10000000  0.00000000  0.00000000    0.2763D+01  0.386034840076868E+00  0.122115675707878E+00    0.235480232901956E+01 -0.744902396657900E+00
  0.10000000  0.00000000  0.00000000    0.2915D+01  0.418708940053374E+00  0.654434229673811E-01    0.233134130221989E+01 -0.364384278260342E+00
  0.10000000  0.00000000  0.00000000    0.3071D+01  0.510857273763987E+00  0.485002659114953E-01    0.194000782166496E+01 -0.184182353963313E+00
  0.10000000  0.00000000  0.00000000    0.3231D+01  0.571809214866645E+00  0.979462752062841E-01    0.169898528449675E+01 -0.291022382851167E+00
  0.10000000  0.00000000  0.00000000    0.3395D+01  0.562496750139621E+00  0.508116203524499E-01    0.176339885038919E+01 -0.159291858830618E+00
  0.10000000  0.00000000  0.00000000    0.3563D+01  0.627585075455141E+00  0.500587431858830E-01    0.158333579654736E+01 -0.126293315625612E+00
  0.10000000  0.00000000  0.00000000    0.3735D+01  0.668335993258375E+00  0.502170119625936E-01    0.148785353340293E+01 -0.111793408463933E+00
  0.10000000  0.00000000  0.00000000    0.3911D+01  0.700877624195382E+00  0.533194323740662E-01    0.141857269447055E+01 -0.107918255968511E+00
  0.10000000  0.00000000  0.00000000    0.4091D+01  0.733256393975227E+00  0.633652072810891E-01    0.135367056891558E+01 -0.116979022473472E+00
  0.10000000  0.00000000  0.00000000    0.4275D+01  0.738396469312672E+00  0.864707208476970E-01    0.133596479738663E+01 -0.156449609198025E+00
  0.10000000  0.00000000  0.00000000    0.4463D+01  0.733598851924399E+00  0.434406692132512E-01    0.135837963057381E+01 -0.804375852592754E-01
  0.10000000  0.00000000  0.00000000    0.4655D+01  0.779350462677455E+00  0.295543461896823E-01    0.128127723341623E+01 -0.485882959397351E-01
  0.10000000  0.00000000  0.00000000    0.4851D+01  0.810140793409312E+00  0.742085720426236E-01    0.122408269768123E+01 -0.112125484602172E+00
  0.10000000  0.00000000  0.00000000    0.5051D+01  0.792439930318159E+00  0.746705266660880E-01    0.125081923730535E+01 -0.117862979438916E+00
  0.10000000  0.00000000  0.00000000    0.5255D+01  0.786967727502985E+00  0.639856340495032E-01    0.126235501741603E+01 -0.102637736418016E+00
  0.10000000  0.00000000  0.00000000    0.5463D+01  0.788953540573101E+00  0.380355208061280E-01    0.126456264583569E+01 -0.609646783401172E-01
  0.10000000  0.00000000  0.00000000    0.5675D+01  0.811543532458823E+00  0.225313924688366E-01    0.123127070171547E+01 -0.341845413168130E-01
  0.10000000  0.00000000  0.00000000    0.5891D+01  0.829278325133367E+00  0.190182565612820E-01    0.120523387702749E+01 -0.276402341589852E-01
  0.10000000  0.00000000  0.00000000    0.6111D+01  0.840840230312029E+00  0.271909970596136E-01    0.118804419368344E+01 -0.384188398848968E-01
  0.10000000  0.00000000  0.00000000    0.6335D+01  0.842421176199725E+00  0.138919759084046E-01    0.118673196309555E+01 -0.195698449977574E-01
  0.10000000  0.00000000  0.00000000    0.6563D+01  0.859553566763098E+00  0.812184046816052E-03    0.116339358691562E+01 -0.109927961211217E-02
  0.10000000  0.00000000  0.00000000    0.6795D+01  0.872121035410582E+00  0.112675983853900E-01    0.114643847235324E+01 -0.148117150665388E-01
  0.10000000  0.00000000  0.00000000    0.7031D+01  0.877364672405141E+00  0.291076726667629E-19    0.113977691540585E+01 -0.378135277270960E-19
  0.10000000  0.00000000  0.00000000    0.7271D+01  0.890015794865455E+00 -0.429633219466392E-19    0.112357556547766E+01  0.542378450241899E-19
  0.10000000  0.00000000  0.00000000    0.7515D+01  0.898838301295432E+00  0.501493659098991E-19    0.111254716066146E+01 -0.620729385603834E-19
  0.10000000  0.00000000  0.00000000    0.7763D+01  0.906462797490835E+00  0.109371248936526E-19    0.110318923486776E+01 -0.133107706973531E-19
  0.10000000  0.00000000  0.00000000    0.8015D+01  0.913292202143811E+00  0.205581947927917E-03    0.109493976515152E+01 -0.246470789146341E-03
  0.10000000  0.00000000  0.00000000    0.8271D+01  0.919063197767185E+00  0.947046384067803E-03    0.108806330251119E+01 -0.112119212126381E-02
  0.10000000  0.00000000  0.00000000    0.8531D+01  0.923813038863152E+00  0.856648459369971E-03    0.108246917726212E+01 -0.100376971747250E-02
  0.10000000  0.00000000  0.00000000    0.8795D+01  0.928636265869042E+00  0.410973157431841E-03    0.107684767534765E+01 -0.476564943106768E-03
  0.10000000  0.00000000  0.00000000    0.9063D+01  0.933387358724742E+00  0.744333587803172E-03    0.107136587475709E+01 -0.854365122854636E-03
  0.10000000  0.00000000  0.00000000    0.9335D+01  0.936609096427453E+00  0.125653187047167E-02    0.106767935950291E+01 -0.143237253169695E-02
  0.10000000  0.00000000  0.00000000    0.9611D+01  0.940037618064076E+00  0.246268211116127E-03    0.106378714229275E+01 -0.278687737071939E-03
  0.10000000  0.00000000  0.00000000    0.9891D+01  0.943819754879925E+00 -0.650414559835177E-20    0.105952433696116E+01  0.730150064878570E-20
  0.10000000  0.00000000  0.00000000    0.1018D+02  0.947205699877637E+00  0.282151039559639E-20    0.105573689023322E+01 -0.314480013284596E-20
  0.10000000  0.00000000  0.00000000    0.1046D+02  0.950247216458958E+00  0.177338431871553E-20    0.105235772615724E+01 -0.196394649405110E-20
